PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31177214","Loss of Midbrain Dopamine Neurons and Altered Apomorphine EEG Effects in the 5xFAD Mouse Model of Alzheimer's Disease","Vorobyov V, Bakharev B, Medvinskaya N, Nesterova I, Samokhin A, Deev A, Tatarnikova O, Ustyugov AA, Sengpiel F, Bobkova N.","J Alzheimers Dis. 2019;70(1):241-256. doi: 10.3233/JAD-181246.","Vorobyov V","J Alzheimers Dis","2019","2019/06/10","","","10.3233/JAD-181246"
"30535294","Age-Related Differences in Brain Morphology and the Modifiers in Middle-Aged and Older Adults","Zhao L, Matloff W, Ning K, Kim H, Dinov ID, Toga AW.","Cereb Cortex. 2019 Sep 13;29(10):4169-4193. doi: 10.1093/cercor/bhy300.","Zhao L","Cereb Cortex","2019","2018/12/12","PMC6931275","","10.1093/cercor/bhy300"
"31907079","The effect of amyloid deposition on longitudinal resting-state functional connectivity in cognitively normal older adults","Lin C, Ly M, Karim HT, Wei W, Snitz BE, Klunk WE, Aizenstein HJ.","Alzheimers Res Ther. 2020 Jan 6;12(1):7. doi: 10.1186/s13195-019-0573-1.","Lin C","Alzheimers Res Ther","2020","2020/01/08","PMC6945413","","10.1186/s13195-019-0573-1"
"32780352","Hyperphosphorylation Renders Tau Prone to Aggregate and to Cause Cell Death","Liu M, Sui D, Dexheimer T, Hovde S, Deng X, Wang KW, Lin HL, Chien HT, Kweon HK, Kuo NS, Ayoub CA, Jimenez-Harrison D, Andrews PC, Kwok R, Bochar DA, Kuret J, Fortin J, Tsay YG, Kuo MH.","Mol Neurobiol. 2020 Nov;57(11):4704-4719. doi: 10.1007/s12035-020-02034-w. Epub 2020 Aug 11.","Liu M","Mol Neurobiol","2020","2020/08/12","PMC7530023","NIHMS1619696","10.1007/s12035-020-02034-w"
"30216352","Modeling and prediction of clinical symptom trajectories in Alzheimer's disease using longitudinal data","Bhagwat N, Viviano JD, Voineskos AN, Chakravarty MM; Alzheimer’s Disease Neuroimaging Initiative.","PLoS Comput Biol. 2018 Sep 14;14(9):e1006376. doi: 10.1371/journal.pcbi.1006376. eCollection 2018 Sep.","Bhagwat N","PLoS Comput Biol","2018","2018/09/15","PMC6157905","","10.1371/journal.pcbi.1006376"
"31491494","Role of GABA(A) receptors in EEG activity and spatial recognition memory in aged APP and PS1 double transgenic mice","Fu Y, Li L, Wang Y, Chu G, Kong X, Wang J.","Neurochem Int. 2019 Dec;131:104542. doi: 10.1016/j.neuint.2019.104542. Epub 2019 Sep 3.","Fu Y","Neurochem Int","2019","2019/09/07","","","10.1016/j.neuint.2019.104542"
"29524596","The neurochemistry of agitation in Alzheimer's disease: a systematic review","Liu KY, Stringer AE, Reeves SJ, Howard RJ.","Ageing Res Rev. 2018 May;43:99-107. doi: 10.1016/j.arr.2018.03.003. Epub 2018 Mar 7.","Liu KY","Ageing Res Rev","2018","2018/03/11","","","10.1016/j.arr.2018.03.003"
"30710872","Resting state network modularity along the prodromal late onset Alzheimer's disease continuum","Contreras JA, Avena-Koenigsberger A, Risacher SL, West JD, Tallman E, McDonald BC, Farlow MR, Apostolova LG, Goñi J, Dzemidzic M, Wu YC, Kessler D, Jeub L, Fortunato S, Saykin AJ, Sporns O.","Neuroimage Clin. 2019;22:101687. doi: 10.1016/j.nicl.2019.101687. Epub 2019 Jan 22.","Contreras JA","Neuroimage Clin","2019","2019/02/03","PMC6357852","","10.1016/j.nicl.2019.101687"
"30796626","Characterization of the binding of tau imaging ligands to melanin-containing cells: putative off-target-binding site","Tago T, Toyohara J, Harada R, Furumoto S, Okamura N, Kudo Y, Takahashi-Fujigasaki J, Murayama S, Ishii K.","Ann Nucl Med. 2019 Jun;33(6):375-382. doi: 10.1007/s12149-019-01344-x. Epub 2019 Feb 22.","Tago T","Ann Nucl Med","2019","2019/02/24","","","10.1007/s12149-019-01344-x"
"32281028","Evaluating severity of white matter lesions from computed tomography images with convolutional neural network","Pitkänen J, Koikkalainen J, Nieminen T, Marinkovic I, Curtze S, Sibolt G, Jokinen H, Rueckert D, Barkhof F, Schmidt R, Pantoni L, Scheltens P, Wahlund LO, Korvenoja A, Lötjönen J, Erkinjuntti T, Melkas S.","Neuroradiology. 2020 Oct;62(10):1257-1263. doi: 10.1007/s00234-020-02410-2. Epub 2020 Apr 13.","Pitkänen J","Neuroradiology","2020","2020/04/14","PMC7478948","","10.1007/s00234-020-02410-2"
"31969525","A Novel Deep Learning Approach with a 3D Convolutional Ladder Network for Differential Diagnosis of Idiopathic Normal Pressure Hydrocephalus and Alzheimer's Disease","Irie R, Otsuka Y, Hagiwara A, Kamagata K, Kamiya K, Suzuki M, Wada A, Maekawa T, Fujita S, Kato S, Nakajima M, Miyajima M, Motoi Y, Abe O, Aoki S.","Magn Reson Med Sci. 2020 Dec 1;19(4):351-358. doi: 10.2463/mrms.mp.2019-0106. Epub 2020 Jan 22.","Irie R","Magn Reson Med Sci","2020","2020/01/24","PMC7809147","","10.2463/mrms.mp.2019-0106"
"33422894","Transfer learning for predicting conversion from mild cognitive impairment to dementia of Alzheimer's type based on a three-dimensional convolutional neural network","Bae J, Stocks J, Heywood A, Jung Y, Jenkins L, Hill V, Katsaggelos A, Popuri K, Rosen H, Beg MF, Wang L; Alzheimer's Disease Neuroimaging Initiative.","Neurobiol Aging. 2021 Mar;99:53-64. doi: 10.1016/j.neurobiolaging.2020.12.005. Epub 2020 Dec 13.","Bae J","Neurobiol Aging","2021","2021/01/10","PMC7902477","NIHMS1655691","10.1016/j.neurobiolaging.2020.12.005"
"33101003","Identifying Early Mild Cognitive Impairment by Multi-Modality MRI-Based Deep Learning","Kang L, Jiang J, Huang J, Zhang T.","Front Aging Neurosci. 2020 Sep 4;12:206. doi: 10.3389/fnagi.2020.00206. eCollection 2020.","Kang L","Front Aging Neurosci","2020","2020/10/26","PMC7498722","","10.3389/fnagi.2020.00206"
"30826452","Rationale and methods for a multicenter clinical trial assessing exercise and intensive vascular risk reduction in preventing dementia (rrAD Study)","Szabo-Reed AN, Vidoni E, Binder EF, Burns J, Cullum CM, Gahan WP, Gupta A, Hynan LS, Kerwin DR, Rossetti H, Stowe AM, Vongpatanasin W, Zhu DC, Zhang R, Keller JN.","Contemp Clin Trials. 2019 Apr;79:44-54. doi: 10.1016/j.cct.2019.02.007. Epub 2019 Mar 1.","Szabo-Reed AN","Contemp Clin Trials","2019","2019/03/04","PMC6436980","NIHMS1018230","10.1016/j.cct.2019.02.007"
"30417072","Utility of perfusion PET measures to assess neuronal injury in Alzheimer's disease","Joseph-Mathurin N, Su Y, Blazey TM, Jasielec M, Vlassenko A, Friedrichsen K, Gordon BA, Hornbeck RC, Cash L, Ances BM, Veale T, Cash DM, Brickman AM, Buckles V, Cairns NJ, Cruchaga C, Goate A, Jack CR Jr, Karch C, Klunk W, Koeppe RA, Marcus DS, Mayeux R, McDade E, Noble JM, Ringman J, Saykin AJ, Thompson PM, Xiong C, Morris JC, Bateman RJ, Benzinger TLS; Dominantly Inherited Alzheimer Network.","Alzheimers Dement (Amst). 2018 Sep 27;10:669-677. doi: 10.1016/j.dadm.2018.08.012. eCollection 2018.","Joseph-Mathurin N","Alzheimers Dement (Amst)","2018","2018/11/13","PMC6215983","","10.1016/j.dadm.2018.08.012"
"30582529","Hierarchical Fully Convolutional Network for Joint Atrophy Localization and Alzheimer's Disease Diagnosis Using Structural MRI","Lian C, Liu M, Zhang J, Shen D.","IEEE Trans Pattern Anal Mach Intell. 2020 Apr;42(4):880-893. doi: 10.1109/TPAMI.2018.2889096. Epub 2018 Dec 21.","Lian C","IEEE Trans Pattern Anal Mach Intell","2020","2018/12/25","PMC6588512","NIHMS1010541","10.1109/TPAMI.2018.2889096"
"30815203","Visual Explanations From Deep 3D Convolutional Neural Networks for Alzheimer's Disease Classification","Yang C, Rangarajan A, Ranka S.","AMIA Annu Symp Proc. 2018 Dec 5;2018:1571-1580. eCollection 2018.","Yang C","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371279","",""
"30250861","Pre-amyloid stage of Alzheimer's disease in cognitively normal individuals","Tijms BM, Vermunt L, Zwan MD, van Harten AC, van der Flier WM, Teunissen CE, Scheltens P, Visser PJ; for ADNI.","Ann Clin Transl Neurol. 2018 Jul 20;5(9):1037-1047. doi: 10.1002/acn3.615. eCollection 2018 Sep.","Tijms BM","Ann Clin Transl Neurol","2018","2018/09/26","PMC6144448","","10.1002/acn3.615"
"32852748","Regional gray matter-dedicated SUVR with 3D-MRI detects positive amyloid deposits in equivocal amyloid PET images","Ishii K, Yamada T, Hanaoka K, Kaida H, Miyazaki K, Ueda M, Hanada K, Saigoh K, Sauerbeck J, Rominger A, Bartenstein P, Kimura Y.","Ann Nucl Med. 2020 Nov;34(11):856-863. doi: 10.1007/s12149-020-01513-3. Epub 2020 Aug 27.","Ishii K","Ann Nucl Med","2020","2020/08/28","","","10.1007/s12149-020-01513-3"
"31123325","The open diffusion data derivatives, brain data upcycling via integrated publishing of derivatives and reproducible open cloud services","Avesani P, McPherson B, Hayashi S, Caiafa CF, Henschel R, Garyfallidis E, Kitchell L, Bullock D, Patterson A, Olivetti E, Sporns O, Saykin AJ, Wang L, Dinov I, Hancock D, Caron B, Qian Y, Pestilli F.","Sci Data. 2019 May 23;6(1):69. doi: 10.1038/s41597-019-0073-y.","Avesani P","Sci Data","2019","2019/05/25","PMC6533280","","10.1038/s41597-019-0073-y"
"31971559","Morbigenous brain region and gene detection with a genetically evolved random neural network cluster approach in late mild cognitive impairment","Bi XA, Liu Y, Xie Y, Hu X, Jiang Q.","Bioinformatics. 2020 Apr 15;36(8):2561-2568. doi: 10.1093/bioinformatics/btz967.","Bi XA","Bioinformatics","2020","2020/01/24","PMC7178433","","10.1093/bioinformatics/btz967"
"31396722","Automated Detection of Alzheimer's Disease Using Brain MRI Images- A Study with Various Feature Extraction Techniques","Acharya UR, Fernandes SL, WeiKoh JE, Ciaccio EJ, Fabell MKM, Tanik UJ, Rajinikanth V, Yeong CH.","J Med Syst. 2019 Aug 9;43(9):302. doi: 10.1007/s10916-019-1428-9.","Acharya UR","J Med Syst","2019","2019/08/10","","","10.1007/s10916-019-1428-9"
"33203351","Identification of early mild cognitive impairment using multi-modal data and graph convolutional networks","Liu J, Tan G, Lan W, Wang J.","BMC Bioinformatics. 2020 Nov 18;21(Suppl 6):123. doi: 10.1186/s12859-020-3437-6.","Liu J","BMC Bioinformatics","2020","2020/11/18","PMC7672960","","10.1186/s12859-020-3437-6"
"32016694","The role of epsilon phenotype in brain glucose consumption in Alzheimer's disease","Ricci M, Chiaravalloti A, Martorana A, Koch G, De Lucia V, Barbagallo G, Schillaci O.","Ann Nucl Med. 2020 Apr;34(4):254-262. doi: 10.1007/s12149-020-01441-2. Epub 2020 Feb 3.","Ricci M","Ann Nucl Med","2020","2020/02/05","","","10.1007/s12149-020-01441-2"
"31711955","Longitudinal degradation of the default/salience network axis in symptomatic individuals with elevated amyloid burden","Schultz AP, Buckley RF, Hampton OL, Scott MR, Properzi MJ, Peña-Gómez C, Pruzin JJ, Yang HS, Johnson KA, Sperling RA, Chhatwal JP.","Neuroimage Clin. 2020;26:102052. doi: 10.1016/j.nicl.2019.102052. Epub 2019 Oct 22.","Schultz AP","Neuroimage Clin","2020","2019/11/13","PMC7229343","","10.1016/j.nicl.2019.102052"
"30894813","The Influence of Genetic Factors and Cognitive Reserve on Structural and Functional Resting-State Brain Networks in Aging and Alzheimer's Disease","Pietzuch M, King AE, Ward DD, Vickers JC.","Front Aging Neurosci. 2019 Mar 6;11:30. doi: 10.3389/fnagi.2019.00030. eCollection 2019.","Pietzuch M","Front Aging Neurosci","2019","2019/03/22","PMC6414800","","10.3389/fnagi.2019.00030"
"32595465","A Machine Learning Approach for the Differential Diagnosis of Alzheimer and Vascular Dementia Fed by MRI Selected Features","Castellazzi G, Cuzzoni MG, Cotta Ramusino M, Martinelli D, Denaro F, Ricciardi A, Vitali P, Anzalone N, Bernini S, Palesi F, Sinforiani E, Costa A, Micieli G, D'Angelo E, Magenes G, Gandini Wheeler-Kingshott CAM.","Front Neuroinform. 2020 Jun 11;14:25. doi: 10.3389/fninf.2020.00025. eCollection 2020.","Castellazzi G","Front Neuroinform","2020","2020/06/30","PMC7300291","","10.3389/fninf.2020.00025"
"31524338","Minor gait impairment despite white matter damage in pure small vessel disease","Finsterwalder S, Wuehr M, Gesierich B, Dietze A, Konieczny MJ, Schmidt R, Schniepp R, Duering M.","Ann Clin Transl Neurol. 2019 Oct;6(10):2026-2036. doi: 10.1002/acn3.50891. Epub 2019 Sep 16.","Finsterwalder S","Ann Clin Transl Neurol","2019","2019/09/17","PMC6801180","","10.1002/acn3.50891"
"31825859","Spatial-Temporal Dependency Modeling and Network Hub Detection for Functional MRI Analysis via Convolutional-Recurrent Network","Wang M, Lian C, Yao D, Zhang D, Liu M, Shen D.","IEEE Trans Biomed Eng. 2020 Aug;67(8):2241-2252. doi: 10.1109/TBME.2019.2957921. Epub 2019 Dec 6.","Wang M","IEEE Trans Biomed Eng","2020","2019/12/12","PMC7439279","NIHMS1613553","10.1109/TBME.2019.2957921"
"31417397","Layer-Wise Relevance Propagation for Explaining Deep Neural Network Decisions in MRI-Based Alzheimer's Disease Classification","Böhle M, Eitel F, Weygandt M, Ritter K.","Front Aging Neurosci. 2019 Jul 31;11:194. doi: 10.3389/fnagi.2019.00194. eCollection 2019.","Böhle M","Front Aging Neurosci","2019","2019/08/17","PMC6685087","","10.3389/fnagi.2019.00194"
"30502445","QuickNAT: A fully convolutional network for quick and accurate segmentation of neuroanatomy","Guha Roy A, Conjeti S, Navab N, Wachinger C; Alzheimer's Disease Neuroimaging Initiative.","Neuroimage. 2019 Feb 1;186:713-727. doi: 10.1016/j.neuroimage.2018.11.042. Epub 2018 Nov 29.","Guha Roy A","Neuroimage","2019","2018/12/04","","","10.1016/j.neuroimage.2018.11.042"
"32790155","Elevated matrix metalloproteinase-9 levels in neuronal extracellular vesicles in Alzheimer's disease","Gu D, Liu F, Meng M, Zhang L, Gordon ML, Wang Y, Cai L, Zhang N.","Ann Clin Transl Neurol. 2020 Sep;7(9):1681-1691. doi: 10.1002/acn3.51155. Epub 2020 Aug 13.","Gu D","Ann Clin Transl Neurol","2020","2020/08/14","PMC7480907","","10.1002/acn3.51155"
"29859869","Neuronal levels and sequence of tau modulate the power of brain rhythms","Das M, Maeda S, Hu B, Yu GQ, Guo W, Lopez I, Yu X, Tai C, Wang X, Mucke L.","Neurobiol Dis. 2018 Sep;117:181-188. doi: 10.1016/j.nbd.2018.05.020. Epub 2018 May 31.","Das M","Neurobiol Dis","2018","2018/06/04","","","10.1016/j.nbd.2018.05.020"
"31946468","Study of Tissue Variation and Analysis of MR Brain Images using Optimized Multilevel Threshold and Deep CNN Features in Neurodegenerative Disorders","Priyanka NA, Kavitha G.","Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:2773-2776. doi: 10.1109/EMBC.2019.8856498.","Priyanka NA","Annu Int Conf IEEE Eng Med Biol Soc","2019","2020/01/18","","","10.1109/EMBC.2019.8856498"
"31921971","Convolution neural network-based Alzheimer's disease classification using hybrid enhanced independent component analysis based segmented gray matter of T2 weighted magnetic resonance imaging with clinical valuation","Basheera S, Sai Ram MS.","Alzheimers Dement (N Y). 2019 Dec 28;5:974-986. doi: 10.1016/j.trci.2019.10.001. eCollection 2019.","Basheera S","Alzheimers Dement (N Y)","2019","2020/01/11","PMC6944731","","10.1016/j.trci.2019.10.001"
"29784544","Classifying Alzheimer's disease with brain imaging and genetic data using a neural network framework","Ning K, Chen B, Sun F, Hobel Z, Zhao L, Matloff W; Alzheimer's Disease Neuroimaging Initiative, Toga AW.","Neurobiol Aging. 2018 Aug;68:151-158. doi: 10.1016/j.neurobiolaging.2018.04.009. Epub 2018 Apr 24.","Ning K","Neurobiol Aging","2018","2018/05/23","PMC5993633","NIHMS963227","10.1016/j.neurobiolaging.2018.04.009"
"30009197","Altered dynamics of neurovascular coupling in CADASIL","Huneau C, Houot M, Joutel A, Béranger B, Giroux C, Benali H, Chabriat H.","Ann Clin Transl Neurol. 2018 May 21;5(7):788-802. doi: 10.1002/acn3.574. eCollection 2018 Jul.","Huneau C","Ann Clin Transl Neurol","2018","2018/07/17","PMC6043774","","10.1002/acn3.574"
"32941425","A new Graph Gaussian embedding method for analyzing the effects of cognitive training","Xu M, Wang Z, Zhang H, Pantazis D, Wang H, Li Q.","PLoS Comput Biol. 2020 Sep 17;16(9):e1008186. doi: 10.1371/journal.pcbi.1008186. eCollection 2020 Sep.","Xu M","PLoS Comput Biol","2020","2020/09/17","PMC7524000","","10.1371/journal.pcbi.1008186"
"30618723","Multivariate Deep Learning Classification of Alzheimer's Disease Based on Hierarchical Partner Matching Independent Component Analysis","Qiao J, Lv Y, Cao C, Wang Z, Li A.","Front Aging Neurosci. 2018 Dec 17;10:417. doi: 10.3389/fnagi.2018.00417. eCollection 2018.","Qiao J","Front Aging Neurosci","2018","2019/01/09","PMC6304436","","10.3389/fnagi.2018.00417"
"31322563","Research Use of Ecological Momentary Assessment for Adverse Event Monitoring Following Amyloid-β Results Disclosure","Mattos MK, Sereika SM, Beach SR, Kim H, Klunk WE, Knox M, Nadkarni NK, Parker LS, Roberts JS, Schulz R, Tamres L, Lingler JH.","J Alzheimers Dis. 2019;71(4):1071-1079. doi: 10.3233/JAD-190091.","Mattos MK","J Alzheimers Dis","2019","2019/07/20","PMC6839594","","10.3233/JAD-190091"
"31830607","Modeling functional resting-state brain networks through neural message passing on the human connectome","Peraza-Goicolea JA, Martínez-Montes E, Aubert E, Valdés-Hernández PA, Mulet R.","Neural Netw. 2020 Mar;123:52-69. doi: 10.1016/j.neunet.2019.11.014. Epub 2019 Nov 23.","Peraza-Goicolea JA","Neural Netw","2020","2019/12/13","","","10.1016/j.neunet.2019.11.014"
"31903525","Age at onset reveals different functional connectivity abnormalities in prodromal Alzheimer's disease","Pini L, Geroldi C, Galluzzi S, Baruzzi R, Bertocchi M, Chitò E, Orini S, Romano M, Cotelli M, Rosini S, Magnaldi S, Morassi M, Cobelli M, Bonvicini C, Archetti S, Zanetti O, Frisoni GB, Pievani M.","Brain Imaging Behav. 2020 Dec;14(6):2594-2605. doi: 10.1007/s11682-019-00212-6.","Pini L","Brain Imaging Behav","2020","2020/01/07","","","10.1007/s11682-019-00212-6"
"29736986","Identification of Alzheimer's disease and mild cognitive impairment using multimodal sparse hierarchical extreme learning machine","Kim J, Lee B.","Hum Brain Mapp. 2018 Sep;39(9):3728-3741. doi: 10.1002/hbm.24207. Epub 2018 May 7.","Kim J","Hum Brain Mapp","2018","2018/05/09","PMC6866602","","10.1002/hbm.24207"
"31535859","Structural Basis for Achieving GSK-3β Inhibition with High Potency, Selectivity, and Brain Exposure for Positron Emission Tomography Imaging and Drug Discovery","Bernard-Gauthier V, Mossine AV, Knight A, Patnaik D, Zhao WN, Cheng C, Krishnan HS, Xuan LL, Chindavong PS, Reis SA, Chen JM, Shao X, Stauff J, Arteaga J, Sherman P, Salem N, Bonsall D, Amaral B, Varlow C, Wells L, Martarello L, Patel S, Liang SH, Kurumbail RG, Haggarty SJ, Scott PJH, Vasdev N.","J Med Chem. 2019 Nov 14;62(21):9600-9617. doi: 10.1021/acs.jmedchem.9b01030. Epub 2019 Oct 21.","Bernard-Gauthier V","J Med Chem","2019","2019/09/20","PMC6883410","NIHMS1059284","10.1021/acs.jmedchem.9b01030"
"31898886","Evaluation of [(18)F]-N-Methyl lansoprazole as a Tau PET Imaging Agent in First-in-Human Studies","Kramer V, Brooks AF, Haeger A, Kuljis RO, Rafique W, Koeppe RA, Raffel DM, Frey KA, Amaral H, Scott PJH, Riss PJ.","ACS Chem Neurosci. 2020 Feb 5;11(3):427-435. doi: 10.1021/acschemneuro.9b00639. Epub 2020 Jan 15.","Kramer V","ACS Chem Neurosci","2020","2020/01/04","PMC7035908","NIHMS1066477","10.1021/acschemneuro.9b00639"
"33459944","The ethics of innovation for Alzheimer's disease: the risk of overstating evidence for metabolic enhancement protocols","Daly T, Mastroleo I, Gorski D, Epelbaum S.","Theor Med Bioeth. 2020 Dec;41(5-6):223-237. doi: 10.1007/s11017-020-09536-7. Epub 2021 Jan 18.","Daly T","Theor Med Bioeth","2020","2021/01/18","","","10.1007/s11017-020-09536-7"
"31877173","The use of back propagation neural networks and 18F-Florbetapir PET for early detection of Alzheimer's disease using Alzheimer's Disease Neuroimaging Initiative database","Ozsahin I, Sekeroglu B, Mok GSP.","PLoS One. 2019 Dec 26;14(12):e0226577. doi: 10.1371/journal.pone.0226577. eCollection 2019.","Ozsahin I","PLoS One","2019","2019/12/27","PMC6932766","","10.1371/journal.pone.0226577"
"32417715","Designing weighted correlation kernels in convolutional neural networks for functional connectivity based brain disease diagnosis","Jie B, Liu M, Lian C, Shi F, Shen D.","Med Image Anal. 2020 Jul;63:101709. doi: 10.1016/j.media.2020.101709. Epub 2020 Apr 23.","Jie B","Med Image Anal","2020","2020/05/18","","","10.1016/j.media.2020.101709"
"32952988","Classification of Alzheimer's Disease and Mild Cognitive Impairment Based on Cortical and Subcortical Features from MRI T1 Brain Images Utilizing Four Different Types of Datasets","Toshkhujaev S, Lee KH, Choi KY, Lee JJ, Kwon GR, Gupta Y, Lama RK.","J Healthc Eng. 2020 Aug 31;2020:3743171. doi: 10.1155/2020/3743171. eCollection 2020.","Toshkhujaev S","J Healthc Eng","2020","2020/09/21","PMC7482016","","10.1155/2020/3743171"
"31353860","Early alteration of the locus coeruleus in phenotypic variants of Alzheimer's disease","Olivieri P, Lagarde J, Lehericy S, Valabrègue R, Michel A, Macé P, Caillé F, Gervais P, Bottlaender M, Sarazin M.","Ann Clin Transl Neurol. 2019 Jul;6(7):1345-1351. doi: 10.1002/acn3.50818. Epub 2019 Jun 23.","Olivieri P","Ann Clin Transl Neurol","2019","2019/07/30","PMC6649639","","10.1002/acn3.50818"
"30521086","Predicting Progression to Mild Cognitive Impairment","Petersen RC, Lundt ES, Therneau TM, Weigand SD, Knopman DS, Mielke MM, Roberts RO, Lowe VJ, Machulda MM, Kremers WK, Geda YE, Jack CR Jr.","Ann Neurol. 2019 Jan;85(1):155-160. doi: 10.1002/ana.25388. Epub 2019 Jan 7.","Petersen RC","Ann Neurol","2019","2018/12/07","PMC6504922","NIHMS1002281","10.1002/ana.25388"
"31969858","Predicting Brain Age of Healthy Adults Based on Structural MRI Parcellation Using Convolutional Neural Networks","Jiang H, Lu N, Chen K, Yao L, Li K, Zhang J, Guo X.","Front Neurol. 2020 Jan 8;10:1346. doi: 10.3389/fneur.2019.01346. eCollection 2019.","Jiang H","Front Neurol","2020","2020/01/24","PMC6960113","","10.3389/fneur.2019.01346"
"33192235","Differential Diagnosis of Frontotemporal Dementia, Alzheimer's Disease, and Normal Aging Using a Multi-Scale Multi-Type Feature Generative Adversarial Deep Neural Network on Structural Magnetic Resonance Images","Ma D, Lu D, Popuri K, Wang L, Beg MF; Alzheimer's Disease Neuroimaging Initiative.","Front Neurosci. 2020 Oct 22;14:853. doi: 10.3389/fnins.2020.00853. eCollection 2020.","Ma D","Front Neurosci","2020","2020/11/16","PMC7643018","","10.3389/fnins.2020.00853"
"30387527","Reduced brain amyloid burden in elderly patients with narcolepsy type 1","Gabelle A, Jaussent I, Bouallègue FB, Lehmann S, Lopez R, Barateau L, Grasselli C, Pesenti C, de Verbizier D, Béziat S, Mariano-Goulart D, Carlander B, Dauvilliers Y; Alzheimer's Disease Neuroimaging Initiative; Multi-Domain Intervention Alzheimer's Prevention Trial study groups.","Ann Neurol. 2019 Jan;85(1):74-83. doi: 10.1002/ana.25373. Epub 2018 Dec 19.","Gabelle A","Ann Neurol","2019","2018/11/03","","","10.1002/ana.25373"
"29730823","The correlation between striatal and cortical binding ratio of (11)C-PiB-PET in amyloid-uptake-positive patients","Sauerbeck J, Ishii K, Hosokawa C, Kaida H, Scheiwein FT, Hanaoka K, Rominger A, Brendel M, Bartenstein P, Murakami T.","Ann Nucl Med. 2018 Jul;32(6):398-403. doi: 10.1007/s12149-018-1258-8. Epub 2018 May 5.","Sauerbeck J","Ann Nucl Med","2018","2018/05/07","","","10.1007/s12149-018-1258-8"
"32678803","A new method to predict anomaly in brain network based on graph deep learning","Mirakhorli J, Amindavar H, Mirakhorli M.","Rev Neurosci. 2020 Aug 27;31(6):681-689. doi: 10.1515/revneuro-2019-0108.","Mirakhorli J","Rev Neurosci","2020","2020/07/18","","","10.1515/revneuro-2019-0108"
"30926511","Bayesian QuickNAT: Model uncertainty in deep whole-brain segmentation for structure-wise quality control","Roy AG, Conjeti S, Navab N, Wachinger C; Alzheimer's Disease Neuroimaging Initiative.","Neuroimage. 2019 Jul 15;195:11-22. doi: 10.1016/j.neuroimage.2019.03.042. Epub 2019 Mar 26.","Roy AG","Neuroimage","2019","2019/03/31","","","10.1016/j.neuroimage.2019.03.042"
"32176709","Effective differentiation of mild cognitive impairment by functional brain graph analysis and computerized testing","Požar R, Giordani B, Kavcic V.","PLoS One. 2020 Mar 16;15(3):e0230099. doi: 10.1371/journal.pone.0230099. eCollection 2020.","Požar R","PLoS One","2020","2020/03/17","PMC7075594","","10.1371/journal.pone.0230099"
"31140155","Radiation dosimetry and pharmacokinetics of florbetapir ((18)F) in Japanese subjects","Nakano M, Nakamura T, Takita Y, Uenaka K, Ando T, Senda M, Joshi AD, Lu M, Breault C, Pontecorvo MJ.","Ann Nucl Med. 2019 Aug;33(8):639-645. doi: 10.1007/s12149-019-01366-5. Epub 2019 May 28.","Nakano M","Ann Nucl Med","2019","2019/05/30","","","10.1007/s12149-019-01366-5"
"32588971","A randomized controlled trial of amyloid positron emission tomography results disclosure in mild cognitive impairment","Lingler JH, Sereika SM, Butters MA, Cohen AD, Klunk WE, Knox ML, McDade E, Nadkarni NK, Roberts JS, Tamres LK, Lopez OL.","Alzheimers Dement. 2020 Sep;16(9):1330-1337. doi: 10.1002/alz.12129. Epub 2020 Jun 26.","Lingler JH","Alzheimers Dement","2020","2020/06/27","PMC7541680","NIHMS1614254","10.1002/alz.12129"
"29865049","The Added Value of Diffusion-Weighted MRI-Derived Structural Connectome in Evaluating Mild Cognitive Impairment: A Multi-Cohort Validation1","Wang Q, Guo L, Thompson PM, Jack CR, Dodge H, Zhan L, Zhou J; Alzheimer’s Disease Neuroimaging Initiative and National Alzheimer’s Coordinating Center.","J Alzheimers Dis. 2018;64(1):149-169. doi: 10.3233/JAD-171048.","Wang Q","J Alzheimers Dis","2018","2018/06/06","PMC6272125","NIHMS983963","10.3233/JAD-171048"
"31470433","Computational modeling of the effects of EEG volume conduction on functional connectivity metrics. Application to Alzheimer's disease continuum","Ruiz-Gómez SJ, Hornero R, Poza J, Maturana-Candelas A, Pinto N, Gómez C.","J Neural Eng. 2019 Oct 29;16(6):066019. doi: 10.1088/1741-2552/ab4024.","Ruiz-Gómez SJ","J Neural Eng","2019","2019/08/31","","","10.1088/1741-2552/ab4024"
"32248114","Kernel Granger Causality Based on Back Propagation Neural Network Fuzzy Inference System on fMRI Data","Guo H, Zeng W, Shi Y, Deng J, Zhao L.","IEEE Trans Neural Syst Rehabil Eng. 2020 May;28(5):1049-1058. doi: 10.1109/TNSRE.2020.2984519. Epub 2020 Mar 31.","Guo H","IEEE Trans Neural Syst Rehabil Eng","2020","2020/04/06","","","10.1109/TNSRE.2020.2984519"
