Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Analysis of the MIDAS and OASIS Biomedical Databases for the Application of Multimodal Image Processing","Intelligent Technologies and Applications","","","","10.1007/978-981-15-5232-8_50","Muhammad Adeel AzamKhan Bahadar KhanMuhammad AqeelAbdul Rehman ChishtiMuhammad Nawaz Abbasi","2020","http://link.springer.com/chapter/10.1007/978-981-15-5232-8_50","Chapter"
"Artificial Intelligence, Machine Learning and Reasoning in Health Informatics—Case Studies","Signal Processing Techniques for Computational Health Informatics","","","","10.1007/978-3-030-54932-9_12","Mobyen Uddin AhmedShaibal BaruaShahina Begum","2021","http://link.springer.com/chapter/10.1007/978-3-030-54932-9_12","Chapter"
"Detection and Classification of Tumors Using Medical Imaging Techniques: A Survey","Intelligent Communication Technologies and Virtual Mobile Networks","","","","10.1007/978-3-030-28364-3_35","Sheetal GargS. R. Bhagyashree","2020","http://link.springer.com/chapter/10.1007/978-3-030-28364-3_35","Chapter"
"Proceedings of the RAMI Intern Section Meeting Saturday 27 January 2018 Catherine McAuley Education & Research Centre, Nelson Street, Dublin 7 and the Mater Misericordiae University Hospital","Irish Journal of Medical Science (1971 -)","","187","3","10.1007/s11845-018-1833-y","","2018","http://link.springer.com/article/10.1007/s11845-018-1833-y","Article"
"Hybrid Recommendation System for Heart Disease Diagnosis based on Multiple Kernel Learning with Adaptive Neuro-Fuzzy Inference System","Multimedia Tools and Applications","","77","4","10.1007/s11042-017-5515-y","Gunasekaran ManogaranR. VaratharajanM. K. Priyan","2018","http://link.springer.com/article/10.1007/s11042-017-5515-y","Article"
"Using EEG to Distinguish Between Writing and Typing for the Same Cognitive Task","Brain Function Assessment in Learning","","","","10.1007/978-3-030-60735-7_7","Xiaodong QuQingtian MeiPeiyan LiuTimothy Hickey","2020","http://link.springer.com/chapter/10.1007/978-3-030-60735-7_7","Chapter"
"Data Mining Algorithms and Techniques in Mental Health: A Systematic Review","Journal of Medical Systems","","42","9","10.1007/s10916-018-1018-2","Susel Góngora AlonsoIsabel de la Torre-DíezSofiane HamriouiMiguel López-CoronadoDiego Calvo BarrenoLola Morón NozaledaManuel Franco","2018","http://link.springer.com/article/10.1007/s10916-018-1018-2","Article"
"Frequency domain CNN and dissipated energy approach for damage detection in building structures","Soft Computing","","24","20","10.1007/s00500-020-04912-w","Mario Lopez-PachecoJesús Morales-ValdezWen Yu","2020","http://link.springer.com/article/10.1007/s00500-020-04912-w","Article"
"Abstract 2018","International Journal of Behavioral Medicine","","25","1","10.1007/s12529-018-9740-1","","2018","http://link.springer.com/article/10.1007/s12529-018-9740-1","Article"
"Abstracts of the XXXIX Congress of the Spanish Society of Physiological Sciences (SECF), 18-21 September 2018, Cádiz, Spain","Journal of Physiology and Biochemistry","","74","1","10.1007/s13105-018-0656-7","","2018","http://link.springer.com/article/10.1007/s13105-018-0656-7","Article"
"Poster Abstracts, 22st Annual Meeting of the International Association of Medical Science Educators, Henderson, NV, USA, June 9-12, 2018","Medical Science Educator","","28","1","10.1007/s40670-018-00663-4","","2018","http://link.springer.com/article/10.1007/s40670-018-00663-4","Article"
"Automated Quantification of Enlarged Perivascular Spaces in Clinical Brain MRI Across Sites","OR 2.0 Context-Aware Operating Theaters and Machine Learning in Clinical Neuroimaging","","","","10.1007/978-3-030-32695-1_12","Florian DubostMax DünnwaldDenver HuffVincent ScheumannFrank SchreiberMeike VernooijWiro NiessenMartin SkalejStefanie SchreiberSteffen Oeltze-JafraMarleen de Bruijne","2019","http://link.springer.com/chapter/10.1007/978-3-030-32695-1_12","Chapter"
"Modelling Complex Phenomena in Physiology","Quantitative Physiology","","","","10.1007/978-981-33-4033-6_13","Shangbin ChenAlexey Zaikin","2020","http://link.springer.com/chapter/10.1007/978-981-33-4033-6_13","Chapter"
"A dual-branch model for diagnosis of Parkinson’s disease based on the independent and joint features of the left and right gait","Applied Intelligence","","","","10.1007/s10489-020-02182-5","Xu LiuWang LiZheng LiuFeixiang DuQiang Zou","2021","http://link.springer.com/article/10.1007/s10489-020-02182-5","Article"
"Image based fruit category classification by 13-layer deep convolutional neural network and data augmentation","Multimedia Tools and Applications","","78","3","10.1007/s11042-017-5243-3","Yu-Dong ZhangZhengchao DongXianqing ChenWenjuan JiaSidan DuKhan MuhammadShui-Hua Wang","2019","http://link.springer.com/article/10.1007/s11042-017-5243-3","Article"
"Word Embedding Bootstrapped Deep Active Learning Method to Information Extraction on Chinese Electronic Medical Record","Journal of Shanghai Jiaotong University (Science)","","","","10.1007/s12204-021-2285-5","Qunsheng Ma 马群圣Xingxing Cen 岑星星Junyi Yuan 袁骏毅Xumin Hou 侯旭敏","2021","http://link.springer.com/article/10.1007/s12204-021-2285-5","Article"
"Proceedings of the International Scientific Conference AIFI 2017. Therapeutic Exercise: Foundations, Evidences and Clinical Reasoning in Physiotherapy Practice","Archives of Physiotherapy","","9","1","10.1186/s40945-019-0069-0","","2019","http://link.springer.com/article/10.1186/s40945-019-0069-0","Article"
"Trends in Glycolipid Biomarker Discovery in Neurodegenerative Disorders by Mass Spectrometry","Advancements of Mass Spectrometry in Biomedical Research","","","","10.1007/978-3-030-15950-4_42","Liana DeheleanMirela SarbuAlina PetrutAlina D. Zamfir","2019","http://link.springer.com/chapter/10.1007/978-3-030-15950-4_42","Chapter"
"Identification of Parkinson’s Disease Using Machine Learning and Neural Networks","Intelligent Manufacturing and Energy Sustainability","","","","10.1007/978-981-33-4443-3_29","Ved AbhyankarRushikesh Tapdiya","2021","http://link.springer.com/chapter/10.1007/978-981-33-4443-3_29","Chapter"
"10th Congress of International Society of Systemic Auto-Inflammatory Diseases (ISSAID)","Pediatric Rheumatology","","17","1","10.1186/s12969-019-0313-x","","2019","http://link.springer.com/article/10.1186/s12969-019-0313-x","Article"
"25th Annual Conference of the International Society for Quality of Life Research","Quality of Life Research","","27","1","10.1007/s11136-018-1946-9","","2018","http://link.springer.com/article/10.1007/s11136-018-1946-9","Article"
"8th Congress of the International Federation for the Surgery of Obesity and Metabolic Disorders","Obesity Surgery","","28","1","10.1007/s11695-018-3200-5","Harry Pappis","2018","http://link.springer.com/article/10.1007/s11695-018-3200-5","Article"
"Abstracts from the 2nd International Symposium on Phytochemicals in Medicine and Food (2-ISPMF)","Chinese Medicine","","13","1","10.1186/s13020-018-0172-2","","2018","http://link.springer.com/article/10.1186/s13020-018-0172-2","Article"
"Basics of the EEG","Dynamics of Neural Networks","","","","10.1007/978-3-662-61184-5_6","Michel J. A. M. van Putten","2020","http://link.springer.com/chapter/10.1007/978-3-662-61184-5_6","Chapter"
"Analysis of regional atrophy and prolong adaptive exclusive atlas to detect the alzheimers neuro disorder using medical images","Multimedia Tools and Applications","","79","15 - 16","10.1007/s11042-019-7213-4","R. KumarK. Sakthidasan @ SankaranR. SampathP. Mohamed Shakeel","2020","http://link.springer.com/article/10.1007/s11042-019-7213-4","Article"
"40th International Symposium on Intensive Care & Emergency Medicine","Critical Care","","24","1","10.1186/s13054-020-2772-3","","2020","http://link.springer.com/article/10.1186/s13054-020-2772-3","Article"
"Turning Point towards Blood Biomarker-Guided Targeted Therapy for Precision Medicine in Alzheimer’s Disease","The Journal of Prevention of Alzheimer's Disease","","5","3","10.14283/jpad.2018.25","Harald HampelA. VergalloU. BonuccelliS. Lista","2018","http://link.springer.com/article/10.14283/jpad.2018.25","Article"
"Medical image segmentation using fast discrete curvelet transform and classification methods for MRI brain images","Multimedia Tools and Applications","","79","15 - 16","10.1007/s11042-019-08089-9","P. Muthu KrishnammalS. Selvakumar Raja","2020","http://link.springer.com/article/10.1007/s11042-019-08089-9","Article"
"Activity Recognition for Assisting People with Dementia","Contactless Human Activity Analysis","","","","10.1007/978-3-030-68590-4_10","Muhammad FikryDefry HamdhanaPaula LagoSozo Inoue","2021","http://link.springer.com/chapter/10.1007/978-3-030-68590-4_10","Chapter"
"Analysis of Structural MRI Using Functional and Classification Approach in Multi-feature","Emerging Trends in Computing and Expert Technology","","","","10.1007/978-3-030-32150-5_103","Devi RamakrishnanV. Sathya PreiyaA. P. Vijayakumar","2020","http://link.springer.com/chapter/10.1007/978-3-030-32150-5_103","Chapter"
"Diamond: multi-dimensional indexing technique for medical images retrieval using vertical fragmentation approach","The Journal of Supercomputing","","","","10.1007/s11227-020-03522-5","AliAsghar SafaeiSaeede HabibiAsl","2021","http://link.springer.com/article/10.1007/s11227-020-03522-5","Article"
"Brain Tumor Segmentation Using Chi-Square Fuzzy C-Mean Clustering","Innovative Product Design and Intelligent Manufacturing Systems","","","","10.1007/978-981-15-2696-1_83","G. Anand KumarP. V. Sridevi","2020","http://link.springer.com/chapter/10.1007/978-981-15-2696-1_83","Chapter"
"Modelling and Analysis of Temporal Gene Expression Data Using Spiking Neural Networks","Neural Information Processing","","","","10.1007/978-3-030-04167-0_52","Durgesh NandiniElisa CapecciLucien KoefoedIbai LañaGautam Kishore ShahiNikola Kasabov","2018","http://link.springer.com/chapter/10.1007/978-3-030-04167-0_52","Chapter"
"Diagnosing malaria from some symptoms: a machine learning approach and public health implications","Health and Technology","","11","1","10.1007/s12553-020-00488-5","Hilary I. OkagbuePelumi E. OguntundeEmmanuela C. M. ObasiPatience I. AdamuAbiodun A. Opanuga","2021","http://link.springer.com/article/10.1007/s12553-020-00488-5","Article"
"Machine learning approaches for boredom classification using EEG","Journal of Ambient Intelligence and Humanized Computing","","10","10","10.1007/s12652-019-01196-3","Jungryul SeoTeemu H. LaineKyung-Ah Sohn","2019","http://link.springer.com/article/10.1007/s12652-019-01196-3","Article"
"Exploring the Performance of EEG Signal Classifiers for Alcoholism","Advances in Artificial Intelligence and Data Engineering","","","","10.1007/978-981-15-3514-7_12","Nishitha LakshmiRani AdhadukNidarsh NithyanandaS. Rashwin NondaK. Pushpalatha","2021","http://link.springer.com/chapter/10.1007/978-981-15-3514-7_12","Chapter"
"Wavelet Based Feature Extraction and T-Set Evaluation for Automatic Brain Tumor Detection and Classification","ICCCE 2020","","","","10.1007/978-981-15-7961-5_27","S. RaviV. SathiyaSuntharamRavikumar Chandu","2021","http://link.springer.com/chapter/10.1007/978-981-15-7961-5_27","Chapter"
"Meta-heuristic approach in neural network for stress detection in Marathi speech","International Journal of Speech Technology","","22","4","10.1007/s10772-019-09631-8","Vaijanath V. YerigeriL. K. Ragha","2019","http://link.springer.com/article/10.1007/s10772-019-09631-8","Article"
"Dual-modal Physiological Feature Fusion-based Sleep Recognition Using CFS and RF Algorithm","International Journal of Automation and Computing","","16","3","10.1007/s11633-019-1171-1","Bing-Tao ZhangXiao-Peng WangYu ShenTao Lei","2019","http://link.springer.com/article/10.1007/s11633-019-1171-1","Article"
"Diagnostic Uses of Radiopharmaceuticals in Nuclear Medicine","Fundamentals of Nuclear Pharmacy","","","","10.1007/978-3-319-57580-3_13","Gopal B. Saha PhD","2018","http://link.springer.com/chapter/10.1007/978-3-319-57580-3_13","Chapter"
"Inherent Brain Segmentation Quality Control from Fully ConvNet Monte Carlo Sampling","Medical Image Computing and Computer Assisted Intervention – MICCAI 2018","","","","10.1007/978-3-030-00928-1_75","Abhijit Guha RoySailesh ConjetiNassir NavabChristian Wachinger","2018","http://link.springer.com/chapter/10.1007/978-3-030-00928-1_75","Chapter"
"A novel Parkinson’s Disease Diagnosis Index using higher-order spectra features in EEG signals","Neural Computing and Applications","","30","4","10.1007/s00521-016-2756-z","Rajamanickam YuvarajU. Rajendra AcharyaYuki Hagiwara","2018","http://link.springer.com/article/10.1007/s00521-016-2756-z","Article"
"Smart pathological brain detection by synthetic minority oversampling technique, extreme learning machine, and Jaya algorithm","Multimedia Tools and Applications","","77","17","10.1007/s11042-017-5023-0","Yu-Dong ZhangGuihu ZhaoJunding SunXiaosheng WuZhi-Heng WangHong-Min LiuVishnu Varthanan GovindarajTianmin ZhanJianwu Li","2018","http://link.springer.com/article/10.1007/s11042-017-5023-0","Article"
"PET imaging of P2X7R in the experimental autoimmune encephalomyelitis model of multiple sclerosis using [11C]SMW139","Journal of Neuroinflammation","","17","1","10.1186/s12974-020-01962-7","Wissam BeainoBieneke JanssenEsther KooijmanRicardo VosRobert C. SchuitJames O’Brien-BrownMichael KassiouBert van het HofDanielle J. VugtsHelga E. de VriesAlbert D. Windhorst","2020","http://link.springer.com/article/10.1186/s12974-020-01962-7","Article"
"Abstracts","Neurotoxicity Research","","34","4","10.1007/s12640-018-9947-6","","2018","http://link.springer.com/article/10.1007/s12640-018-9947-6","Article"
"Diagnosis support systems for rare diseases: a scoping review","Orphanet Journal of Rare Diseases","","15","1","10.1186/s13023-020-01374-z","Carole FaviezXiaoyi ChenNicolas GarcelonAntoine NeurazBertrand KnebelmannRémi SalomonStanislas LyonnetSophie SaunierAnita Burgun","2020","http://link.springer.com/article/10.1186/s13023-020-01374-z","Article"
"Analysis of electromyograms recorded using invasive and noninvasive electrodes: a study based on entropy and Lyapunov exponents estimated using artificial neural networks","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-018-0811-6","Bakiya AmbikapathyKamalanand Krishnamurthy","2018","http://link.springer.com/article/10.1007/s12652-018-0811-6","Article"
"Tackling ordinal regression problem for heterogeneous data: sparse and deep multi-task learning approaches","Data Mining and Knowledge Discovery","","","","10.1007/s10618-021-00746-8","Lu WangDongxiao Zhu","2021","http://link.springer.com/article/10.1007/s10618-021-00746-8","Article"
"27th Annual Conference of the International Society for Quality of Life Research","Quality of Life Research","","29","1","10.1007/s11136-020-02626-y","","2020","http://link.springer.com/article/10.1007/s11136-020-02626-y","Article"
"Prognostic Modeling with the Internet of Healthcare Things Applications","Advanced Prognostic Predictive Modelling in Healthcare Data Analytics","","","","10.1007/978-981-16-0538-3_7","Simran KaurYasha Hasija","2021","http://link.springer.com/chapter/10.1007/978-981-16-0538-3_7","Chapter"
"Meeting abstracts from the 5th International Clinical Trials Methodology Conference (ICTMC 2019)","Trials","","20","1","10.1186/s13063-019-3688-6","","2019","http://link.springer.com/article/10.1186/s13063-019-3688-6","Article"
"LesionBrain: An Online Tool for White Matter Lesion Segmentation","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-030-00500-9_11","Pierrick CoupéThomas TourdiasPierre LinckJosé E. RomeroJosé V. Manjón","2018","http://link.springer.com/chapter/10.1007/978-3-030-00500-9_11","Chapter"
"Telemammography: A Novel Approach for Early Detection of Breast Cancer Through Wavelets Based Image Processing and Machine Learning Techniques","Advances in Soft Computing and Machine Learning in Image Processing","","","","10.1007/978-3-319-63754-9_8","Liyakathunisa SyedSaima JabeenS. Manimala","2018","http://link.springer.com/chapter/10.1007/978-3-319-63754-9_8","Chapter"
"Multivalent interacting glycodendrimer to prevent amyloid-peptide fibril formation induced by Cu(II): A multidisciplinary approach","Nano Research","","11","3","10.1007/s12274-017-1734-9","Anna JanaszewskaBarbara Klajnert-MaculewiczMonika MarcinkowskaPiotr DuchnowiczDietmar AppelhansGianvito GrassoMarco A. DeriuAndrea DananiMichela CangiottiMaria Francesca Ottaviani","2018","http://link.springer.com/article/10.1007/s12274-017-1734-9","Article"
"Power Spectral Study of EEG Signal from the Frontal Brain Area of Autistic Children","Proceedings of the International Conference on Computing and Communication Systems","","","","10.1007/978-981-10-6890-4_51","Bablu Lal RajakMeena GuptaDinesh BhatiaArun MukherjeeSudip PaulTapas Kumar Sinha","2018","http://link.springer.com/chapter/10.1007/978-981-10-6890-4_51","Chapter"
"A Customisable Pipeline for Continuously Harvesting Socially-Minded Twitter Users","Web Engineering","","","","10.1007/978-3-030-19274-7_8","Flavio PrimoPaolo MissierAlexander RomanovskyMickael FigueredoNelio Cacho","2019","http://link.springer.com/chapter/10.1007/978-3-030-19274-7_8","Chapter"
"Large Deformation Diffeomorphic Image Registration with Laplacian Pyramid Networks","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_21","Tony C. W. MokAlbert C. S. Chung","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_21","Chapter"
"Three-Phase Automatic Brain Tumor Diagnosis System Using Patches Based Updated Run Length Region Growing Technique","Journal of Digital Imaging","","33","2","10.1007/s10278-019-00276-2","T. KalaiselviP. KumarashankarP. Sriramakrishnan","2020","http://link.springer.com/article/10.1007/s10278-019-00276-2","Article"
"Nonlinear Analysis of Quantitative EEGs in Patients with Syndromes of Post-Coma Disorders of Consciousness after Severe Traumatic Brain Injury","Neurophysiology","","50","6","10.1007/s11062-019-09778-9","O. V. Kulyk","2018","http://link.springer.com/article/10.1007/s11062-019-09778-9","Article"
"Bi-objective approach for computer-aided diagnosis of schizophrenia patients using fMRI data","Multimedia Tools and Applications","","77","20","10.1007/s11042-018-5901-0","Indranath ChatterjeeManoj AgarwalBharti RanaNavin LakhyaniNaveen Kumar","2018","http://link.springer.com/article/10.1007/s11042-018-5901-0","Article"
"Diffusible, highly bioactive oligomers represent a critical minority of soluble Aβ in Alzheimer’s disease brain","Acta Neuropathologica","","136","1","10.1007/s00401-018-1846-7","Wei HongZemin WangWen LiuTiernan T. O’MalleyMing JinMichael WillemChristian HaassMatthew P. FroschDominic M. Walsh","2018","http://link.springer.com/article/10.1007/s00401-018-1846-7","Article"
"Proceedings of the 4th IPLeiria’s International Health Congress","BMC Health Services Research","","18","2","10.1186/s12913-018-3444-8","","2018","http://link.springer.com/article/10.1186/s12913-018-3444-8","Article"
"Pupillometry","Eye Movement Research","","","","10.1007/978-3-030-20085-5_11","Bruno LaengDag Alnaes","2019","http://link.springer.com/chapter/10.1007/978-3-030-20085-5_11","Chapter"
"Cultural Neuroscience and the Military: Applications, Perspectives, Controversies","Advances in Culturally-Aware Intelligent Systems and in Cross-Cultural Psychological Studies","","","","10.1007/978-3-319-67024-9_13","Kamila Trochowska","2018","http://link.springer.com/chapter/10.1007/978-3-319-67024-9_13","Chapter"
"Between Psyche and Mind","Critical Neuroscience and Philosophy","","","","10.1007/978-3-030-35354-4_3","David Låg Tomasi","2020","http://link.springer.com/chapter/10.1007/978-3-030-35354-4_3","Chapter"
"A comprehensive systematic review of CSF proteins and peptides that define Alzheimer’s disease","Clinical Proteomics","","17","1","10.1186/s12014-020-09276-9","Cristina M. Pedrero-PrietoSonia García-CarpinteroJavier Frontiñán-RubioEmilio Llanos-GonzálezCristina Aguilera GarcíaFrancisco J. AlcaínIris LindbergMario Durán-PradoJuan R. PeinadoYoana Rabanal-Ruiz","2020","http://link.springer.com/article/10.1186/s12014-020-09276-9","Article"
"Optic nerve thinning and neurosensory retinal degeneration in the rTg4510 mouse model of frontotemporal dementia","Acta Neuropathologica Communications","","7","1","10.1186/s40478-018-0654-6","Ian F. HarrisonRozalind WhitakerPietro Maria BertelliJames M. O’CallaghanLajos CsincsikMartina BocchettaDa MaAlice FisherZeshan AhmedTracey K. MurrayMichael J. O’NeillJonathan D. RohrerMark F. LythgoeImre Lengyel","2019","http://link.springer.com/article/10.1186/s40478-018-0654-6","Article"
"Seaweeds: Valuable Ingredients for the Pharmaceutical Industries","Grand Challenges in Marine Biotechnology","","","","10.1007/978-3-319-69075-9_2","Evi Amelia SiahaanRatih PangestutiSe-Kwon Kim","2018","http://link.springer.com/chapter/10.1007/978-3-319-69075-9_2","Chapter"
"Codon Usage Pattern of Genes Involved in Central Nervous System","Molecular Neurobiology","","56","3","10.1007/s12035-018-1173-y","Arif UddinSupriyo Chakraborty","2019","http://link.springer.com/article/10.1007/s12035-018-1173-y","Article"
"Teaching Psychopharmacology for Undergraduates","International Handbook of Psychology Learning and Teaching","","","","10.1007/978-3-030-26248-8_35-1","Jennifer Juergensen McGee","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-030-26248-8_35-1","ReferenceWorkEntry"
"9th International Conference on Frailty & Sarcopenia Research (ICFSR) February 20–22, 2019, Miami — USA","The Journal of Frailty & Aging","","8","1","10.14283/jfa.2019.1","","2019","http://link.springer.com/article/10.14283/jfa.2019.1","Article"
"Introduction","Fulfilling Ageing","","","","10.1007/978-3-030-60071-6_1","Marisa CordellaAldo Poiani","2021","http://link.springer.com/chapter/10.1007/978-3-030-60071-6_1","Chapter"
"A data science approach for reliable classification of neuro-degenerative diseases using gait patterns","Journal of Reliable Intelligent Environments","","6","4","10.1007/s40860-020-00114-1","Haya AlaskarAbir Jaafar HussainWasiq KhanHissam TawfikPip TrevorrowPanos LiatsisZohra Sbaï","2020","http://link.springer.com/article/10.1007/s40860-020-00114-1","Article"
"Inferential and Referential Lexical Competence","Brain and the Lexicon","","","","10.1007/978-3-030-27588-4_4","Fabrizio Calzavarini","2019","http://link.springer.com/chapter/10.1007/978-3-030-27588-4_4","Chapter"
"Cognitive Deficits in Multiple Sclerosis: Recent Advances in Treatment and Neurorehabilitation","Current Treatment Options in Neurology","","20","12","10.1007/s11940-018-0538-x","Arseny A. Sokolov MDPetr Grivaz PhDRiley Bove MD","2018","http://link.springer.com/article/10.1007/s11940-018-0538-x","Article"
"Ontology-Based Bibliometric Analysis of PubMed Publications Related to Cognitive Reserves","Digital Transformation and Global Society","","","","10.1007/978-3-030-65218-0_36","Maxim BakaevOlga Razumnikova","2020","http://link.springer.com/chapter/10.1007/978-3-030-65218-0_36","Chapter"
"Using Animal Models to Improve the Design and Application of Transcranial Electrical Stimulation in Humans","Current Behavioral Neuroscience Reports","","5","2","10.1007/s40473-018-0149-6","Carlos A. Sánchez-LeónClaudia AmmannJavier F. MedinaJavier Márquez-Ruiz","2018","http://link.springer.com/article/10.1007/s40473-018-0149-6","Article"
"An Alternative Potential Natural Genetic Resource: Sea Buckthorn [Elaeagnus rhamnoides (syn.: Hippophae rhamnoides)]","Global Perspectives on Underutilized Crops","","","","10.1007/978-3-319-77776-4_2","Wudeneh LetchamoMunir OzturkVolkan AltayMirza MusayevNazim A. MamedovKhalid Rehman Hakeem","2018","http://link.springer.com/chapter/10.1007/978-3-319-77776-4_2","Chapter"
"A Knowledge Representation Model for Studying Knowledge Creation, Usage, and Evolution","Diversity, Divergence, Dialogue","","","","10.1007/978-3-030-71292-1_9","Zhentao LiangFei LiuJin MaoKun Lu","2021","http://link.springer.com/chapter/10.1007/978-3-030-71292-1_9","Chapter"
"Spices: Secondary Metabolites and Medicinal Properties","Indian Spices","","","","10.1007/978-3-319-75016-3_10","T. John ZachariahN. K. Leela","2018","http://link.springer.com/chapter/10.1007/978-3-319-75016-3_10","Chapter"
"United States of America","The Statesman’s Yearbook 2018","","","","10.1007/978-1-349-70154-4_353","","2018","http://link.springer.com/referenceworkentry/10.1007/978-1-349-70154-4_353","ReferenceWorkEntry"
"United States of America","The Statesman’s Yearbook 2021","","","","10.1057/978-1-349-95972-3_195","","2021","http://link.springer.com/referenceworkentry/10.1057/978-1-349-95972-3_195","ReferenceWorkEntry"
"United States of America","The Statesman’s Yearbook 2019","","","","10.1007/978-1-349-95321-9_353","","2019","http://link.springer.com/referenceworkentry/10.1007/978-1-349-95321-9_353","ReferenceWorkEntry"
"United States of America","The Statesman’s Yearbook 2020","","","","10.1057/978-1-349-95940-2_200","","2020","http://link.springer.com/referenceworkentry/10.1057/978-1-349-95940-2_200","ReferenceWorkEntry"
"TEL Methods Used for the Learning of Clinical Neuroanatomy","Biomedical Visualisation","","","","10.1007/978-3-030-47483-6_4","Ahmad ElmansouriOlivia MurraySamuel HallScott Border","2020","http://link.springer.com/chapter/10.1007/978-3-030-47483-6_4","Chapter"
"Interactions between Medicine and the Arts","Wiener klinische Wochenschrift","","132","1","10.1007/s00508-020-01706-w","Wolfgang Schütz","2020","http://link.springer.com/article/10.1007/s00508-020-01706-w","Article"
"iPS Cell Cultures from a Gerstmann-Sträussler-Scheinker Patient with the Y218N PRNP Mutation Recapitulate tau Pathology","Molecular Neurobiology","","55","4","10.1007/s12035-017-0506-6","Andreu Matamoros-AnglesLucía Mayela GayossoYvonne Richaud-PatinAngelique di DomenicoCristina VergaraArnau HerveraAmaya SousaNatalia Fernández-BorgesAntonella ConsiglioRosalina GavínRakel López de MaturanaIsidro FerrerAdolfo López de MunainÁngel RayaJoaquín CastillaRosario Sánchez-Pernaute","2018","http://link.springer.com/article/10.1007/s12035-017-0506-6","Article"
"Heterotrophic Microalgal Cultivation","Bioreactors for Microbial Biomass and Energy Conversion","","","","10.1007/978-981-10-7677-0_4","Dillirani NagarajanDuu-Jong LeeJo-shu Chang","2018","http://link.springer.com/chapter/10.1007/978-981-10-7677-0_4","Chapter"
"Low-Rank Representation for Multi-center Autism Spectrum Disorder Identification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2018","","","","10.1007/978-3-030-00928-1_73","Mingliang WangDaoqiang ZhangJiashuang HuangDinggang ShenMingxia Liu","2018","http://link.springer.com/chapter/10.1007/978-3-030-00928-1_73","Chapter"
"A “Brief” History of the Psychology of Autobiographical Memory","The Psychology of Autobiographical Memory","","","","10.1007/978-3-030-69571-2_2","Igor Sotgiu","2021","http://link.springer.com/chapter/10.1007/978-3-030-69571-2_2","Chapter"
"Biomarkers of Disease Progression","Progressive Multiple Sclerosis","","","","10.1007/978-3-319-65921-3_6","Axel Petzold","2018","http://link.springer.com/chapter/10.1007/978-3-319-65921-3_6","Chapter"
"Shati/Nat8l and N-acetylaspartate (NAA) Have Important Roles in Regulating Nicotinic Acetylcholine Receptors in Neuronal and Psychiatric Diseases in Animal Models and Humans","Nicotinic Acetylcholine Receptor Signaling in Neuroprotection","","","","10.1007/978-981-10-8488-1_6","Atsumi NittaHiroshi NoikeKazuyuki SumiHajime MiyanishiTakuya TanakaKazuya TakaokaMiyuki NagakuraNoriyuki IegakiJin-ichiro KajiYoshiaki MiyamotoShin-Ichi MuramatsuKyosuke Uno","2018","http://link.springer.com/chapter/10.1007/978-981-10-8488-1_6","Chapter"
"Refined composite multiscale fuzzy entropy: Localized defect detection of rolling element bearing","Journal of Mechanical Science and Technology","","33","1","10.1007/s12206-018-1211-8","Yongjian LiBingrong MiaoWeihua ZhangPeng ChenJihua LiuXiaoliang Jiang","2019","http://link.springer.com/article/10.1007/s12206-018-1211-8","Article"
"Magnetic Fluids and Their Complex Systems","Modern Problems of Molecular Physics","","","","10.1007/978-3-319-61109-9_8","Peter KopcanskyMilan TimkoMartina KonerackaVlasta ZavisovaMartina KubovcikovaMatus MolcanLucia BalejcikovaNatalia TomasovicovaMichal RajnakVeronika Gdovinova","2018","http://link.springer.com/chapter/10.1007/978-3-319-61109-9_8","Chapter"
"Azelnidipine Ameliorates Dementia in Streptozotocin Treated Rats: Interplay between Oxidative Stress and Calcium","Neurochemical Journal","","13","3","10.1134/S1819712419030139","Pardeep SinghManish KumarNitin Bansal","2019","http://link.springer.com/article/10.1134/S1819712419030139","Article"
"Adaptive Neuro-Fuzzy Inference System-Based Chaotic Swarm Intelligence Hybrid Model for Recognition of Mild Cognitive Impairment from Resting-State fMRI","Predictive Intelligence in Medicine","","","","10.1007/978-3-030-32281-6_3","Ahmed M. AnterZhiguo Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-32281-6_3","Chapter"
"Meeting abstracts from the 9th International Conference on cGMP: Generators, Effectors and Therapeutic Implications","Journal of Translational Medicine","","17","2","10.1186/s12967-019-1994-0","","2019","http://link.springer.com/article/10.1186/s12967-019-1994-0","Article"
"Therapeutic antibody targeting microtubule-binding domain prevents neuronal internalization of extracellular tau via masking neuron surface proteoglycans","Acta Neuropathologica Communications","","7","1","10.1186/s40478-019-0770-y","Petronela WeisováOndrej CehlárRostislav ŠkrabanaMonika ŽilkováPeter FilipčíkBranislav KováčechMichal PrčinaĽubica WojčiakováĽubica FialováTomáš SmolekEva KontsekováNorbert ŽilkaMichal Novák","2019","http://link.springer.com/article/10.1186/s40478-019-0770-y","Article"
