Authors;Author Full Names;Article Title;Source Title;Abstract;ISSN;eISSN;ISBN;Publication Date;Publication Year;Volume;DOI;Publication Type
"Shi, J; Zheng, X; Li, Y; Zhang, Q; Ying, SH";"Shi, Jun; Zheng, Xiao; Li, Yan; Zhang, Qi; Ying, Shihui";Multimodal Neuroimaging Feature Learning With Multimodal Stacked Deep Polynomial Networks for Diagnosis of Alzheimer's Disease;IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS;The accurate diagnosis of Alzheimer's disease (AD) and its early stage, i.e., mild cognitive impairment, is essential for timely treatment and possible delay of AD. Fusion of multimodal neuroimaging data, such as magnetic resonance imaging (MRI) and positron emission tomography (PET), has shown its effectiveness for AD diagnosis. The deep polynomial networks (DPN) is a recently proposed deep learning algorithm, which performs well on both largescale and small-size datasets. In this study, a multimodal stacked DPN (MM-SDPN) algorithm, which MM- SDPN consists of two-stage SDPNs, is proposed to fuse and learn feature representation from multimodal neuroimaging data for AD diagnosis. Specifically speaking, two SDPNs are first used to learn high-level features of MRI and PET, respectively, which are then fed to another SDPN to fuse multimodal neuroimaging information. The proposed MM-SDPN algorithm is applied to the ADNI dataset to conduct both binary classification andmulticlass classification tasks. Experimental results indicate that MM-SDPN is superior over the state-of-the-art multimodal feature-learning-based algorithms for AD diagnosis.;2168-2194;;;JAN;2018;22;10.1109/JBHI.2017.2655720;J
"Karasawa, H; Liu, CL; Ohwada, H";"Karasawa, Hiroki; Liu, Chien-Liang; Ohwada, Hayato";Deep 3D Convolutional Neural Network Architectures for Alzheimer's Disease Diagnosis;INTELLIGENT INFORMATION AND DATABASE SYSTEMS, ACIIDS 2018, PT I;"Dementia has become a social problem in the aging society of advanced countries. Currently, 46.8 million people have dementia worldwide, and that figure is predicted to increase threefold to 130 million people by 2050. Alzheimer's disease (AD) is the most common form of dementia. The cost of care for AD patients in 2015 was 818 billion US dollars and is expected to increase dramatically in the future, due to the increasing number of patients as a result of the aging society. However, it is still very difficult to cure AD; thus, the detection of AD is crucial. This study proposes the use of machine learning to detect AD using brain image data, with the goal of reducing the cost of diagnosing and caring for AD patients. Most machine learning algorithms rely on good feature representations, which are commonly obtained manually and require domain experts to provide guidance. Feature extraction is a time-consuming and labor-intensive task. In contrast, the 3D Convolutional Neural Network (3DCNN) automatically learns feature representation from images and is not greatly affected by image processing. However, the performance of CNN depends on its layer architecture. This study proposes a novel 3DCNN architecture for MRI image diagnosis of AD.";0302-9743;1611-3349;"978-3-319-75417-8; 978-3-319-75416-1";;2018;10751;10.1007/978-3-319-75417-8_27;S
"Zhang, YD; Wang, SH; Sui, YX; Yang, M; Liu, B; Cheng, H; Sun, JD; Jia, WJ; Phillips, P; Gorriz, JM";"Zhang, Yudong; Wang, Shuihua; Sui, Yuxiu; Yang, Ming; Liu, Bin; Cheng, Hong; Sun, Junding; Jia, Wenjuan; Phillips, Preetha; Manuel Gorriz, Juan";Multivariate Approach for Alzheimer's Disease Detection Using Stationary Wavelet Entropy and Predator-Prey Particle Swarm Optimization;JOURNAL OF ALZHEIMERS DISEASE;Background: The number of patients with Alzheimer's disease is increasing rapidly every year. Scholars often use computer vision and machine learning methods to develop an automatic diagnosis system. Objective: In this study, we developed a novel machine learning system that can make diagnoses automatically from brain magnetic resonance images. Methods: First, the brain imaging was processed, including skull stripping and spatial normalization. Second, one axial slice was selected from the volumetric image, and stationary wavelet entropy (SWE) was done to extract the texture features. Third, a single-hidden-layer neural network was used as the classifier. Finally, a predator-prey particle swarm optimization was proposed to train the weights and biases of the classifier. Results: Our method used 4-level decomposition and yielded 13 SWE features. The classification yielded an overall accuracy of 92.73 +/- 1.03%, a sensitivity of 92.69 +/- 1.29%, and a specificity of 92.78 +/- 1.51%. The area under the curve is 0.95 +/- 0.02. Additionally, this method only cost 0.88 s to identify a subject in online stage, after its volumetric image is preprocessed. Conclusion: In terms of classification performance, our method performs better than 10 state-of-the-art approaches and the performance of human observers. Therefore, this proposed method is effective in the detection of Alzheimer's disease.;1387-2877;1875-8908;;;2018;65;10.3233/JAD-170069;J
"Wegmayr, V; Aitharaju, S; Buhmann, J";"Wegmayr, Viktor; Aitharaju, Sai; Buhmann, Joachim";Classification of Brain MRI with Big Data and deep 3D Convolutional Neural Networks;MEDICAL IMAGING 2018: COMPUTER-AIDED DIAGNOSIS;Our ever-aging society faces the growing problem of neurodegenerative diseases, in particular dementia. Magnetic Resonance Imaging provides a unique tool for non-invasive investigation of these brain diseases. However, it is extremely difficult for neurologists to identify complex disease patterns from large amounts of three-dimensional images. In contrast, machine learning excels at automatic pattern recognition from large amounts of data. In particular, deep learning has achieved impressive results in image classification. Unfortunately, its application to medical image classification remains difficult. We consider two reasons for this difficulty: First, volumetric medical image data is considerably scarcer than natural images. Second, the complexity of 3D medical images is much higher compared to common 2D images. To address the problem of small data set size, we assemble the largest dataset ever used for training a deep 3D convolutional neural network to classify brain images as healthy (HC), mild cognitive impairment (MCI) or Alzheimers disease (AD). We use more than 20.000 images from subjects of these three classes, which is almost 9x the size of the previously largest data set. The problem of high dimensionality is addressed by using a deep 3D convolutional neural network, which is state-of-the-art in large-scale image classification. We exploit its ability to process the images directly, only with standard preprocessing, but without the need for elaborate feature engineering. Compared to other work, our workflow is considerably simpler, which increases clinical applicability. Accuracy is measured on the ADNI+AIBL data sets, and the independent CADDementia benchmark.;0277-786X;1996-756X;978-1-5106-1640-0;;2018;10575;10.1117/12.2293719;S
"Cui, RX; Liu, MH";"Cui, Ruoxuan; Liu, Manhua";Hippocampus Analysis Based on 3D CNN for Alzheimer's Disease Diagnosis;TENTH INTERNATIONAL CONFERENCE ON DIGITAL IMAGE PROCESSING (ICDIP 2018);Alzheimer's disease (AD) is one of the most common brain dementia, which effects human memory, thinking and behavior. It has been proven that hippocampus is an important region related to AD diagnosis. Most of the existing methods on hippocampus analysis are based on the shape and volume analysis of the bilateral hippocampi. However, the 3D structural magnetic resonance images (MRI) can capture more useful information of hippocampus and its adjacent regions. In this paper, we propose a new method based on deep 3D convolutional neural network (3D CNN) for hippocampus analysis using 3D MR images for AD diagnosis. First, two hippocampi are segmented from other regions and the centers of hippocampus regions are calculated. Then, based on each hippocampus center, a local 3D image patch is extracted from the 3D MR image to cover each hippocampus region. Next, a deep 3D CNN model is constructed to extract the hierarchical imaging features for each hippocampus, followed by a softmax layer to generate a class prediction score for AD diagnosis. Finally, the classification is made by combination of the prediction scores from two hippocampi. Our method is evaluated using T1-weighted structural MR images on 231 subjects including 101 AD patients and 130 normal controls (NC) from Alzheimer's Disease Neuroimaging Initiative (ADNI) database. Experimental results show the proposed method achieves an accuracy of 86.98% for classification of AD vs. NC, demonstrating the promising classification performance.;0277-786X;1996-756X;978-1-5106-2200-5;;2018;10806;10.1117/12.2503194;S
"Tahmassebi, A; Amani, AM; Pinker-Domenig, K; Meyer-Baese, A";"Tahmassebi, Amirhessam; Amani, Ali Moradi; Pinker-Domenig, Katja; Meyer-Baese, Anke";Determining Disease Evolution Driver Nodes in Dementia Networks;MEDICAL IMAGING 2018: BIOMEDICAL APPLICATIONS IN MOLECULAR, STRUCTURAL, AND FUNCTIONAL IMAGING;Imaging connectomics emerged as an important field in modern neuroimaging to represent the interaction of structural and functional brain areas. Static graph networks are the mathematical structure to capture these interactions modeled by Pearson correlations between the representative area signals. Dynamical functional resting state networks seen in most fMRI experiments can not be represented by the classic correlation graph network. The changes in brain connectivity observed in many neuro-degenerative diseases in longitudinal data series suggest that more sophisticated graph networks to capture the dynamical properties of the brain networks are required. Furthermore, certain brain areas seem to act as disease epicenters being responsible for the spread of neuro-degenerative diseases. To mathematically describe these aspects, we propose a novel framework based on pinning controllability applied to dynamic graphs and seek to determine the changes in the driver nodes during the course of the disease. In contrast to other current research in pinning controllability, we aim to identify the best driver nodes describing disease evolution with respect to connectivity changes and location of the best driver nodes in functional F-18-Fluorodeoxyglucose Positron Emission Tomography ((18)FDG-PET) and structural Magnetic Resonance Imaging (MRI) connectivity graphs in healthy controls (CN), and patients with mild cognitive impairment (MCI), and Alzheimer's disease (AD). We present the theoretical framework for determining the best driver nodes in connectivity graphs and their relation to disease evolution in dementia. We revolutionize the current graph analysis in brain networks and apply the concept of dynamic graph theory in connection with pinning controllability to reveal differences in the location of disease epicenters that play an important role in the temporal evolution of dementia. The described research will constitute a leap in biomedical research related to novel disease prediction trajectories and precision dementia therapies.;0277-786X;1996-756X;978-1-5106-1646-2;;2018;10578;10.1117/12.2293865;S
"Sitnikova, TA; Hughes, JW; Ahlfors, SP; Woolrich, MW; Salat, DH";"Sitnikova, Tatiana A.; Hughes, Jeremy W.; Ahlfors, Seppo P.; Woolrich, Mark W.; Salat, David H.";Short timescale abnormalities in the states of spontaneous synchrony in the functional neural networks in Alzheimer's disease;NEUROIMAGE-CLINICAL;Alzheimer's disease (AD) is a prevalent neurodegenerative condition that can lead to severe cognitive and functional deterioration. Functional magnetic resonance imaging (fMRI) revealed abnormalities in AD in intrinsic synchronization between spatially separate regions in the so-called default mode network (DMN) of the brain. To understand the relationship between this disruption in large-scale synchrony and the cognitive impairment in AD, it is critical to determine whether and how the deficit in the low frequency hemodynamic fluctuations recorded by fMRI translates to much faster timescales of memory and other cognitive processes. The present study employed magnetoencephalography (MEG) and a Hidden Markov Model (HMM) approach to estimate spontaneous synchrony variations in the functional neural networks with high temporal resolution. In a group of cognitively healthy (CH) older adults, we found transient (mean duration of 150-250 ms) network activity states, which were visited in a rapid succession, and were characterized by spatially coordinated changes in the amplitude of source-localized electrophysiological oscillations. The inferred states were similar to those previously observed in younger participants using MEG, and the estimated cortical source distributions of the state-specific activity resembled the classic functional neural networks, such as the DMN. In patients with AD, inferred network states were different from those of the CH group in short-scale timing and oscillatory features. The state of increased oscillatory amplitudes in the regions overlapping the DMN was visited less often in AD and for shorter periods of time, suggesting that spontaneous synchronization in this network was less likely and less stable in the patients. During the visits to this state, in some DMN nodes, the amplitude change in the higher-frequency (8-30 Hz) oscillations was less robust in the AD than CH group. These findings highlight relevance of studying short-scale temporal evolution of spontaneous activity in functional neural networks to understanding the AD pathophysiology. Capacity of flexible intrinsic synchronization in the DMN may be crucial for memory and other higher cognitive functions. Our analysis yielded metrics that quantify distinct features of the neural synchrony disorder in AD and may offer sensitive indicators of the neural network health for future investigations.;2213-1582;;;;2018;20;10.1016/j.nicl.2018.05.028;J
"Chaddad, A; Desrosiers, C; Niazi, T";"Chaddad, Ahmad; Desrosiers, Christian; Niazi, Tamim";Deep Radiomic Analysis of MRI Related to Alzheimer's Disease;IEEE ACCESS;"Alzheimer's disease (AD) is the most common form of dementia, causing progressive impairment of memory and cognitive functions. Radiomic features obtained from brain MRI have shown a great potential as non-invasive biomarkers for this disease; however, their usefulness has not yet been explored for individual brain regions. In this paper, we hypothesize that distinct regions are affected differently by AD and, thus, that shape or texture changes occurring in separate regions can be expressed by different radiomic features. Moreover, to improve the classification of AD and healthy control (HC) subjects, we propose novel features based on the entropy of the convolution neural network (CNN) feature maps. The proposed approach is evaluated comprehensively using the Open Access Series of Imaging Studies database. Our experiments assess the significance of 45 different radiomic features from individual subcortical regions, via the Wilcoxon test. We also use the random forest classifier to identify the subcortical regions that best differentiate AD patients from HC subjects. Our analysis identified the features derived from several subcortical regions that show significant differences between AD and HC (corrected p < 0.01). Specifically, we found correlation and volume features from the hippocampus (AUC = 81.19% - 84.09%) and amygdala (AUC = 79.70% - 80.27%) regions to have the greatest discriminative power. Furthermore, the proposed entropy features derived from CNN layers yielded the highest classification AUC of 92.58%, compared to 84.45% for the combined radiomic features of all subcortical. These results suggest that the proposed CNN entropy features could be used as an effective biomarker for AD.";2169-3536;;;;2018;6;10.1109/ACCESS.2018.2871977;J
"Kremen, V; Brinkmann, BH; Kim, I; Guragain, H; Nasseri, M; Magee, AL; Attia, TP; Nejedly, P; Sladky, V; Nelson, N; Chang, SY; Herron, JA; Adamski, T; Baldassano, S; Cimbalnik, J; Vasoli, V; Fehrmann, E; Chouinard, T; Patterson, EE; Litt, B; Stead, M; Van Gompel, J; Sturges, BK; Jo, HJ; Crowe, CM; Denison, T; Worrell, GA";"Kremen, Vaclav; Brinkmann, Benjamin H.; Kim, Inyong; Guragain, Hari; Nasseri, Mona; Magee, Abigail L.; Attia, Tal Pal; Nejedly, Petr; Sladky, Vladimir; Nelson, Nathanial; Chang, Su-Youne; Herron, Jeffrey A.; Adamski, Tom; Baldassano, Steven; Cimbalnik, Jan; Vasoli, Vince; Fehrmann, Elizabeth; Chouinard, Tom; Patterson, Edward E.; Litt, Brian; Stead, Matt; Van Gompel, Jamie; Sturges, Beverly K.; Jo, Hang Joon; Crowe, Chelsea M.; Denison, Timothy; Worrell, Gregory A.";Integrating Brain Implants With Local and Distributed Computing Devices: A Next Generation Epilepsy Management System;IEEE JOURNAL OF TRANSLATIONAL ENGINEERING IN HEALTH AND MEDICINE-JTEHM;Brain stimulation has emerged as an effective treatment for a wide range of neurological and psychiatric diseases. Parkinson's disease, epilepsy, and essential tremor have FDA indications for electrical brain stimulation using intracranially implanted electrodes. Interfacing implantable brain devices with local and cloud computing resources have the potential to improve electrical stimulation efficacy, disease tracking, and management. Epilepsy, in particular, is a neurological disease that might benefit from the integration of brain implants with off-the-body computing for tracking disease and therapy. Recent clinical trials have demonstrated seizure forecasting, seizure detection, and therapeutic electrical stimulation in patients with drug-resistant focal epilepsy. In this paper, we describe a next-generation epilepsy management system that integrates local handheld and cloud-computing resources wirelessly coupled to an implanted device with embedded payloads (sensors, intracranial EEG telemetry, electrical stimulation, classifiers, and control policy implementation). The handheld device and cloud computing resources can provide a seamless interface between patients and physicians, and realtime intracranial EEG can be used to classify brain state (wake/sleep, preseizure, and seizure), implement control policies for electrical stimulation, and track patient health. This system creates a flexible platform in which low demand analytics requiring fast response times are embedded in the implanted device and more complex algorithms are implemented in off the body local and distributed cloud computing environments. The system enables tracking and management of epileptic neural networks operating over time scales ranging from milliseconds to months.;2168-2372;;;;2018;6;10.1109/JTEHM.2018.2869398;J
"Powell, F; Tosun, D; Sadeghi, R; Weiner, M; Raj, A";"Powell, Fon; Tosun, Duygu; Sadeghi, Roksana; Weiner, Michael; Raj, Ashish";Preserved Structural Network Organization Mediates Pathology Spread in Alzheimer's Disease Spectrum Despite Loss of White Matter Tract Integrity;JOURNAL OF ALZHEIMERS DISEASE;Models of Alzheimer's disease (AD) hypothesize stereotyped progression via white matter (WM) fiber connections, most likely via trans-synaptic transmission of toxic proteins along neuronal pathways. An important question in the field is whether and how organization of fiber pathways is affected by disease. It remains unknown whether fibers act as conduits of degenerative pathologies, or if they also degenerate with the gray matter network. This work uses graph theoretic modeling in a longitudinal design to investigate the impact of WM network organization on AD pathology spread. We hypothesize if altered WM network organization mediates disease progression, then a previously published network diffusion model will yield higher prediction accuracy using subject-specific connectomes in place of a healthy template connectome. Neuroimaging data in 124 subjects from ADNI were assessed. Graph topology metrics show preserved network organization in patients compared to controls. Using a published diffusion model, we further probe the effect of network alterations on degeneration spread in AD. We show that choice of connectome does not significantly impact the model's predictive ability. These results suggest that, despite measurable changes in integrity of specific fiber tracts, WM network organization in AD is preserved. Further, there is no difference in the mediation of putative pathology spread between healthy and AD-impaired networks. This conclusion is somewhat at variance with previous results, which report global topological disturbances in AD. Our data indicates the combined effect of edge thresholding, binarization, and inclusion of subcortical regions to network graphs may be responsible for previously reported effects.;1387-2877;1875-8908;;;2018;65;10.3233/JAD-170798;J
"Park, G; Hong, J; Lee, JM";"Park, Gilsoon; Hong, Jinwoo; Lee, Jong-Min";Corpus Callosum segmentation using Deep Neural Networks with Prior information from Multi-atlas images;MEDICAL IMAGING 2018: IMAGING INFORMATICS FOR HEALTHCARE, RESEARCH, AND APPLICATIONS;In human brain, Corpus Callosum (CC) is the largest white matter structure, connecting between right and left hemispheres. Structural features such as shape and size of CC in midsagittal plane are of great significance for analyzing various neurological diseases, for example Alzheimer's disease, autism and epilepsy. For quantitative and qualitative studies of CC in brain MR images, robust segmentation of CC is important. In this paper, we present a novel method for CC segmentation. Our approach is based on deep neural networks and the prior information generated from multi-atlas images. Deep neural networks have recently shown good performance in various image processing field. Convolutional neural networks (CNN) have shown outstanding performance for classification and segmentation in medical image fields. We used convolutional neural networks for CC segmentation. Multi-atlas based segmentation model have been widely used in medical image segmentation because atlas has powerful information about the target structure we want to segment, consisting of MR images and corresponding manual segmentation of the target structure. We combined the prior information, such as location and intensity distribution of target structure (i.e. CC), made from multi-atlas images in CNN training process for more improving training. The CNN with prior information showed better segmentation performance than without.;0277-786X;1996-756X;978-1-5106-1648-6;;2018;10579;10.1117/12.2293568;S
"Wang, Q; Guo, L; Thompson, PM; Jack, CR; Dodge, H; Zhang, L; Zhou, JY";"Wang, Qi; Guo, Lei; Thompson, Paul M.; Jack, Clifford R., Jr.; Dodge, Hiroko; Zhang, Liang; Zhou, Jiayu";The Added Value of Diffusion-Weighted MRI-Derived Structural Connectome in Evaluating Mild Cognitive Impairment: A Multi-Cohort Validation;JOURNAL OF ALZHEIMERS DISEASE;"T1-weighted MRI has been extensively used to extract imaging biomarkers and build classification models for differentiating Alzheimer's disease (AD) patients from healthy controls, but only recently have brain connectome networks derived from diffusion-weighted MRI been used to model AD progression and various stages of disease such as mild cognitive impairment (MCI). MCI, as a possible prodromal stage of AD, has gained intense interest recently, since it may be used to assess risk factors for AD. Little work has been done to combine information from both white matter and gray matter, and it is unknown how much classification power the diffusion-weighted MRI-derived structural connectome could provide beyond information available from T1-weighted MRI. In this paper, we focused on investigating whether diffusion-weighted MRI-derived structural connectome can improve differentiating healthy controls subjects from those with MCI. Specifically, we proposed a novel feature-ranking method to build classification models using the most highly ranked feature variables to classify MCI with healthy controls. We verified our method on two independent cohorts including the second stage of Alzheimer's Disease Neuroimaging Initiative (ADNI2) database and the National Alzheimer's Coordinating Center (NACC) database. Our results indicated that 1) diffusion-weighted MRI-derived structural connectome can complement T1-weighted MRI in the classification task; 2) the feature-rank method is effective because of the identified consistent T1-weighted MRI and network feature variables on ADNI2 and NACC. Furthermore, by comparing the top-ranked feature variables from ADNI2, NACC, and combined dataset, we concluded that cross-validation using independent cohorts is necessary and highly recommended.";1387-2877;1875-8908;;;2018;64;10.3233/JAD-171048;J
"Fodor, Z; Siralya, E; Horvath, A; Salacz, P; Hidasi, Z; Csibri, E; Szabo, A; Csukly, G";"Fodor, Zsuzsanna; Siralya, Eniko; Horvath, Andras; Salacz, Pal; Hidasi, Zoltan; Csibri, Eva; Szabo, Adam; Csukly, Gabor";Decreased Event-Related Beta Synchronization During Memory Maintenance Marks Early Cognitive Decline in Mild Cognitive Impairment;JOURNAL OF ALZHEIMERS DISEASE;Mild cognitive impairment (MCI) refers to a measurable deficit in cognition in the absence of dementia or impairment in activities of daily living. Working memory impairment is among the earliest signs of MCI. Oscillatory analysis of working memory might be a potential tool for identifying patients at increased risk of developing dementia. Our study aimed to assess the temporospatial pattern of spectral differences during working memory maintenance between MCI patients and healthy controls and to compare the sources of oscillatory activity between the two groups. Event-related spectral perturbation of 17 MCI patients and 21 healthy control participants was studied with 128-channel EEG during the Sternberg working memory task. Source localization was performed by using the eLORETA software. Among the participants, 13 MCI and 15 control participants underwent a structural brain MRI examination. Event-related synchronization (ERS) in the alpha and beta frequency band was significantly lower in MCI patients compared to healthy control participants during retention. Both study groups showed significant memory load-related enhancement in both frequency band. In the MCI group, source localization revealed significantly attenuated beta oscillatory activity in the inferior and middle temporal gyrus, in the fusiform gyrus, and in the cuneus. Beta ERS correlated significantly with the size of the hippocampus, entorhinal cortex, and parahippocampal gyrus. During the retention period, MCI is characterized by decreased alpha and beta ERS compared to controls indicating early impairment in neural networks serving working memory maintenance. The assessment of electrophysiological changes in the beta frequency range may provide a useful diagnostic tool for the early detection of cognitive impairment.;1387-2877;1875-8908;;;2018;63;10.3233/JAD-171079;J
"Garali, I; Adel, M; Bourennane, S; Guedj, E";"Garali, Imene; Adel, Mouloud; Bourennane, Salah; Guedj, Eric";Histogram-Based Features Selection and Volume of Interest Ranking for Brain PET Image Classification;IEEE JOURNAL OF TRANSLATIONAL ENGINEERING IN HEALTH AND MEDICINE-JTEHM;Positron emission tomography (PET) is a molecular medical imaging modality which is commonly used for neurodegenerative diseases diagnosis. Computer-aided diagnosis, based on medical image analysis, could help quantitative evaluation of brain diseases such as Alzheimer's disease (AD). A novel method of ranking the effectiveness of brain volume of interest (VOI) to separate healthy control from AD brains PET images is presented in this paper. Brain images are first mapped into anatomical VOIs using an atlas. Histogram-based features are then extracted and used to select and rank VOIs according to the area under curve (AUC) parameter, which produces a hierarchy of the ability of VOIs to separate between groups of subjects. The top-ranked VOIs are then input into a support vector machine classifier. The developed method is evaluated on a local database image and compared to the known selection feature methods. Results show that using AUC outperforms classification results in the case of a two group separation.;2168-2372;;;;2018;6;10.1109/JTEHM.2018.2796600;J
"Mallery, RM; Poolman, P; Thurtell, MJ; Full, JM; Ledolter, J; Kimbrough, D; Frohman, EM; Frohman, TC; Kardon, RH";"Mallery, Robert M.; Poolman, Pieter; Thurtell, Matthew J.; Full, Jan M.; Ledolter, Johannes; Kimbrough, Dorlan; Frohman, Elliot M.; Frohman, Teresa C.; Kardon, Randy H.";Visual Fixation Instability in Multiple Sclerosis Measured Using SLO-OCT;INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE;PURPOSE. Precise measurements of visual fixation and its instability were recorded during optical coherence tomography (OCT) as a marker of neural network dysfunction in multiple sclerosis (MS), which could be used to monitor disease progression or response to treatment. METHODS. A total of 16 MS patients and 26 normal subjects underwent 30 seconds of scanning laser ophthalmoscope (SLO)-based eye tracking during OCT scanning of retinal layer thickness. Study groups consisted of normal eyes, MS eyes without prior optic neuritis (MS wo ON), and MS eyes with prior optic neuritis (MS + ON). Kernel density estimation quantified fixation instability from the distribution of fixation points on the retina. In MS wo ON eyes, fixation instability was compared to other measures of visual and neurologic function. RESULTS. Fixation instability was increased in MS wo ON eyes (0.062 deg(2)) compared to normal eyes (0.030 deg(2), P = 0.015). A further increase was seen for MS + ON eyes (0.11 deg(2)) compared to MS wo ON (P = 0.04) and normal (P = 0.006) eyes. Fixation instability correlated weakly with ganglion cell layer (GCL) volume and showed no correlation with low-contrast letter acuity, EDSS score, or SDMT score. CONCLUSIONS. Fixation instability reflects the integrity of a widespread neural network germane to visual processing and ocular motor control, and is disturbed in MS. Further study of visual fixation, including the contribution of microsaccades to fixation instability, may provide insight into the localization of fixation abnormalities in MS and introduce innovative and easily measured outcomes for monitoring progression and treatment response.;0146-0404;1552-5783;;JAN;2018;59;10.1167/iovs.17-22391;J
"Ruiz-Gomez, SJ; Gomez, C; Poza, J; Gutierrez-Tobal, GC; Tola-Arribas, MA; Cano, M; Hornero, R";"Ruiz-Gomez, Saul J.; Gomez, Carlos; Poza, Jesus; Gutierrez-Tobal, Gonzalo C.; Tola-Arribas, Miguel A.; Cano, Monica; Hornero, Roberto";Automated Multiclass Classification of Spontaneous EEG Activity in Alzheimer's Disease and Mild Cognitive Impairment;ENTROPY;The discrimination of early Alzheimer's disease (AD) and its prodromal form (i.e., mild cognitive impairment, MCI) from cognitively healthy control (HC) subjects is crucial since the treatment is more effective in the first stages of the dementia. The aim of our study is to evaluate the usefulness of a methodology based on electroencephalography (EEG) to detect AD and MCI. EEG rhythms were recorded from 37 AD patients, 37 MCI subjects and 37 HC subjects. Artifact-free trials were analyzed by means of several spectral and nonlinear features: relative power in the conventional frequency bands, median frequency, individual alpha frequency, spectral entropy, Lempel-Ziv complexity, central tendency measure, sample entropy, fuzzy entropy, and auto-mutual information. Relevance and redundancy analyses were also conducted through the fast correlation-based filter (FCBF) to derive an optimal set of them. The selected features were used to train three different models aimed at classifying the trials: linear discriminant analysis (LDA), quadratic discriminant analysis (QDA) and multi-layer perceptron artificial neural network (MLP). Afterwards, each subject was automatically allocated in a particular group by applying a trial-based majority vote procedure. After feature extraction, the FCBF method selected the optimal set of features: individual alpha frequency, relative power at delta frequency band, and sample entropy. Using the aforementioned set of features, MLP showed the highest diagnostic performance in determining whether a subject is not healthy (sensitivity of 82.35% and positive predictive value of 84.85% for HC vs. all classification task) and whether a subject does not suffer from AD (specificity of 79.41% and negative predictive value of 84.38% for AD vs. all comparison). Our findings suggest that our methodology can help physicians to discriminate AD, MCI and HC.;1099-4300;;;JAN;2018;20;10.3390/e20010035;J
"Thyreau, B; Sato, K; Fukuda, H; Taki, Y";"Thyreau, Benjamin; Sato, Kazunori; Fukuda, Hiroshi; Taki, Yasuyuki";Segmentation of the hippocampus by transferring algorithmic knowledge for large cohort processing;MEDICAL IMAGE ANALYSIS;The hippocampus is a particularly interesting target for neuroscience research studies due to its essential role within the human brain. In large human cohort studies, bilateral hippocampal structures are frequently identified and measured to gain insight into human behaviour or genomic variability in neuropsychiatric disorders of interest. Automatic segmentation is performed using various algorithms, with FreeSurfer being a popular option. In this manuscript, we present a method to segment the bilateral hippocampus using a deep-learned appearance model. Deep convolutional neural networks (ConvNets) have shown great success in recent years, due to their ability to learn meaningful features from a mass of training data. Our method relies on the following key novelties: (i) we use a wide and variable training set coming from multiple cohorts (ii) our training labels come in part from the output of the FreeSurfer algorithm, and (iii) we include synthetic data and use a powerful data augmentation scheme. Our method proves to be robust, and it has fast inference (<30s total per subject), with trained model available online (https://github.com/bthyreau/hippodeep). We depict illustrative results and show extensive qualitative and quantitative cohort-wide comparisons with FreeSurfer. Our work demonstrates that deep neural network methods can easily encode, and even improve, existing anatomical knowledge, even when this knowledge exists in algorithmic form. (C) 2017 Elsevier B.V. All rights reserved.;1361-8415;1361-8423;;JAN;2018;43;10.1016/j.media.2017.11.004;J
"Padole, H; Joshi, SD; Gandhi, TK";"Padole, Himanshu; Joshi, S. D.; Gandhi, Tapan K.";Early Detection of Alzheimer's Disease using Graph Signal Processing on Neuroimaging Data;2018 2ND EUROPEAN CONFERENCE ON ELECTRICAL ENGINEERING AND COMPUTER SCIENCE (EECS 2018);Brain imaging signals obtained using different imaging modalities mostly reside on irregular structures. While most of the classical signal processing methods are designed for signals having a regular structure, a new field of signal processing called Graph Signal Processing (GSP) is growing rapidly which deals with the irregularly structured data. So, GSP has become a natural choice for many brain image analysis applications. In this paper, we consider the problem of detection of Alzheimer's Disease (AD) in the early stages using fMRI data obtained from ADNI dataset. Firstly, we extract efficient discriminating features from resting state fMRI data using our novel hypothesis which is based on the outcomes of two neurological experiments carried out independently. Then we classify these graph signals by designing a classifier based on recently proposed graph convolutional neural network (GCNN). GCNN is the generalization of convolutional neural network (CNN) to the irregular domain using the concepts of GSP. We constructed brain graphs using different connectivity measures and compared the performance obtained using these graphs to find the best suitable connectivity measure for our application. Our proposed model outperforms state-of-the-art AD detection methods with a classification accuracy of 92.44%. This improvement can be associated with the fact that we first extracted highly discriminating features using graph frequency analysis performed with suitably constructed graphs and then applied properly designed GCNN classifier to classify the input graph signals.;;;978-1-7281-1929-8;;2018;;10.1109/EECS.2018.00062;B
