Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zheng, Q., Yang, M., Tian, X., Wang, X., Wang, D.","57193380395;16023262500;57206247703;57215090265;55568031800;","Rethinking the role of activation functions in deep convolutional neural networks for image classification",2020,"Engineering Letters","28","1",,"80","92",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079841030&partnerID=40&md5=ae5c8b73efba2776284e59ce34da96da",Article,"Final","",Scopus,2-s2.0-85079841030
"Bansal, D., Khanna, K., Chhikara, R., Dua, R.K., Malhotra, R.","56136953500;56545239900;56136940800;57216749367;57217504169;","Classification of Magnetic Resonance Images using Bag of Features for Detecting Dementia",2020,"Procedia Computer Science","167",,,"131","137",,1,"10.1016/j.procs.2020.03.190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084451088&doi=10.1016%2fj.procs.2020.03.190&partnerID=40&md5=3079630c6b480cca0a00508610b0f50e",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85084451088
"Malik, S., Ullah, I., Kim, D., Lee, K.","56714641000;26666362900;44361167000;56349082600;","Heuristic and Statistical Prediction Algorithms Survey for Smart Environments",2020,"Journal of Information Processing Systems","16","5",,"1196","1213",,1,"10.3745/JIPS.04.0191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099236240&doi=10.3745%2fJIPS.04.0191&partnerID=40&md5=5e1a5ca6262b6de2b2b3f1418b42c929",Article,"Final","",Scopus,2-s2.0-85099236240
"Jiang, X.","57211990320;","Isolated Chinese Sign Language Recognition Using Gray-Level Co-occurrence Matrix and Parameter-Optimized Medium Gaussian Support Vector Machine",2020,"Advances in Intelligent Systems and Computing","1014",,,"182","193",,4,"10.1007/978-981-13-9920-6_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075622482&doi=10.1007%2f978-981-13-9920-6_19&partnerID=40&md5=136c51eb971cb018f4a1973a7cf361e2",Conference Paper,"Final","",Scopus,2-s2.0-85075622482
"Skaria, S., Al-Hourani, A., Evans, R.J.","57190585835;56028740100;57190277923;","Deep-learning methods for hand-gesture recognition using ultra-wideband radar",2020,"IEEE Access","8",,,"203580","203590",,,"10.1109/ACCESS.2020.3037062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102904682&doi=10.1109%2fACCESS.2020.3037062&partnerID=40&md5=afb134bf4d6ed8b4147164361b54e6b8",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85102904682
"Rajalingam, B., Al-Turjman, F., Santhoshkumar, R., Rajesh, M.","57204054876;57216195234;57219871358;55147430100;","Intelligent multimodal medical image fusion with deep guided filtering",2020,"Multimedia Systems",,,,"","",,1,"10.1007/s00530-020-00706-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095852169&doi=10.1007%2fs00530-020-00706-0&partnerID=40&md5=7f9e7baa88090f8dfd22a2e2d1ca3176",Conference Paper,"Article in Press","",Scopus,2-s2.0-85095852169
"Meng, X., Zhang, J.","57219112647;35794279400;","Anxiety Recognition of College Students Using a Takagi-Sugeno-Kang Fuzzy System Modeling Method and Deep Features",2020,"IEEE Access","8",, 9184941,"159897","159905",,,"10.1109/ACCESS.2020.3021092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091303824&doi=10.1109%2fACCESS.2020.3021092&partnerID=40&md5=83d27d7e0431be2b929519fa2095a277",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85091303824
"Zemmari, A., Benois-Pineau, J.","6507308959;6701750610;","Deep learning in mining of visual content",2020,"SpringerBriefs in Computer Science",,,,"1","110",,,"10.1007/978-3-030-34376-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078850227&doi=10.1007%2f978-3-030-34376-7&partnerID=40&md5=cc6f8c3bad0324bb0b263e799d4fffd9",Book Chapter,"Final","",Scopus,2-s2.0-85078850227
"Naheed, N., Shaheen, M., Khan, S.A., Alawairdhi, M., Khan, M.A.","57219133479;35219147900;55002057600;25929070700;57214778689;","Importance of features selection, attributes selection, challenges and future directions for medical imaging data: A review",2020,"CMES - Computer Modeling in Engineering and Sciences","125","1",,"315","344",,3,"10.32604/cmes.2020.011380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091395588&doi=10.32604%2fcmes.2020.011380&partnerID=40&md5=b8902a88ac8349bbce7bfb25aa22b142",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85091395588
"Adeel, A., Khan, M.A., Akram, T., Sharif, A., Yasmin, M., Saba, T., Javed, K.","57211523604;57200036013;57189220213;55939244400;55243255400;36110026100;24776418700;","Entropy-controlled deep features selection framework for grape leaf diseases recognition",2020,"Expert Systems",,,,"","",,12,"10.1111/exsy.12569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084429042&doi=10.1111%2fexsy.12569&partnerID=40&md5=552f770e2b74b709a0ba43e16b8480d9",Conference Paper,"Article in Press","",Scopus,2-s2.0-85084429042
"Jiang, Z.","54938812700;","Spatial Structured Prediction Models: Applications, Challenges, and Techniques",2020,"IEEE Access","8",, 9006803,"38714","38727",,3,"10.1109/ACCESS.2020.2975584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081533465&doi=10.1109%2fACCESS.2020.2975584&partnerID=40&md5=0b211042ebbde4a1ea42d403bd63ff5d",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85081533465
"Sharif, M., Amin, J., Nisar, M.W., Anjum, M.A., Muhammad, N., Ali Shad, S.","26422599200;57192939275;14038148600;16021202900;55803518500;57206154364;","A unified patch based method for brain tumor detection using features fusion",2020,"Cognitive Systems Research","59",,,"273","286",,6,"10.1016/j.cogsys.2019.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073749736&doi=10.1016%2fj.cogsys.2019.10.001&partnerID=40&md5=4b0f89ae435bb5fe79c39e09c5afef11",Article,"Final","",Scopus,2-s2.0-85073749736
"Sun, M.-L., Liu, Y., Liu, G., Cui, D., Heidari, A.A., Jia, W.-Y., Ji, X., Chen, H., Luo, Y.","57222482423;57214948829;57222476438;57214632420;56541062900;57208688420;57222478560;36865973700;24448629200;","Application of machine learning to stomatology: A comprehensive review",2020,"IEEE Access","8",,,"184360","184374",,,"10.1109/ACCESS.2020.3028600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102845761&doi=10.1109%2fACCESS.2020.3028600&partnerID=40&md5=9306e77df001afcc9330c20cdaff0c4b",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85102845761
"Shaikh, T.A., Ali, R., Beg, M.M.S.","57193888269;55578807675;57203931932;","Transfer learning privileged information fuels CAD diagnosis of breast cancer",2020,"Machine Vision and Applications","31","1", 9,"","",,4,"10.1007/s00138-020-01058-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078941958&doi=10.1007%2fs00138-020-01058-5&partnerID=40&md5=4acaecafeb58fc9f26cb63933844a649",Conference Paper,"Final","",Scopus,2-s2.0-85078941958
"Gonzalez-Lopez, J.A., Gomez-Alanis, A., Martín Doñas, J.M., Pérez-Córdoba, J.L., Gomez, A.M.","57216159001;57204217041;57192105948;6603262399;57196096638;","Silent speech interfaces for speech restoration: A review",2020,"IEEE Access","8",,,"177995","178021",,1,"10.1109/ACCESS.2020.3026579","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101181371&doi=10.1109%2fACCESS.2020.3026579&partnerID=40&md5=7cc864b4fab51d72d7c9e0e9353fd30f",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85101181371
"Alam, A., Ullah, I., Lee, Y.-K.","57217625142;57220490774;36062414200;","Video Big Data Analytics in the Cloud: A Reference Architecture, Survey, Opportunities, and Open Research Issues",2020,"IEEE Access","8",, 9169636,"152377","152422",,2,"10.1109/ACCESS.2020.3017135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090778099&doi=10.1109%2fACCESS.2020.3017135&partnerID=40&md5=65b52f718d8dcdc4293f99cf0cad0c0d",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85090778099
"Kumari, N., Anwar, S., Bhattacharjee, V.","53063859700;24437866500;37261025400;","Correlation and Relief Attribute Rank-based Feature Selection Methods for Detection of Alcoholic Disorder Using Electroencephalogram Signals",2020,"IETE Journal of Research",,,,"","",,,"10.1080/03772063.2020.1780166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087500146&doi=10.1080%2f03772063.2020.1780166&partnerID=40&md5=4f0bda365313abf2c8dfb2325ab1fb2b",Article,"Article in Press","",Scopus,2-s2.0-85087500146
"Chahar, R., Kaur, D.","57219396463;36070538900;","A systematic review of the machine learning algorithms for the computational analysis in different domains",2020,"International Journal of Advanced Technology and Engineering Exploration","7","71",,"147","164",,3,"10.19101/IJATEE.2020.762057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097402893&doi=10.19101%2fIJATEE.2020.762057&partnerID=40&md5=ae2d4e52eab56297a9dcae883fdb7a95",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85097402893
"Simon, P., Uma, V.","7402477039;46662052000;","Analyzing the Applicability of Intelligent Data Mining Techniques for Texture Classification",2020,"Advances in Intelligent Systems and Computing","1148",,,"117","139",,,"10.1007/978-981-15-3914-5_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084704272&doi=10.1007%2f978-981-15-3914-5_10&partnerID=40&md5=1e309de0bf1f50a1ba221675858a01c6",Conference Paper,"Final","",Scopus,2-s2.0-85084704272
"Ahmed, Z., Mohamed, K., Zeeshan, S., Dong, X.","55533240000;57215843026;55533603900;13104164100;","Artificial intelligence with multi-functional machine learning platform development for better healthcare and precision medicine",2020,"Database","2020",, baaa010,"","",,12,"10.1093/database/baaa010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082042802&doi=10.1093%2fdatabase%2fbaaa010&partnerID=40&md5=d944dfd024801bdaebc242df19ff4460",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85082042802
"Kontogianni, G., Maglogiannis, I.","57221303009;6602908534;","A review on state-of-the-art computer-based approaches for the early recognition of malignant melanoma",2020,"Studies in Computational Intelligence","891",,,"81","101",,,"10.1007/978-3-662-61114-2_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083989516&doi=10.1007%2f978-3-662-61114-2_6&partnerID=40&md5=c5d8e40ccd6de00eef8c16c419486aed",Book Chapter,"Final","",Scopus,2-s2.0-85083989516
"Ung, W.C., Tang, T.B., Yap, K.H., Ebenezer, E.G.M., Chin, P.S., Nordin, N., Chan, S.C., Yip, H.L., Lu, C.-K., Kiguchi, M.","57194834324;7401988807;57195929673;6506472067;57195930570;56368346400;7404255168;57195931589;55699384800;7004306954;","Assessing Neural Compensation with Visuospatial Working Memory Load Using Near-Infrared Imaging",2020,"IEEE Transactions on Neural Systems and Rehabilitation Engineering","28","1", 8915857,"13","22",,4,"10.1109/TNSRE.2019.2956459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078354243&doi=10.1109%2fTNSRE.2019.2956459&partnerID=40&md5=64eee0a12f3f5e5633fe2ba46ed15e63",Article,"Final","",Scopus,2-s2.0-85078354243
"Suciu, M., Ionescu, C.M., Ciorita, A., Tripon, S.C., Nica, D., Al-Salami, H., Barbu-Tudoran, L.","57204142387;36763045900;57209969865;35759932100;55249550700;24330693200;25121257300;","Applications of superparamagnetic iron oxide nanoparticles in drug and therapeutic delivery, and biotechnological advancements",2020,"Beilstein Journal of Nanotechnology","11",,,"1092","1109",,3,"10.3762/BJNANO.11.94","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089487853&doi=10.3762%2fBJNANO.11.94&partnerID=40&md5=2db5efc3c8facf204abe8801e881bc7b",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85089487853
"Baker, B., Castelli, D.","57215428390;15758857000;","Physical Activity and Sedentary Behavior Influences on Executive Function in Daily Living",2020,"Cognitive Science and Technology",,,,"161","181",,,"10.1007/978-3-030-34784-0_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080951428&doi=10.1007%2f978-3-030-34784-0_9&partnerID=40&md5=27ac1957b84012912d0b00be0cd0f117",Book Chapter,"Final","",Scopus,2-s2.0-85080951428
"Nowak, A.K., Vallacher, R.R., Praszkier, R., Rychwalska, A., Zochowski, M.","55828149577;6602643709;36011281100;11939767000;6701611987;","In sync: The emergence of function in minds, groups and societies",2020,"Understanding Complex Systems",,,,"1","226",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083436882&partnerID=40&md5=37ad7d8a3547bc78b20d97a9fd9f0464",Book Chapter,"Final","",Scopus,2-s2.0-85083436882
"Almajidy, R.K., Mankodiya, K., Abtahi, M., Hofmann, U.G.","56095131500;35111270300;57188764199;56830175100;","A newcomer's guide to functional near infrared spectroscopy experiments",2020,"IEEE Reviews in Biomedical Engineering","13",, 8873645,"292","308",,5,"10.1109/RBME.2019.2944351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073743458&doi=10.1109%2fRBME.2019.2944351&partnerID=40&md5=60590ea3cfb71b739e58e0fa1974688a",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85073743458
"Li, R., Rui, G., Zhao, C., Wang, C., Fang, F., Zhang, Y.","57195528877;57214148270;57209173217;57209930580;57209173303;36452572400;","Functional Network Alterations in Patients with Amnestic Mild Cognitive Impairment Characterized Using Functional Near-Infrared Spectroscopy",2020,"IEEE Transactions on Neural Systems and Rehabilitation Engineering","28","1", 8922610,"123","132",,3,"10.1109/TNSRE.2019.2956464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078342961&doi=10.1109%2fTNSRE.2019.2956464&partnerID=40&md5=48f34c07463001bba4de8e8cb6dd120c",Article,"Final","",Scopus,2-s2.0-85078342961
"Riva, G., Mancuso, V., Cavedoni, S., Stramba-Badiale, C.","56962750600;57218327785;57193165833;57218285099;","Virtual reality in neurorehabilitation: a review of its effects on multiple cognitive domains",2020,"Expert Review of Medical Devices","17","10",,"1035","1061",,2,"10.1080/17434440.2020.1825939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092172505&doi=10.1080%2f17434440.2020.1825939&partnerID=40&md5=efb2dee7ebe035b05f010f9b7311e873",Review,"Final","",Scopus,2-s2.0-85092172505
"Yanase, J., Triantaphyllou, E.","57209235950;7004205501;","A systematic survey of computer-aided diagnosis in medicine: Past and present developments",2019,"Expert Systems with Applications","138",, 112821,"","",,25,"10.1016/j.eswa.2019.112821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071723603&doi=10.1016%2fj.eswa.2019.112821&partnerID=40&md5=127089f055320d9861c31b01265af2f0",Review,"Final","",Scopus,2-s2.0-85071723603
"Wang, Y., Cang, S., Yu, H.","57200051372;55932253400;56011470600;","A survey on wearable sensor modality centred human activity recognition in health care",2019,"Expert Systems with Applications","137",,,"167","190",,28,"10.1016/j.eswa.2019.04.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068560371&doi=10.1016%2fj.eswa.2019.04.057&partnerID=40&md5=c2f3c593c23ed24fb4b57b21cd02e908",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85068560371
"Yin, J., Cao, J., Siuly, S., Wang, H.","54884588500;7403353999;54382473200;7501735520;","An Integrated MCI Detection Framework Based on Spectral-temporal Analysis",2019,"International Journal of Automation and Computing","16","6",,"786","799",,5,"10.1007/s11633-019-1197-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074561508&doi=10.1007%2fs11633-019-1197-4&partnerID=40&md5=4ce7e88ce153cb090e2462c8cf4cf10d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85074561508
"Chen, D.","36165312400;","Nanocontainers for the encapsulation and delivery of antioxidants/nutrients to food",2019,"Smart Nanocontainers: Micro and Nano Technologies",,,,"119","136",,,"10.1016/B978-0-12-816770-0.00008-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094211815&doi=10.1016%2fB978-0-12-816770-0.00008-3&partnerID=40&md5=e0a02bbb0a84a4d8ac46dafe5bbc9074",Book Chapter,"Final","",Scopus,2-s2.0-85094211815
"Moretti, R., Peinkhofer, C.","56256877900;57204504598;","B vitamins and fatty acids: What do they share with small vessel disease-related dementia?",2019,"International Journal of Molecular Sciences","20","22", 5797,"","",,11,"10.3390/ijms20225797","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075333033&doi=10.3390%2fijms20225797&partnerID=40&md5=3321db0214b48388604462d40bc6c2d8",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85075333033
"Hong, K.-S., Yaqub, M.A.","7402515710;55515672800;","Application of functional near-infrared spectroscopy in the healthcare industry: A review",2019,"Journal of Innovative Optical Health Sciences","12","6", 1930012,"","",,18,"10.1142/S179354581930012X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074420738&doi=10.1142%2fS179354581930012X&partnerID=40&md5=e685a533c4d7039297efb3aa9fbd97df",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85074420738
"Bavaresco, M.V., D'Oca, S., Ghisi, E., Lamberts, R.","57201007845;56039820200;8859872400;56238426700;","Technological innovations to assess and include the human dimension in the building-performance loop: A review",2019,"Energy and Buildings","202",, 109365,"","",,10,"10.1016/j.enbuild.2019.109365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070913677&doi=10.1016%2fj.enbuild.2019.109365&partnerID=40&md5=f18365f27447d1f83d64d420e8f2478e",Review,"Final","",Scopus,2-s2.0-85070913677
"Ribary, U., Doesburg, S.M., Ward, L.M.","6701499063;8721433400;7201849724;","Unified principles of thalamocortical network dynamics: A framework for typical/atypical functional connectivity",2019,"Magnetoencephalography: From Signals to Dynamic Cortical Networks: Second Edition",,,,"543","570",,,"10.1007/978-3-030-00087-5_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085724105&doi=10.1007%2f978-3-030-00087-5_19&partnerID=40&md5=f7911365b4dcfb927255a40c2cc9bc22",Book Chapter,"Final","",Scopus,2-s2.0-85085724105
"Ataloglou, D., Dimou, A., Zarpalas, D., Daras, P.","57203874558;56402999100;8238770900;6602644373;","Fast and Precise Hippocampus Segmentation Through Deep Convolutional Neural Network Ensembles and Transfer Learning",2019,"Neuroinformatics","17","4",,"563","582",,10,"10.1007/s12021-019-09417-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063058355&doi=10.1007%2fs12021-019-09417-y&partnerID=40&md5=b3af50355d05871f5bb4f9776d57052a",Article,"Final","",Scopus,2-s2.0-85063058355
"Pal, H., Kumar, A.","57211608237;35954044400;","MSBE analysis with power metric for automated identification of epileptic seizure",2019,"International Journal of Engineering and Advanced Technology","9","1",,"1","5",,,"10.35940/ijeat.A1000.109119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074561040&doi=10.35940%2fijeat.A1000.109119&partnerID=40&md5=2543d90ce8674ce14a1d91fd75c14a6c",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85074561040
"Li, P., Liu, H., Si, Y., Li, C., Li, F., Zhu, X., Huang, X., Zeng, Y., Yao, D., Zhang, Y., Xu, P.","55585509900;57187351700;57195381661;57205242761;56442844400;57194794946;57197857801;55884356300;55558568500;55277965900;57199853375;","EEG Based Emotion Recognition by Combining Functional Connectivity Network and Local Activations",2019,"IEEE Transactions on Biomedical Engineering","66","10", 8634938,"2869","2881",,33,"10.1109/TBME.2019.2897651","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073610483&doi=10.1109%2fTBME.2019.2897651&partnerID=40&md5=d43d62c5be48516b92d78ccb225f4b9b",Article,"Final","",Scopus,2-s2.0-85073610483
"Salehpour, F., Majdi, A., Pazhuhi, M., Ghasemi, F., Khademi, M., Pashazadeh, F., Hamblin, M.R., Cassano, P.","57190859325;56201639500;57211480691;57211480332;57211480012;57204568792;7004296356;7006476798;","Transcranial Photobiomodulation Improves Cognitive Performance in Young Healthy Adults: A Systematic Review and Meta-Analysis",2019,"Photobiomodulation, Photomedicine, and Laser Surgery","37","10",,"635","643",,1,"10.1089/photob.2019.4673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074118227&doi=10.1089%2fphotob.2019.4673&partnerID=40&md5=4359e79f600511f88f6efaa1828741a4",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85074118227
"Jahmunah, V., Lih Oh, S., Rajinikanth, V., Ciaccio, E.J., Hao Cheong, K., Arunkumar, N., Acharya, U.R.","57208643008;57209241714;37063796700;7004846604;36674537000;24330633400;7004510847;","Automated detection of schizophrenia using nonlinear signal processing methods",2019,"Artificial Intelligence in Medicine","100",, 101698,"","",,46,"10.1016/j.artmed.2019.07.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071552541&doi=10.1016%2fj.artmed.2019.07.006&partnerID=40&md5=5d2a44ea5bfbc9441aa2177bfec61770",Article,"Final","",Scopus,2-s2.0-85071552541
"Kaur, M., Singh, K.","57220556140;7404763251;","Review on titanium and titanium based alloys as biomaterials for orthopaedic applications",2019,"Materials Science and Engineering C","102",,,"844","862",,188,"10.1016/j.msec.2019.04.064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065387409&doi=10.1016%2fj.msec.2019.04.064&partnerID=40&md5=966c73de6292c05ec8e160f5c9db97ca",Review,"Final","",Scopus,2-s2.0-85065387409
"Balakrishnan, G., Zhao, A., Sabuncu, M.R., Guttag, J., Dalca, A.V.","57198394458;57207770220;6603132006;6604047779;23972147300;","VoxelMorph: A Learning Framework for Deformable Medical Image Registration",2019,"IEEE Transactions on Medical Imaging","38","8", 8633930,"1788","1800",,164,"10.1109/TMI.2019.2897538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063580508&doi=10.1109%2fTMI.2019.2897538&partnerID=40&md5=4b32a688f82650d87ffaa908c22b053c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85063580508
"Shahid, A.H., Singh, M.P.","57209536029;55574236984;","Computational intelligence techniques for medical diagnosis and prognosis: Problems and current developments",2019,"Biocybernetics and Biomedical Engineering","39","3",,"638","672",,11,"10.1016/j.bbe.2019.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068056224&doi=10.1016%2fj.bbe.2019.05.010&partnerID=40&md5=beed56b34a8a365e1f9bcdd42df5076e",Review,"Final","",Scopus,2-s2.0-85068056224
"Li, M., Shang, Z., Yang, Z., Zhang, Y., Wan, H.","57193015783;35216054300;57210320082;55922452500;46061498500;","Machine learning methods for MRI biomarkers analysis of pediatric posterior fossa tumors",2019,"Biocybernetics and Biomedical Engineering","39","3",,"765","774",,,"10.1016/j.bbe.2019.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070331334&doi=10.1016%2fj.bbe.2019.07.004&partnerID=40&md5=de5ace44bee95a65b7d423f680ae7625",Article,"Final","",Scopus,2-s2.0-85070331334
"Walia, G.S., Rishi, S., Asthana, R., Kumar, A., Gupta, A.","55787384000;57209317802;36805731600;57209320166;55491981500;","Secure multimodal biometric system based on diffused graphs and optimal score fusion",2019,"IET Biometrics","8","4",,"231","242",,18,"10.1049/iet-bmt.2018.5018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067341986&doi=10.1049%2fiet-bmt.2018.5018&partnerID=40&md5=c0bf6a18d2274b2b654e62afd077cab2",Article,"Final","",Scopus,2-s2.0-85067341986
"Aliyari, H., Hosseinian, S.H., Menhaj, M.B., Sahraei, H.","56725731400;9333494900;35569062100;35609589400;","Analysis of the Effects of High-Voltage Transmission Line on Human Stress and Attention Through Electroencephalography (EEG)",2019,"Iranian Journal of Science and Technology - Transactions of Electrical Engineering","43",,,"211","218",,1,"10.1007/s40998-018-0151-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067583192&doi=10.1007%2fs40998-018-0151-8&partnerID=40&md5=224e5b21b8f9da94248326d4e4c14a2b",Article,"Final","",Scopus,2-s2.0-85067583192
"Clark, J., Provost, F.","57206726735;7004026629;","Unsupervised dimensionality reduction versus supervised regularization for classification from sparse data",2019,"Data Mining and Knowledge Discovery","33","4",,"871","916",,5,"10.1007/s10618-019-00616-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061893116&doi=10.1007%2fs10618-019-00616-4&partnerID=40&md5=e170a0d7b9088cbec919e4818d6f37d6",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85061893116
"Natarajan, M., Sathiamoorthy, S.","57212157011;56051438300;","Content Based Medical Image Retrieval Using Multi-Trend Structure Descriptor and Fuzzy k-NN Classifier",2019,"Proceedings of the 4th International Conference on Communication and Electronics Systems, ICCES 2019",,, 9002310,"2097","2102",,5,"10.1109/ICCES45898.2019.9002310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073544639&doi=10.1109%2fICCES45898.2019.9002310&partnerID=40&md5=617b28ea992c3ebc105277ce881bc05e",Conference Paper,"Final","",Scopus,2-s2.0-85073544639
"Wornyo, D.K., Shen, X.-J.","57189322967;55450902800;","Coupled least squares support vector ensemble machines",2019,"Information (Switzerland)","10","6", 195,"","",,2,"10.3390/info10060195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067424224&doi=10.3390%2finfo10060195&partnerID=40&md5=e9749919dbd6a145cf800ccaacd0caee",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85067424224
"Kienast, C., Gunga, H.-C., Steinach, M.","57211982596;35547963100;23010868100;","Neuropeptide Y – Its role in human performance and extreme environments",2019,"REACH","14-15",, 100032,"","",,,"10.1016/j.reach.2019.100032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075559852&doi=10.1016%2fj.reach.2019.100032&partnerID=40&md5=985189f72a016bbb7c14d79ca67f1380",Review,"Final","",Scopus,2-s2.0-85075559852
"Zhang, Z., Sejdić, E.","57190262159;12760262300;","Radiological images and machine learning: Trends, perspectives, and prospects",2019,"Computers in Biology and Medicine","108",,,"354","370",,33,"10.1016/j.compbiomed.2019.02.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064937289&doi=10.1016%2fj.compbiomed.2019.02.017&partnerID=40&md5=3a3ece4e038d686acab1e3160624f6f1",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85064937289
"Zhao, D., Liu, H., Zheng, Y., He, Y., Lu, D., Lyu, C.","57204863884;55568524490;23471581800;57208175222;36094449000;57195985796;","A reliable method for colorectal cancer prediction based on feature selection and support vector machine",2019,"Medical and Biological Engineering and Computing","57","4",,"901","912",,11,"10.1007/s11517-018-1930-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057562239&doi=10.1007%2fs11517-018-1930-0&partnerID=40&md5=8864281a212c957a2d45defd68db466e",Article,"Final","",Scopus,2-s2.0-85057562239
"Mahmoodian, N., Schaufler, A., Pashazadeh, A., Boese, A., Friebe, M., Illanes, A.","36139035000;57201490150;55622541300;42060946000;24764882900;56734255400;","Proximal detection of guide wire perforation using feature extraction from bispectral audio signal analysis combined with machine learning",2019,"Computers in Biology and Medicine","107",,,"10","17",,7,"10.1016/j.compbiomed.2019.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061329789&doi=10.1016%2fj.compbiomed.2019.02.001&partnerID=40&md5=6b74685341fa796e99b3765e29e5de22",Article,"Final","",Scopus,2-s2.0-85061329789
"Zhu, X., Suk, H.-I., Shen, D.","55643999665;56332955800;7401738392;","Group sparse reduced rank regression for neuroimaging genetic study",2019,"World Wide Web","22","2",,"673","688",,,"10.1007/s11280-018-0637-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053605427&doi=10.1007%2fs11280-018-0637-3&partnerID=40&md5=6bba68192e53adf3a08b363b238ca18d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85053605427
