Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Multimodal Brain Tumor Segmentation Using 3D Convolutional Networks","Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries","","","","10.1007/978-3-319-75238-9_20","R. G. Rodríguez ColmeiroC. A. VerrastroT. Grosges","2018","http://link.springer.com/chapter/10.1007/978-3-319-75238-9_20","Chapter"
"Identifying Abnormal Network Alterations Common to Traumatic Brain Injury and Alzheimer’s Disease Patients Using Functional Connectome Data","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_28","Davy VanderweyenBrent C. MunsellJacobo E. MintzerOlga MintzerAndy GajadharXun ZhuGuorong WuJane Joseph","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_28","Chapter"
"Spatial Outlier Detection","Outlier Analysis","","","","10.1007/978-3-319-47578-3_11","Charu C. Aggarwal","2017","http://link.springer.com/chapter/10.1007/978-3-319-47578-3_11","Chapter"
"Prediction of Memory Impairment with MRI Data: A Longitudinal Study of Alzheimer’s Disease","Medical Image Computing and Computer-Assisted Intervention –  MICCAI 2016","","","","10.1007/978-3-319-46720-7_32","Xiaoqian WangDinggang ShenHeng Huang","2016","http://link.springer.com/chapter/10.1007/978-3-319-46720-7_32","Chapter"
"Resting State fMRI Data Classification Method Based on K-means Algorithm Optimized by Rough Set","Intelligence Science I","","","","10.1007/978-3-319-68121-4_9","Xianzhe LiWeiming ZengYuhu ShiShaojun Huang","2017","http://link.springer.com/chapter/10.1007/978-3-319-68121-4_9","Chapter"
"Machine learning in medical imaging","Machine Vision and Applications","","24","7","10.1007/s00138-013-0543-8","Pingkun YanKenji SuzukiFei WangDinggang Shen","2013","http://link.springer.com/article/10.1007/s00138-013-0543-8","Article"
"Retinal Biomarkers of Alzheimer’s Disease: Insights from Transgenic Mouse Models","Image Analysis and Recognition","","","","10.1007/978-3-319-59876-5_60","Rui BernardesGilberto SilvaSamuel ChiquitaPedro SerranhoAntónio Francisco Ambrósio","2017","http://link.springer.com/chapter/10.1007/978-3-319-59876-5_60","Chapter"
"Diagnosis of Alzheimer's disease using Naive Bayesian Classifier","Neural Computing and Applications","","29","1","10.1007/s00521-016-2416-3","S. R. Bhagya ShreeH. S. Sheshadri","2018","http://link.springer.com/article/10.1007/s00521-016-2416-3","Article"
"Nonlinear Feature Transformation and Deep Fusion for Alzheimer’s Disease Staging Analysis","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_37","Yani ChenBibo ShiCharles D. SmithJundong Liu","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_37","Chapter"
"Overview of Clinical Applications Using THz Pulse Imaging, MRI, OCT and Fundus Imaging","Pattern Classification of Medical Images: Computer Aided Diagnosis","","","","10.1007/978-3-319-57027-3_2","Xiao-Xia YinSillas HadjiloucasYanchun Zhang","2017","http://link.springer.com/chapter/10.1007/978-3-319-57027-3_2","Chapter"
"Multiple Orderings of Events in Disease Progression","Information Processing in Medical Imaging","","","","10.1007/978-3-319-19992-4_56","Alexandra L. YoungNeil P. OxtobyJonathan HuangRazvan V. MarinescuPankaj DagaDavid M. CashNick C. FoxSebastien OurselinJonathan M. SchottDaniel C. Alexander","2015","http://link.springer.com/chapter/10.1007/978-3-319-19992-4_56","Chapter"
"Inherent Structure-Guided Multi-view Learning for Alzheimer’s Disease and Mild Cognitive Impairment Classification","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_36","Mingxia LiuDaoqiang ZhangDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_36","Chapter"
"Early Alzheimer’s Disease Prediction in Machine Learning Setup: Empirical Analysis with Missing Value Computation","Intelligent Data Engineering and Automated Learning – IDEAL 2015","","","","10.1007/978-3-319-24834-9_49","Sidra MinhasAasia KhanumFarhan RiazAtif AlviShoab A. Khan","2015","http://link.springer.com/chapter/10.1007/978-3-319-24834-9_49","Chapter"
"Google Versus Death; To Be, Or Not to Be?","Google It","","","","10.1007/978-1-4939-6415-4_3","Newton Lee","2016","http://link.springer.com/chapter/10.1007/978-1-4939-6415-4_3","Chapter"
"Two-dimensional enrichment analysis for mining high-level imaging genetic associations","Brain Informatics","","4","1","10.1007/s40708-016-0052-4","Xiaohui YaoJingwen YanSungeun KimKwangsik NhoShannon L. RisacherMark InlowJason H. MooreAndrew J. SaykinLi Shen","2017","http://link.springer.com/article/10.1007/s40708-016-0052-4","Article"
"Guided Learning Algorithms: An Application of Constrained Spectral Partitioning to Functional Magnetic Resonance Imaging (fMRI)","Foundations of Augmented Cognition","","","","10.1007/978-3-642-39454-6_76","Henry L. PhillipsPeter B. WalkerCarrie H. KennedyOwen CarmichaelIan N. Davidson","2013","http://link.springer.com/chapter/10.1007/978-3-642-39454-6_76","Chapter"
"Meta-ensembles of Classifiers for Alzheimer’s Disease Detection Using Independent ROI Features","Natural and Artificial Computation in Engineering and Medical Applications","","","","10.1007/978-3-642-38622-0_13","Borja AyerdiAlexandre SavioManuel Graña","2013","http://link.springer.com/chapter/10.1007/978-3-642-38622-0_13","Chapter"
"Identifying the landscape of Alzheimer’s disease research with network and content analysis","Scientometrics","","102","1","10.1007/s11192-014-1372-x","Min SongGo Eun HeoDahee Lee","2015","http://link.springer.com/article/10.1007/s11192-014-1372-x","Article"
"Probabilistic Evolutionary Procedure Learning","Engineering General Intelligence, Part 2","","","","10.2991/978-94-6239-030-0_15","Ben GoertzelCassio PennachinNil Geisweiller","2014","http://link.springer.com/chapter/10.2991/978-94-6239-030-0_15","Chapter"
"Cloud Based Toolbox for Image Analysis, Processing and Reconstruction Tasks","Signal and Image Analysis for Biomedical and Life Sciences","","","","10.1007/978-3-319-10984-8_11","Tomasz BednarzDadong WangYulia ArzhaevaRyan LagerstromPascal VallottonNeil BurdettAlex KhassapovPiotr SzulShiping ChenChangming SunLuke DomanskiDarren ThompsonTimur GureyevJohn A. Taylor","2015","http://link.springer.com/chapter/10.1007/978-3-319-10984-8_11","Chapter"
"An Ensemble of Classifiers Guided by the AAL Brain Atlas for Alzheimer’s Disease Detection","Advances in Computational Intelligence","","","","10.1007/978-3-642-38682-4_13","Alexandre SavioManuel Graña","2013","http://link.springer.com/chapter/10.1007/978-3-642-38682-4_13","Chapter"
"Classification of Alzheimer’s Disease Based on Multiple Anatomical Structures’ Asymmetric Magnetic Resonance Imaging Feature Selection","Neural Information Processing","","","","10.1007/978-3-319-26561-2_34","Yongming LiJin YanPin WangYang LvMingguo QiuXuan he","2015","http://link.springer.com/chapter/10.1007/978-3-319-26561-2_34","Chapter"
"The Twin Hypotheses","Advances in Artificial Intelligence and Its Applications","","","","10.1007/978-3-642-45114-0_35","Newton Howard","2013","http://link.springer.com/chapter/10.1007/978-3-642-45114-0_35","Chapter"
"Data Mining Approaches for Alzheimer’s Disease Diagnosis","Ubiquitous Networking","","","","10.1007/978-3-319-68179-5_54","El Mehdi BenyoussefAbdeltif ElbyedHind El Hadiri","2017","http://link.springer.com/chapter/10.1007/978-3-319-68179-5_54","Chapter"
"Learning from Diffusion-Weighted Magnetic Resonance Images Using Graph Kernels","Graph-Based Representations in Pattern Recognition","","","","10.1007/978-3-319-58961-9_4","Sylvain TakerkartGottfried BertonNicole MalfaitFrançois-Xavier Dupé","2017","http://link.springer.com/chapter/10.1007/978-3-319-58961-9_4","Chapter"
"Robust CT Synthesis for Radiotherapy Planning: Application to the Head and Neck Region","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24571-3_57","Ninon BurgosM. Jorge CardosoFilipa GuerreiroCatarina VeigaMarc ModatJamie McClellandAntje-Christin KnopfShonit PunwaniDavid AtkinsonSimon R. ArridgeBrian F. HuttonSébastien Ourselin","2015","http://link.springer.com/chapter/10.1007/978-3-319-24571-3_57","Chapter"
"Deep feedback GMDH-type neural network and its application to medical image analysis of MRI brain images","Artificial Life and Robotics","","","","10.1007/s10015-017-0410-1","Shoichiro TakaoSayaka KondoJunji UenoTadashi Kondo","2017","http://link.springer.com/article/10.1007/s10015-017-0410-1","Article"
"Regression Analysis and Prediction of Mini-Mental State Examination Score in Alzheimer’s Disease Using Multi-granularity Whole-Brain Segmentations","Smart Health","","","","10.1007/978-3-319-67964-8_20","Jinzhi ZhangYuan LuoZihan JiangXiaoying Tang","2017","http://link.springer.com/chapter/10.1007/978-3-319-67964-8_20","Chapter"
"Supervised Learning for the Neurosurgery Intensive Care Unit Using Single-Layer Perceptron Classifiers","Brain Informatics and Health","","","","10.1007/978-3-319-09891-3_22","Chad A. MelloRory LewisAmy Brooks-KayalJessica CarlsenHeidi GrabenstatterAndrew M. White","2014","http://link.springer.com/chapter/10.1007/978-3-319-09891-3_22","Chapter"
"Chronic Knowledge Retrieval and Smart Health Services Based on Big Data","Smart Health","","","","10.1007/978-3-319-29175-8_22","Ye LiangNingning GuoChunxiao XingYong ZhangChaoran Guo","2016","http://link.springer.com/chapter/10.1007/978-3-319-29175-8_22","Chapter"
"Soft-Split Sparse Regression Based Random Forest for Predicting Future Clinical Scores of Alzheimer’s Disease","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_30","Lei HuangYaozong GaoYan JinKim-Han ThungDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_30","Chapter"
"Future Trends in Large Data Handling","Evolution of Cyber Technologies and Operations to 2035","","","","10.1007/978-3-319-23585-1_5","Hiren Patel","2015","http://link.springer.com/chapter/10.1007/978-3-319-23585-1_5","Chapter"
"Predicting Interrelated Alzheimer’s Disease Outcomes via New Self-learned Structured Low-Rank Model","Information Processing in Medical Imaging","","","","10.1007/978-3-319-59050-9_16","Xiaoqian WangKefei LiuJingwen YanShannon L. RisacherAndrew J. SaykinLi ShenHeng Huang","2017","http://link.springer.com/chapter/10.1007/978-3-319-59050-9_16","Chapter"
"Salient Networks: A Novel Application to Study Brain Connectivity","Bioinformatics and Biomedical Engineering","","","","10.1007/978-3-319-56148-6_39","Nicola AmorosoRoberto BellottiDomenico DiaconoMarianna La RoccaSabina Tangaro","2017","http://link.springer.com/chapter/10.1007/978-3-319-56148-6_39","Chapter"
"Risk Factors and Identifiers for Alzheimer’s Disease: A Data Mining Analysis","Advances in Data Mining. Applications and Theoretical Aspects","","","","10.1007/978-3-319-08976-8_1","Gürdal ErtekBengi Tokdilİbrahim Günaydın","2014","http://link.springer.com/chapter/10.1007/978-3-319-08976-8_1","Chapter"
"Improving Single-Modal Neuroimaging Based Diagnosis of Brain Disorders via Boosted Privileged Information Learning Framework","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-47157-0_12","Xiao ZhengJun ShiShihui YingQi ZhangYan Li","2016","http://link.springer.com/chapter/10.1007/978-3-319-47157-0_12","Chapter"
"Skull Stripping for MRI Images Using Morphological Operators","Computer Information Systems and Industrial Management","","","","10.1007/978-3-319-45378-1_16","Joanna Swiebocka-Wiek","2016","http://link.springer.com/chapter/10.1007/978-3-319-45378-1_16","Chapter"
"Connectome of Autistic Brains, Global Versus Local Characterization","Connectomics in NeuroImaging","","","","10.1007/978-3-319-67159-8_1","Saida S. MohamedNancy Duong NguyenEiko YonekiAlessandro Crimi","2017","http://link.springer.com/chapter/10.1007/978-3-319-67159-8_1","Chapter"
"Five-category classification of pathological brain images based on deep stacked sparse autoencoder","Multimedia Tools and Applications","","","","10.1007/s11042-017-5174-z","Wenjuan JiaKhan MuhammadShui-Hua WangYu-Dong Zhang","2017","http://link.springer.com/article/10.1007/s11042-017-5174-z","Article"
"A Sparse Bayesian Learning Algorithm for Longitudinal Image Data","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2015","","","","10.1007/978-3-319-24574-4_49","Mert R. Sabuncu","2015","http://link.springer.com/chapter/10.1007/978-3-319-24574-4_49","Chapter"
"New Multi-task Learning Model to Predict Alzheimer’s Disease Cognitive Assessment","Medical Image Computing and Computer-Assisted Intervention –  MICCAI 2016","","","","10.1007/978-3-319-46720-7_37","Zhouyuan HuoDinggang ShenHeng Huang","2016","http://link.springer.com/chapter/10.1007/978-3-319-46720-7_37","Chapter"
"Anytime density-based clustering of complex data","Knowledge and Information Systems","","45","2","10.1007/s10115-014-0797-0","Son T. MaiXiao HeJing FengClaudia PlantChristian Böhm","2015","http://link.springer.com/article/10.1007/s10115-014-0797-0","Article"
"Development of pathological brain detection system using Jaya optimized improved extreme learning machine and orthogonal ripplet-II transform","Multimedia Tools and Applications","","","","10.1007/s11042-017-5281-x","Deepak Ranjan NayakRatnakar DashBanshidhar Majhi","2017","http://link.springer.com/article/10.1007/s11042-017-5281-x","Article"
"Efficient redundancy reduced subgroup discovery via quadratic programming","Journal of Intelligent Information Systems","","44","2","10.1007/s10844-013-0284-1","Rui LiRobert PerneczkyAlexander DrzezgaStefan Kramer","2015","http://link.springer.com/article/10.1007/s10844-013-0284-1","Article"
"Optimized Cortical Subdivision for Classification of Alzheimer’s Disease With Cortical Thickness","Bildverarbeitung für die Medizin 2013","","","","10.1007/978-3-642-36480-8_8","Mirco RichterDorit Merhof","2013","http://link.springer.com/chapter/10.1007/978-3-642-36480-8_8","Chapter"
"Facebook: a new tool for collecting health data?","Multimedia Tools and Applications","","76","8","10.1007/s11042-015-3190-4","Maria Claudia BuzziMarina BuzziDaniele FranchiDavide GazzèGiorgio IervasiAndrea MarchettiAlessandro PingitoreMaurizio Tesconi","2017","http://link.springer.com/article/10.1007/s11042-015-3190-4","Article"
"Neurotechnology-Centered Convergence","Handbook of Science and Technology Convergence","","","","10.1007/978-3-319-07052-0_21","Zack Lynch","2016","http://link.springer.com/referenceworkentry/10.1007/978-3-319-07052-0_21","ReferenceWorkEntry"
"The Utilisation of Dynamic Neural Networks for Medical Data Classifications- Survey with Case Study","Advanced Intelligent Computing Theories and Applications","","","","10.1007/978-3-319-22053-6_80","Abir Jaafar HussainPaul FergusDhiya Al-JumeilyHaya AlaskarNaeem Radi","2015","http://link.springer.com/chapter/10.1007/978-3-319-22053-6_80","Chapter"
"Conclusions and Future Directions","Multimodal Neuroimaging Computing for the Characterization of Neurodegenerative Disorders","","","","10.1007/978-981-10-3533-3_8","Sidong Liu","2017","http://link.springer.com/chapter/10.1007/978-981-10-3533-3_8","Chapter"
"Depression Behavior Detection Model Based on Participation in Serious Games","Rough Sets","","","","10.1007/978-3-319-60840-2_31","Rytis MaskeliūnasTomas BlažauskasRobertas Damaševičius","2017","http://link.springer.com/chapter/10.1007/978-3-319-60840-2_31","Chapter"
"Accurate prediction of AD patients using cortical thickness networks","Machine Vision and Applications","","24","7","10.1007/s00138-012-0462-0","Dai DaiHuiguang HeJoshua T. VogelsteinZengguang Hou","2013","http://link.springer.com/article/10.1007/s00138-012-0462-0","Article"
"A Discriminative Event Based Model for Alzheimer’s Disease Progression Modeling","Information Processing in Medical Imaging","","","","10.1007/978-3-319-59050-9_10","Vikram VenkatraghavanEsther E. BronWiro J. NiessenStefan Klein","2017","http://link.springer.com/chapter/10.1007/978-3-319-59050-9_10","Chapter"
"Delta-Theta Intertrial Phase Coherence Increases During Task Switching in a BCI Paradigm","Biomedical Applications Based on Natural and Artificial Computing","","","","10.1007/978-3-319-59773-7_11","Juan A. BariosSantiago EzquerroArturo Bertomeu-MotosEduardo FernandezMarius NannSurjo R. SoekadarNicolas Garcia-Aracil","2017","http://link.springer.com/chapter/10.1007/978-3-319-59773-7_11","Chapter"
"Emotions Identification to Measure User Experience Using Brain Biometric Signals","Human Aspects of IT for the Aged Population. Design for Aging","","","","10.1007/978-3-319-20892-3_2","Ivan CarrilloVictoria Meza-KuboAlberto L. MoránGilberto GalindoEloisa García-Canseco","2015","http://link.springer.com/chapter/10.1007/978-3-319-20892-3_2","Chapter"
"Nonlinear Symbolic Assessment of Electroencephalographic Recordings for Negative Stress Recognition","Natural and Artificial Computation for Biomedicine and Neuroscience","","","","10.1007/978-3-319-59740-9_20","Beatriz García-MartínezArturo Martínez-RodrigoAntonio Fernández-CaballeroJosé Moncho-BoganiJosé Manuel PastorRaúl Alcaraz","2017","http://link.springer.com/chapter/10.1007/978-3-319-59740-9_20","Chapter"
"Neurotechnology-Centered Convergence","Handbook of Science and Technology Convergence","","","","10.1007/978-3-319-04033-2_21-1","Zack Lynch","2015","http://link.springer.com/referenceworkentry/10.1007/978-3-319-04033-2_21-1","ReferenceWorkEntry"
"Mild Traumatic Brain Injury Outcome Prediction Based on Both Graph and K-nn Methods","Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries","","","","10.1007/978-3-319-55524-9_25","R. BellottiA. LombardiC. GuaragnellaN. AmorosoA. TateoS. Tangaro","2016","http://link.springer.com/chapter/10.1007/978-3-319-55524-9_25","Chapter"
"Spatial Outlier Detection","Outlier Analysis","","","","10.1007/978-1-4614-6396-2_10","Charu C. Aggarwal","2013","http://link.springer.com/chapter/10.1007/978-1-4614-6396-2_10","Chapter"
"Multimodal Neural Interfaces for Augmenting Human Cognition","Augmented Cognition. Enhancing Cognition and Behavior in Complex Human Environments","","","","10.1007/978-3-319-58625-0_29","William J. Tyler","2017","http://link.springer.com/chapter/10.1007/978-3-319-58625-0_29","Chapter"
"Detecting Alzheimer’s Disease Using Directed Graphs","Graph-Based Representations in Pattern Recognition","","","","10.1007/978-3-319-58961-9_9","Jianjia WangRichard C. WilsonEdwin R. Hancock","2017","http://link.springer.com/chapter/10.1007/978-3-319-58961-9_9","Chapter"
"Large-Scale Collaborative Imaging Genetics Studies of Risk Genetic Factors for Alzheimer’s Disease Across Multiple Institutions","Medical Image Computing and Computer-Assisted Intervention –  MICCAI 2016","","","","10.1007/978-3-319-46720-7_39","Qingyang LiTao YangLiang ZhanDerrek Paul HibarNeda JahanshadYalin WangJieping YePaul M. ThompsonJie Wang","2016","http://link.springer.com/chapter/10.1007/978-3-319-46720-7_39","Chapter"
"Two-Dimensional Enrichment Analysis for Mining High-Level Imaging Genetic Associations","Brain Informatics and Health","","","","10.1007/978-3-319-23344-4_12","Xiaohui YaoJingwen YanSungeun KimKwangsik NhoShannon L. RisacherMark InlowJason H. MooreAndrew J. SaykinLi Shen[Authorinst]for the Alzheimer’s Disease Neuroimaging Initiative","2015","http://link.springer.com/chapter/10.1007/978-3-319-23344-4_12","Chapter"
"A relative similarity based method for interactive patient risk prediction","Data Mining and Knowledge Discovery","","29","4","10.1007/s10618-014-0379-5","Buyue QianXiang WangNan CaoHongfei LiYu-Gang Jiang","2015","http://link.springer.com/article/10.1007/s10618-014-0379-5","Article"
"Abundant Inverse Regression Using Sufficient Reduction and Its Applications","Computer Vision – ECCV 2016","","","","10.1007/978-3-319-46487-9_35","Hyunwoo J. KimBrandon M. SmithNagesh AdluruCharles R. DyerSterling C. JohnsonVikas Singh","2016","http://link.springer.com/chapter/10.1007/978-3-319-46487-9_35","Chapter"
"Aberrant functional connectivity in patients with obstructive sleep apnea-hypopnea syndrome: a resting-state functional MRI study","Multimedia Tools and Applications","","77","3","10.1007/s11042-017-4670-5","Yu -Ting LiuHui-Jun LiTing ChenYa-Qing HuangLian ZhangHui-Xin ZhangZhi-chun HuangBin LiuMing Yang","2018","http://link.springer.com/article/10.1007/s11042-017-4670-5","Article"
"Postural Control Assessment in Multiple Sclerosis by Diffusion Analysis on Kinect Skeleton Data","Applied Computer Sciences in Engineering","","","","10.1007/978-3-319-66963-2_55","Germán D. SosaAlbert MontenegroJuanita SánchezXiomary BermúdezAngélica RamírezHugo Franco","2017","http://link.springer.com/chapter/10.1007/978-3-319-66963-2_55","Chapter"
"Pathological brain detection using curvelet features and least squares SVM","Multimedia Tools and Applications","","77","3","10.1007/s11042-016-4171-y","Deepak Ranjan NayakRatnakar DashBanshidhar Majhi","2018","http://link.springer.com/article/10.1007/s11042-016-4171-y","Article"
"Unbiased Diffeomorphic Mapping of Longitudinal Data with Simultaneous Subject Specific Template Estimation","Graphs in Biomedical Image Analysis, Computational Anatomy and Imaging Genetics","","","","10.1007/978-3-319-67675-3_12","Daniel TwardMichael Miller","2017","http://link.springer.com/chapter/10.1007/978-3-319-67675-3_12","Chapter"
"Early Prediction of Alzheimer’s Disease with Non-local Patch-Based Longitudinal Descriptors","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-319-67434-6_9","Gerard SanromaVíctor AndreaOualid M. BenkarimJosé V. ManjónPierrick CoupéOscar CamaraGemma PiellaMiguel A. González Ballester","2017","http://link.springer.com/chapter/10.1007/978-3-319-67434-6_9","Chapter"
"Augmenting Speech-Language Rehabilitation with Brain Computer Interfaces: An Exploratory Study Using Non-invasive Electroencephalographic Monitoring","Universal Access in Human-Computer Interaction. Access to Learning, Health and Well-Being","","","","10.1007/978-3-319-20684-4_57","Abeer Al-NafjanAreej Al-WabilYousef Al-Ohali","2015","http://link.springer.com/chapter/10.1007/978-3-319-20684-4_57","Chapter"
"Multi-modal microblog classification via multi-task learning","Multimedia Tools and Applications","","75","15","10.1007/s11042-014-2342-2","Sicheng ZhaoHongxun YaoSendong ZhaoXuesong JiangXiaolei Jiang","2016","http://link.springer.com/article/10.1007/s11042-014-2342-2","Article"
"fMRI Activation Network Analysis Using Bose-Einstein Entropy","Structural, Syntactic, and Statistical Pattern Recognition","","","","10.1007/978-3-319-49055-7_20","Jianjia WangRichard C. WilsonEdwin R. Hancock","2016","http://link.springer.com/chapter/10.1007/978-3-319-49055-7_20","Chapter"
"Classification of Alzheimer’s Disease Using Discriminant Manifolds of Hippocampus Shapes","Machine Learning Meets Medical Imaging","","","","10.1007/978-3-319-27929-9_7","Mahsa ShakeriHervé LombaertSamuel Kadoury","2015","http://link.springer.com/chapter/10.1007/978-3-319-27929-9_7","Chapter"
"Group Guided Sparse Group Lasso Multi-task Learning for Cognitive Performance Prediction of Alzheimer’s Disease","Brain Informatics","","","","10.1007/978-3-319-70772-3_19","Xiaoli LiuPeng CaoJinzhu yangDazhe ZhaoOsmar Zaiane","2017","http://link.springer.com/chapter/10.1007/978-3-319-70772-3_19","Chapter"
"Joint Discriminative and Representative Feature Selection for Alzheimer’s Disease Diagnosis","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-47157-0_10","Xiaofeng ZhuHeung-Il SukKim-Han ThungYingying ZhuGuorong WuDinggang Shen","2016","http://link.springer.com/chapter/10.1007/978-3-319-47157-0_10","Chapter"
"Hyperbolic Space Sparse Coding with Its Application on Prediction of Alzheimer’s Disease in Mild Cognitive Impairment","Medical Image Computing and Computer-Assisted Intervention –  MICCAI 2016","","","","10.1007/978-3-319-46720-7_38","Jie ZhangJie ShiCynthia StonningtonQingyang LiBoris A. GutmanKewei ChenEric M. ReimanRichard CaselliPaul M. ThompsonJieping YeYalin Wang","2016","http://link.springer.com/chapter/10.1007/978-3-319-46720-7_38","Chapter"
"Boosting Statistical Relational Learning in Action","Boosted Statistical Relational Learners","","","","10.1007/978-3-319-13644-8_6","Sriraam NatarajanKristian KerstingTushar KhotJude Shavlik","2014","http://link.springer.com/chapter/10.1007/978-3-319-13644-8_6","Chapter"
"Curvelet-Based Classification of Brain MRI Images","Image Analysis and Recognition","","","","10.1007/978-3-319-59876-5_49","Rafat DamsehM. Omair Ahmad","2017","http://link.springer.com/chapter/10.1007/978-3-319-59876-5_49","Chapter"
"Probabilistic Atlas of the Human Hippocampus Combining Ex Vivo MRI and Histology","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2016","","","","10.1007/978-3-319-46726-9_8","Daniel H. AdlerRanjit IttyerahJohn PlutaStephen PickupWeixia LiuDavid A. WolkPaul A. Yushkevich","2016","http://link.springer.com/chapter/10.1007/978-3-319-46726-9_8","Chapter"
"Transport on Riemannian Manifold for Functional Connectivity-Based Classification","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2014","","","","10.1007/978-3-319-10470-6_51","Bernard NgMartin DresslerGaël VaroquauxJean Baptiste PolineMichael GreiciusBertrand Thirion","2014","http://link.springer.com/chapter/10.1007/978-3-319-10470-6_51","Chapter"
"Predicting Short-Term Cognitive Change from Longitudinal Neuroimaging Analysis","Machine Learning and Interpretation in Neuroimaging","","","","10.1007/978-3-319-45174-9_11","Michael H. CoenM. Hidayath AnsariBarbara B. Bendlin","2016","http://link.springer.com/chapter/10.1007/978-3-319-45174-9_11","Chapter"
"A Consumer BCI for Automated Music Evaluation Within a Popular On-Demand Music Streaming Service “Taking Listener’s Brainwaves to Extremes”","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-319-44944-9_37","Fotis KalaganisDimitrios A. AdamosNikos Laskaris","2016","http://link.springer.com/chapter/10.1007/978-3-319-44944-9_37","Chapter"
"“Evaluating Acquisition Time of rfMRI in the Human Connectome Project for Early Psychosis. How Much Is Enough?”","Connectomics in NeuroImaging","","","","10.1007/978-3-319-67159-8_13","Sylvain BouixSophia SwagoJohn D. WestOfer PasternakAlan BreierMartha E. Shenton","2017","http://link.springer.com/chapter/10.1007/978-3-319-67159-8_13","Chapter"
"Relationship Induced Multi-atlas Learning for Alzheimer’s Disease Diagnosis","Medical Computer Vision: Algorithms for Big Data","","","","10.1007/978-3-319-42016-5_3","Mingxia LiuDaoqiang ZhangEhsan Adeli-MosabbebDinggang Shen","2016","http://link.springer.com/chapter/10.1007/978-3-319-42016-5_3","Chapter"
"Multi-atlas Propagation Whole Heart Segmentation from MRI and CTA Using a Local Normalised Correlation Coefficient Criterion","Functional Imaging and Modeling of the Heart","","","","10.1007/978-3-642-38899-6_21","Maria A. ZuluagaM. Jorge CardosoMarc ModatSébastien Ourselin","2013","http://link.springer.com/chapter/10.1007/978-3-642-38899-6_21","Chapter"
"Medical Document Mining Combining Image Exploration and Text Characterization","Discovery Science","","","","10.1007/978-3-319-11812-3_9","Nicolau GonçalvesErkki OjaRicardo Vigário","2014","http://link.springer.com/chapter/10.1007/978-3-319-11812-3_9","Chapter"
"Feature Selection Based on Synchronization Analysis for Multiple fMRI Data","Intelligent Information and Database Systems","","","","10.1007/978-3-662-49381-6_65","Ngoc Dung BuiHieu Cuong NguyenSellappan PalaniappanSiew Ann Cheong","2016","http://link.springer.com/chapter/10.1007/978-3-662-49381-6_65","Chapter"
"Semi-supervised Tensor Factorization for Brain Network Analysis","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-319-46128-1_2","Bokai CaoChun-Ta LuXiaokai WeiPhilip S. YuAlex D. Leow","2016","http://link.springer.com/chapter/10.1007/978-3-319-46128-1_2","Chapter"
"RS-fMRI Data Analysis for Identification of Changes in Functional Connectivity Networks of Bi-polar Patients","ICT Innovations 2015","","","","10.1007/978-3-319-25733-4_24","Tommy BoshkovskiIlinka IvanoskaKire TrivodalievSlobodan KalajdziskiPablo VillosladaMagi AndorraVesna PrčkovskaLjupco Kocarev","2016","http://link.springer.com/chapter/10.1007/978-3-319-25733-4_24","Chapter"
"Personalized Diagnosis for Alzheimer’s Disease","Medical Image Computing and Computer-Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66179-7_24","Yingying ZhuMinjeong KimXiaofeng ZhuJin YanDaniel KauferGuorong Wu","2017","http://link.springer.com/chapter/10.1007/978-3-319-66179-7_24","Chapter"
"Deep Ensemble Sparse Regression Network for Alzheimer’s Disease Diagnosis","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-47157-0_14","Heung-Il SukDinggang Shen","2016","http://link.springer.com/chapter/10.1007/978-3-319-47157-0_14","Chapter"
"A Hierarchical Bayesian Model for Multi-Site Diffeomorphic Image Atlases","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24571-3_45","Michelle HromatkaMiaomiao ZhangGreg M. FleishmanBoris GutmanNeda JahanshadPaul ThompsonP. Thomas Fletcher","2015","http://link.springer.com/chapter/10.1007/978-3-319-24571-3_45","Chapter"
