"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"An analysis of factors predicting memory loss in Alzheimer's disease prevention","M. Hu; Y. Zhang; N. M. Dowling","Department of Statistics, University of Wisconsin, Madison, Madison, Wisconsin","2017 International Joint Conference on Neural Networks (IJCNN)","20170703","2017","","","1281","1288","In recent years, data-driven approaches have been developed to predict Alzheimer's Disease. The goal of our report is to identify the factors that are most associated with memory loss. Data from ADNI (Alzheimer's Disease Neuro-imaging Initiative) with 8 variables from socioeconomic factors and biomarkers are analyzed, and will be used to propose a predictive model for the onset of AD. On the mathematical side, we propose to evaluate the data and the results for stability and reproducibility. Principal component analysis was first adopted to directly visualize the data structure and gain intuitive understanding. PCA shows a clustering of biomarkers TAUAB42, APOE4 and the current diagnosis DXCURREN, another clustering of characteristic variables including sex, age and education level, and the response AVLTot by itself. Furthermore, in the second principal component, which signifies a contrast between the characteristic descriptors and the biomarkers APOE4 and TAUAB42. The sex of the respondents played a significant effect: the contrast is larger for males and smaller for females. Linear regression model using backwards elimination further reached the result that the degree of memory loss indicated by AVLTot0 is positively related to education, but negatively related to gender, age, APOE4 and TAUAB420. In addition, higher level of TAUAB420 is related to lower memory function, and this decline effect is more dramatic for people who are younger.","","Electronic:978-1-5090-6182-2; POD:978-1-5090-6183-9","10.1109/IJCNN.2017.7966000","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7966000","Alzheimer's disease;Linear regression;PCA;biomarkers;predictive factors","Alzheimer's disease;Biomarkers;Correlation;Linear regression;Predictive models;Principal component analysis","biomedical MRI;data structures;data visualisation;diseases;medical image processing;neurophysiology;principal component analysis;regression analysis","ADNI;Alzheimer disease neuroimaging initiative;Alzheimer disease prevention;backwards elimination;biomarkers;data structure visualization;linear regression model;memory loss prediction;principal component analysis","","","","","","","","14-19 May 2017","","IEEE","IEEE Conferences"
"Detection of Alzheimer's disease using advanced local binary pattern from hippocampus and whole brain of MR images","D. Sarwinda; A. Bustamam","Department of Mathematics, Faculty of Mathematics and Natural Sciences, Universitas Indonesia, Depok, Indonesia","2016 International Joint Conference on Neural Networks (IJCNN)","20161103","2016","","","5051","5056","Alzheimer's disease as one type of dementia can cause problems to human memory, thinking and behavior. The brain damage can be detected using brain volume and whole brain form. The correlation between brain shrinkage and reduction of brain volume can affect to deformation texture. In this research, the enhancement texture approach was proposed, called advanced local binary pattern (ALBP) method. ALBP is introduced as a 2D and 3D feature extraction descriptor. In the ALBP, sign and magnitude value were introduced as an enhancement to the previous LBP method. Due to a great number of features are produced by ALBP, the principal component analysis (PCA) and factor analysis are used as feature selection method. Furthermore, SVM classifier is applied for multiclass classification including Alzheimer's, mild cognitive impairment, and normal condition of whole brain and hippocampus. The experimental results from two scenarios (ALBP sign magnitude (2D) and ALBP sign magnitude using three orthogonal planes (3D) methods) show better accuracy and performance compare to previous method. Our proposed method achieved the average value of accuracy between 80% - 100% for both the whole brain and hippocampus data. In addition, uniform rotation invariant ALBP sign magnitude using three orthogonal planes as a 3D descriptor also outperforms other approaches with an average accuracy of 96.28% for multiclass classifications for whole brain image.","","","10.1109/IJCNN.2016.7727865","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7727865","Alzheimer's disease;Texture analysis;local binary pattern;magnetic resonance image (MRI);mild cognitive impairment","Alzheimer's disease;Histograms;Magnetic resonance imaging;Principal component analysis;Three-dimensional displays;Two dimensional displays","biomedical MRI;brain;diseases;medical image processing","2D feature extraction descriptor;3D descriptor;3D feature extraction descriptor;ALBP method;Alzheimer disease;MR images;PCA;SVM classifier;advanced local binary pattern;behavior;brain damage;brain form;brain image;brain shrinkage;brain volume reduction;deformation texture;dementia;enhancement texture;factor analysis;feature selection method;hippocampus data;human memory;mild cognitive impairment;multiclass classifications;principal component analysis;thinking;uniform rotation invariant ALBP sign magnitude","","1","","","","","","24-29 July 2016","","IEEE","IEEE Conferences"
"Spatial regularization for neural network and application in Alzheimer's disease classification","X. Yang; Q. Wu; D. Hong; J. Zou","Department of Math and Computer Science, Southern Arkansas University, Magnolia, Arkansas, USA","2016 Future Technologies Conference (FTC)","20170119","2016","","","831","837","Since the computer hardware power has been improved, neural networks have been widely applied in different fields. However, to the best of our knowledge, the idea of coding spatial information for Alzheimer's disease classification in the regularization neural network context is still new. This motivation has led us to propose a spatial regularization approach for neural network and apply it to structural MRI Alzheimer's disease classification. We tested our proposed model on two types of data. Real application results show that spatial regularization neural network increase the classification accuracy.","","Electronic:978-1-5090-4171-8; POD:978-1-5090-4172-5","10.1109/FTC.2016.7821700","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7821700","Alzheimer's disease;Neural Network;Spatial Regularization","Alzheimer's disease;Biological neural networks;Data models;Feature extraction;Magnetic resonance imaging","biomedical MRI;diseases;encoding;medical image processing;neural nets;pattern classification","Alzheimer disease classification;neural network spatial regularization;spatial information coding;structural MRI","","","","","","","","6-7 Dec. 2016","","IEEE","IEEE Conferences"
"Similarities found in neurological disorders based on mutated genes","A. Chen; M. Mendoza","Newburgh Free Academy","2016 IEEE Integrated STEM Education Conference (ISEC)","20160421","2016","","","91","93","According to the UN World Health Organization, nearly one in every six of the world's population is affected by a neurological disorder. This research study focused on neural networks and analyzed the connections between neurological disorders defined by similar single nucleotide polymorphisms (SNP). By utilizing the Genome-wide Association studies, SNPs associated with a select group of neurological disorders were identified. Drug molecules that target these SNPs were gathered from the DrugBank. The results showed that Schizophrenia and Bipolar disorder were the most genetically similar based on the SNPs associated with them. Also, Schizophrenia had the highest number of SNPs associated with it as well as the highest betweenness rank. The gene TRNAI25 was the gene found among four of the disorders and it is implicated in various biological roles such as coding, decoding, regulation, and expression of genes. The drug, Felodipine, targets two SNPs, one associated with Schizophrenia and the other with Bipolar Disorder. Neurological disorders are being visualized through patient CT or MRI scans; however, this study focused on the shared SNPs in different neurological disorders generated from preexisting data. With this project, genetic similarities were found within a select group of neurological disorders and may further biological research in neurological disorders through the use of network science.","","Electronic:978-1-4673-9773-5; POD:978-1-4673-9774-2","10.1109/ISECon.2016.7457562","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7457562","ADHD;Alzheimer's Disease;Autism;Bipolar Disorder;Epilepsy;K-12;Parkinson's Disorder;Schizophrenia;high school research;mutated genes;network science;neural network analysis;neurological disorders","Alzheimer's disease;Autism;Brain;Drugs;Epilepsy","biomedical education;diseases;drugs;neural nets;neurophysiology;psychology","DrugBank;Felodipine;Genome-wide Association;UN World Health Organization;betweenness rank;bipolar disorder;drug molecules;gene TRNAI25;mutated genes;neural networks;neurological disorders;schizophrenia;single nucleotide polymorphisms","","","","","","","","5-5 March 2016","","IEEE","IEEE Conferences"
"Classification of some dementia types due to feature selection with artificial neural networks","S. Okyay; N. Adar; K. Özkan; S. Şaylısoy; B. D. Ö. Adapınar; B. Adapınar","Bilgisayar M&#252;hendisli&#287;i B&#246;l&#252;m&#252;, Eski&#351;ehir Osmangazi &#220;niversitesi, T&#252;rkiye","2016 24th Signal Processing and Communication Application Conference (SIU)","20160623","2016","","","1121","1124","Brains of patients with dementia show physical differences according to disease types and phases. Physical characteristics of brains such as cortical thickness and volumes of some parts have a significant effect on determining the type of the disease. Magnetic resonance imaging devices create visual files which contain patient information appropriate to the medical imaging standards. Using image processing techniques, numerical expressions of patients' brains can be extracted via these files. By means of using these numeric values with classification methods, patients can be classified. In this study, samples having three diseases: Alzheimer's disease, vascular dementia and fron to temporal dementia are used. After extracting cortical surface area, thickness and volume features, samples are classified successfully with artificial neural networks due to feature selection.","","Electronic:978-1-5090-1679-2; POD:978-1-5090-1680-8; USB:978-1-5090-1678-5","10.1109/SIU.2016.7495941","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7495941","Alzheimer's disease;Freesurfer;classification;dementia;dicom;magnetic resonance imaging","Artificial neural networks;Dementia;Feature extraction;Magnetic resonance imaging;Neuroimaging","biomedical MRI;brain;diseases;feature extraction;feature selection;image classification;medical image processing;neural nets","Alzheimer disease;artificial neural networks;brains characteristics;classification methods;cortical thickness;cortical volume;dementia type classification;disease phase;disease type;feature selection;image processing techniques;magnetic resonance imaging devices;medical imaging standards;numerical expressions;physical characteristics;temporal dementia;vascular dementia","","","","","","","","16-19 May 2016","","IEEE","IEEE Conferences"
"Clinical decision support for Alzheimer's disease based on deep learning and brain network","C. Hu; R. Ju; Y. Shen; P. Zhou; Q. Li","School of Engineering and Applied Sciences, Harvard University","2016 IEEE International Conference on Communications (ICC)","20160714","2016","","","1","6","Modern e-health systems have undergone rapid development thanks to the advances in communications, computing and machine learning technology. Especially, deep learning has great superiority in image analysis and disease prediction. In this paper, we use Alzheimer's Disease (AD) as an example to show advantages of deep learning in diagnosing brain diseases and providing clinical decision support. Firstly, we convert raw functional magnetic resonance imaging (fMRI) to a matrix to represent activity of 90 brain regions. Secondly, to represent the functional connectivity between different brain regions, a correlation matrix is obtained by calculating the correlation between each pair of brain regions. In the next, a targeted autoencoder network is built to classify the correlation matrix, which is sensitive to AD. Finally, the experiment results show that our proposed method for AD prediction achieves much better effects than traditional means. It finds the correlations between different brain regions efficiently, provides strong reference for AD prediction. Compared to Support Vector Machine (SVM), about 25% improvement is gained in prediction accuracy. The e-health field becomes more complete and effective owing to that. Our work helps predict AD at an early stage and take measures to slow down or even prevent the onset of it.","","Electronic:978-1-4799-6664-6; POD:978-1-4799-6665-3","10.1109/ICC.2016.7510831","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7510831","","Correlation;Cost function;Diseases;Machine learning;Positron emission tomography;Support vector machines;Time series analysis","biomedical MRI;brain;decision support systems;diseases;learning (artificial intelligence);matrix algebra;medical image processing","AD prediction;Alzheimer's Disease;brain diseases diagnosing;brain network;clinical decision support;correlation matrix;deep learning;disease prediction;e-health field;fMRI;functional connectivity;image analysis;modern e-health systems;raw functional magnetic resonance imaging;targeted autoencoder network","","2","","","","","","22-27 May 2016","","IEEE","IEEE Conferences"
"Feature ranking for mild cognitive impairment and Alzheimer's disease diagnosis","D. Domashenko; M. Manko; A. Popov; I. Krashenyi; J. Ramirez; J. M. Gorriz","National Technical University of Ukraine, &#x201C;Igor Sikorsky Kyiv Polytechnic Institute&#x201D;, Kyiv, Ukraine","2017 Signal Processing Symposium (SPSympo)","20171002","2017","","","1","4","This paper describes the experiment of analyzing MRI images of the brain of patients with Alzheimer's disease (AD), mild cognitive impairment (MCI) and normal control (NC). The aim of this research is to use new methods of extracting features from MRI images and selecting the most relevant features. The values of cortical thickness in regions of interest are used as a features for MRI images. The Support Vector Machine - Recursive Feature Elimination, Infinite Feature Selection, Relief-F, Feature Selection Via Concave Minimization and Support Vector Machine, Minimum Redundancy Maximum Relevance, Fisher, Unsupervised Discriminative Feature Selection, L0-norm Based Feature Selection, and Feature Selection via Eigenvector Centrality techniques for feature selection and ranking were used. In the experiment, the MRI images from ADNI database was used, which contains data from 539 subjects. In the result, the following maximum values of area under ROC curves for three datasets are obtained: NC-AD - 0.90, NC-MCI - 0.71, MCI-AD - 0.69. Classification accuracy with linear Support Vector Machine for the corresponding datasets: NC-AD - 80%, NC-MCI - 64%, MCI-AD - 65%. The results of this paper can be used for building a classifier in space of selected features.","","Electronic:978-1-5090-6755-8; POD:978-1-5090-6756-5; USB:978-1-5090-6754-1","10.1109/SPS.2017.8053649","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8053649","Alzheimer's disease;MRI;brain;classifier;extracting;images;mild cognitive impairment;selecting","Classification algorithms;Dementia;Feature extraction;Support vector machines","biomedical MRI;brain;cognition;diseases;feature extraction;feature selection;image classification;medical image processing;neurophysiology;support vector machines","ADNI database;Alzheimer disease diagnosis;L0-norm based feature selection;MRI images;Unsupervised Discriminative Feature Selection;area under ROC curves;classification accuracy;concave minimization;cortical thickness;eigenvector centrality techniques;feature extraction;fisher;mild cognitive impairment;minimum redundancy maximum relevance;normal control;relief-F;support vector machine-recursive feature elimination","","","","","","","","12-14 Sept. 2017","","IEEE","IEEE Conferences"
"Scalp EEG signal reconstruction for detection of mild cognitive impairment and early Alzheimer's disease","J. McBride; X. Zhao; N. Munro; Y. Jiang; C. Smith; G. Jicha","Dept. of Mechanical, Aerospace, & Biomedical Engr., University of Tennessee, Knoxville, 37996, USA","2013 Biomedical Sciences and Engineering Conference (BSEC)","20131003","2013","","","1","4","Mild cognitive impairment (MCI) is a neurological disease which is often comorbid with early stages of Alzheimer's disease (AD). This study explores the potential for detecting changes in neurological functional organization which may be indicative of MCI and early AD using neural network models for scalp EEG signal reconstruction. Resting 32-channel EEG records from 48 age-matched participants (mean age 75.7 years)-15 normal controls (NC), 16 MCI, and 17 early-stage AD-are examined. Neural network models are trained to reconstruct artificially “deleted” samples of EEG using subsets of records from NC participants. Models are applied to EEG records and quality scores are assigned to reconstructions of individual channels. Principal components of regional average reconstruction quality scores are used in a support vector machine model to discriminate between groups. Analyses demonstrate accuracies of 90.3% for MCI vs. NC (p-value<;0.0005), 90.6% for AD vs. NC (p-value<;0.0003), and 87.5% for AD/MCI vs. NC (p-value<;0.0003). Techniques developed here may be used to detect changes in EEG activity due to neurological degeneration associated with MCI and early AD.","","Electronic:978-1-4799-2117-1; POD:978-1-4799-2119-5","10.1109/BSEC.2013.6618497","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6618497","Alzheimer's disease;EEG;mild cognitive impairment;signal reconstruction","Accuracy;Alzheimer's disease;Biological neural networks;Brain models;Electroencephalography","cognition;diseases;electroencephalography;medical signal processing;neural nets;neurophysiology;principal component analysis;signal reconstruction;support vector machines","Alzheimer's disease;MCI;artificially deleted sample reconstruction;early AD;mild cognitive impairment detection;neural network model;neurological disease;principal component analysis;quality score assignment;regional average reconstruction quality score;scalp EEG signal reconstruction;support vector machine model","","0","","13","","","","21-23 May 2013","","IEEE","IEEE Conferences"
"Nonnegative Shifted Tensor Factorization in time frequency domain","Q. Wu; J. Liu; F. Sun; J. Li; A. Cichocki","Sch. of Inf. Sci. & Eng., Shandong Univ., Jinan, China","2014 International Joint Conference on Neural Networks (IJCNN)","20140904","2014","","","3009","3014","In this paper, we proposed a Nonnegative Shifted Tensor Factorization (NSTF) model considering multiple component delays by time frequency analysis. Explicit mathematical representation for the delays is presented to recover the patterns from the original data. In order to explore multilinear shifted component in different modes, we use fast fourier transform (FFT) to transform the non-integer delays into frequency domain by gradients search. The ALS algorithm for NSTF is developed by alternating least square procedure to estimate the nonnegative factor matrices in each mode and enforce the sparsity of model. Simulation results indicate that ALS-NSTF algorithm can extract the shift-invariance sparse features and improve the recognition performance of robust speaker identification and structural magnetic resonance imaging (sMRI) diagnosis for Alzheimer's Disease.","2161-4393;21614393","CD-ROM:978-1-4799-6627-1; Electronic:978-1-4799-1484-5; POD:978-1-4799-1482-1","10.1109/IJCNN.2014.6889872","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6889872","","Accuracy;Delays;Equations;Feature extraction;Mathematical model;Speech;Tensile stress","delays;fast Fourier transforms;feature extraction;least squares approximations;matrix decomposition;search problems;tensors;time-frequency analysis","ALS-NSTF algorithm;Alzheimer disease;FFT;NSTF model;fast Fourier transform;gradient search;mathematical representation;multilinear shifted component;noninteger delays;nonnegative factor matrices;nonnegative shifted tensor factorization model;robust speaker identification;sMRI;shift-invariance sparse features;structural magnetic resonance imaging diagnosis;time frequency domain analysis","","0","","17","","","","6-11 July 2014","","IEEE","IEEE Conferences"
"A novel feature selection in the case of brain PET image classification","I. Garali; M. Adel; S. Bourennane; E. Guedj","Aix-Marseille Universit&#x00E9;, CNRS, Centrale Marseille, Institut Fresnel UMR 7249, 13013 Marseille, France","2015 23rd European Signal Processing Conference (EUSIPCO)","20151228","2015","","","649","653","Positron Emission Tomography (PET) imaging is of importance for diagnosing neurodegenerative diseases like Alzheimer Disease (AD). Computer aided diagnosis methods could process and analyze quantitatively these images, in order to better characterize and extract meaningful information for medical diagnosis. This paper presents a novel computer-aided diagnosis technique for brain PET images classification in the case of AD. Brain images are first segmented into Regions Of Interest (ROI) using an atlas. Computing some statistical parameters on these regions, we define a Separation Power Factor (SPF) associated to each region. This factor quantifies the ability of each region to separate AD from Healthy Control (HC) brain images. Ranking selected regions according to their SPF and inputting them to a Support Vector Machine (SVM) classifier, yields better classification accuracy rate than when inputting the same number of ranked regions extracted from four others classical feature selection methods.","","Electronic:978-0-9928-6263-3; POD:978-1-4799-8851-8","10.1109/EUSIPCO.2015.7362463","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7362463","Alzheimer's Disease (AD);Classification;Computer-Aided diagnosis (CAD);Feature Selection;Receiver Operating Characteristic (ROC);Support Vector Machine (SVM);Voxel-Based Analysis (VBA)","Brain;Databases;Diseases;Europe;Positron emission tomography;Support vector machines;Vegetation","brain;diseases;feature selection;image classification;medical image processing;neurophysiology;positron emission tomography;statistical analysis;support vector machines","Alzheimer disease;brain PET image classification;brain PET image segmentation;computer-aided diagnosis technique;feature selection methods;neurodegenerative disease diagnosis;positron emission tomography;separation power factor;statistical parameters;support vector machine classifier","","","","28","","","","Aug. 31 2015-Sept. 4 2015","","IEEE","IEEE Conferences"
"Histogram-Based Features Selection and Volume Of Interest Ranking For Brain PET Image Classification","I. Garali; M. Adel; S. Bourennane; E. Guedj","Aix-Marseille Universit&#x00E9;, CNRS, Centrale Marseille, Institut Fresnel UMR-CNRS 7249, 13013 Marseille, France, and Institut de Neurosciences de la Timone UMR-CNRS 7289, Aix Marseille Universit&#x00E9;, 13385 Marseille Cedex 5, France.","IEEE Journal of Translational Engineering in Health and Medicine","","2018","PP","99","1","1","Positron Emission Tomography (PET) is a molecular medical imaging modality which is commonly used for neurodegenerative diseases diagnosis. Computer-Aided Diagnosis (CAD), based on medical image analysis could help quantitative evaluation of brain diseases such as Alzheimer's Disease (AD). A novel method of ranking the effectiveness of brain Volume Of Interest (VOI) to separate healthy control (HC) from AD brains PET images is presented in this paper. Brain images are first mapped into anatomical VOIs using an atlas. Histogram-based features are then extracted and used to select and rank VOIs according to the Area Under Curve (AUC) parameter, which produces a hierarchy of the ability of VOIs to separate between groups of subjects. The top-ranked VOIs are then input into a Support Vector Machine (SVM) classifier. The developed method is evaluated on a local data base image and compared to known selection feature methods. Results show that using AUC outperforms classification results in the case of a two group separation.","","","10.1109/JTEHM.2018.2796600","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8318637","Alzheimer’s Disease;Classification;Computer-Aided diagnosis;Feature selection;First Order Statistics;Machine learning;Positron Emission Tomography","Brain;Dementia;Feature extraction;Positron emission tomography;Support vector machines","","","","","","","","","20180316","","","IEEE","IEEE Early Access Articles"
"Non-sparse infinite-kernel learning for automated identification of Alzheimer's disease using PET imaging","Y. Xia; S. Lu; W. Wei; D. D. Feng; Y. Zhang","Shaanxi Key Lab of Speech & Image Information Processing (SAIIP), School of Computer Science, Northwestern Polytechnical University, Xi'an 710072, China","2014 13th International Conference on Control Automation Robotics & Vision (ICARCV)","20150323","2014","","","855","860","Multi-kernel learning machine (MKLM) has recently been introduced to the research of computer-aided dementia identification and pathology progress tracking. Despite its good performance especially in case of using heterogeneous data, such learning schema and its variants usually utilize a L-l norm constraint that promotes sparse solutions, which may cause loss of potentially important information. In this paper, we propose the non-sparse infinite-kernel learning machine (NS-IKLM) for automated identification of Alzheimer cases from normal controls. In our approach, a modified constraint is utilized to promotes non-sparse solutions and kernel parameters are automatically tuned during the learning process. The proposed algorithm has been evaluated on a set of FDG-PET images selected from the Alzheimer's disease neuroimaing initiative (ADNI) cohort. Our results demonstrate that the proposed non-sparse NS-IKLM is able to achieve satisfying dementia identification at a relatively low computational cost.","","Electronic:978-1-4799-5199-4; POD:978-1-4799-5200-7; USB:978-1-4799-5198-7","10.1109/ICARCV.2014.7064416","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7064416","ADNI;FDG-PET;Infinite kernel learning;dementia","Dementia;Feature extraction;Kernel;Positron emission tomography","brain;computer aided analysis;feature extraction;information retrieval systems;medical disorders;medical image processing;neurophysiology;positron emission tomography;storage automation","ADNI cohort;ADNI-selected PET images;ADNI-selected positron emission tomography images;Alzheimer case identification;Alzheimer's disease neuroimaging initiative;FDG-PET images;L-l norm constraint;MKLM schema evaluation;MKLM variants;PET imaging;automated disease identification;automatic kernel parameter tuning;computer-aided dementia identification;computer-aided dementia pathology progress tracking;heterogeneous data;information loss;learning machine evaluation;learning schema;low computational cost dementia identification;multikernel learning machine;nonsparse NS-IKLM-achieved dementia identification;nonsparse infinite-kernel learning machine;nonsparse solution;positron emission tomography imaging;sparse solutions","","1","","24","","","","10-12 Dec. 2014","","IEEE","IEEE Conferences"
"Deep convolutional neural networks for classification of mild cognitive impaired and Alzheimer's disease patients from scalp EEG recordings","F. C. Morabito; M. Campolo; C. Ieracitano; J. M. Ebadi; L. Bonanno; A. Bramanti; S. Desalvo; N. Mammone; P. Bramanti","DICEAM Department, Mediterranean University of Reggio Calabria, Via Graziella Feo di Vito, 89060 Reggio Calabria, Italy","2016 IEEE 2nd International Forum on Research and Technologies for Society and Industry Leveraging a better tomorrow (RTSI)","20161114","2016","","","1","6","In spite of the worldwide financial and research efforts made, the pathophysiological mechanism at the basis of Alzheimer's disease (AD) is still poorly understood. Previous studies using electroencephalography (EEG) have focused on the slowing of oscillatory brain rhythms, coupled with complexity reduction of the corresponding time-series and their enhanced compressibility. These analyses have been typically carried out on single channels. However, limited investigations have focused on the possibility yielded by computational intelligence methodologies and novel machine learning approaches applied to multichannel schemes. The study at screening level on EEG recordings of subjects at risk could be useful to highlight the emergence of underlying AD progression (or at least support any further clinical investigation). In this work, the representational power of Deep Learning on Convolutional Neural Networks (CNN) is exploited to generate suitable sets of features that are then able to classify EEG patterns of AD from a prodromal version of dementia (Mild Cognitive Impairment, MCI) and from age-matched Healthy Controls (HC). The processing system here used enforces a series of convolutional-subsampling layers in order to derive a multivariate assembly of latent, novel patterns, finally used to categorize sets of EEG from different classes of subjects. The final processor here proposed is able to reach an averaged 80% of correct classification with good performance on both sensitivity and specificity by using a Multilayered Feedforward Perceptron (MLP) of the standard type as a final block of the procedure.","","Electronic:978-1-5090-1131-5; POD:978-1-5090-1132-2","10.1109/RTSI.2016.7740576","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7740576","Alzheimer's disease;Convolutional Neural Networks;Deep Learning;Mild Cognitive Impairment;Scalp EEG","Databases;Diseases;Electroencephalography;Feature extraction;Scalp;Standards;Time-frequency analysis","diseases;electroencephalography;learning (artificial intelligence);medical signal processing;neural nets","AD progression;Alzheimer's disease patients;EEG classification;computational intelligence methodologies;convolutional-subsampling layers;deep convolutional neural networks;electroencephalography;healthy controls;machine learning approaches;mild cognitive impairment;multilayered feedforward perceptron;oscillatory brain rhythms;pathophysiological mechanism;scalp EEG recordings","","","","","","","","7-9 Sept. 2016","","IEEE","IEEE Conferences"
"Pairwise Latent Semantic Association for Similarity Computation in Medical Imaging","F. Zhang; Y. Song; W. Cai; S. Liu; S. Liu; S. Pujol; R. Kikinis; Y. Xia; M. J. Fulham; D. D. Feng; Alzheimer's Disease Neuroimaging Initiative","Biomedical and Multimedia Information Technology Research Group, School of Information Technologies, University of Sydney, Sydney, N.S.W., Australia","IEEE Transactions on Biomedical Engineering","20160420","2016","63","5","1058","1069","Retrieving medical images that present similar diseases is an active research area for diagnostics and therapy. However, it can be problematic given the visual variations between anatomical structures. In this paper, we propose a new feature extraction method for similarity computation in medical imaging. Instead of the low-level visual appearance, we design a CCA-PairLDA feature representation method to capture the similarity between images with high-level semantics. First, we extract the PairLDA topics to represent an image as a mixture of latent semantic topics in an image pair context. Second, we generate a CCA-correlation model to represent the semantic association between an image pair for similarity computation. While PairLDA adjusts the latent topics for all image pairs, CCA-correlation helps to associate an individual image pair. In this way, the semantic descriptions of an image pair are closely correlated, and naturally correspond to similarity computation between images. We evaluated our method on two public medical imaging datasets for image retrieval and showed improved performance.","0018-9294;00189294","","10.1109/TBME.2015.2478028","AADRF; Fundamental Research Funds for the Central Universities; VIA and ELCAP groups; 10.13039/100000002 - NIH NA-MIC; 10.13039/100000002 - National Institutes of Health; 10.13039/100000005 - Department of Defense; 10.13039/100000049 - National Institute on Aging; 10.13039/100000070 - National Institute of Biomedical Imaging and Bioengineering; 10.13039/100000163 - ARC; 10.13039/100007333 - ADNI; 10.13039/100007333 - Alzheimer's Disease Neuroimaging Initiative (ADNI); 10.13039/501100001334 - NAC; 10.13039/501100001809 - National Natural Science Foundation of China; 10.13039/501100004480 - Natural Science Foundation of Shaanxi Province, China; ","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7254153","Latent topic;Medical image retrieval;latent topic;medical image retrieval;semantic association","Biomedical imaging;Context;Feature extraction;Semantics;Silicon;Training;Visualization","computerised tomography;feature extraction;image retrieval;medical image processing","CCA-PairLDA feature representation method;CCA-correlation model;anatomical structures;computerised tomography;diagnostics;feature extraction method;high-level semantics;image pair context;latent semantic topics;medical image retrieval;pairwise latent semantic association;public medical imaging datasets;semantic association;similarity computation;therapy;visual variations","Algorithms;Brain Neoplasms;Databases, Factual;Humans;Image Interpretation, Computer-Assisted;Lung Neoplasms;Semantics","5","","60","","","20150910","May 2016","","IEEE","IEEE Journals & Magazines"
"Classification of OCT images for the early diagnosis of Alzheimer's disease","C. S. Sandeep; A. S. Kumar; K. Mahadevan; P. Manoj","Dept of ECE, College of Engineering, Trivandrum, India University of Kerala","2017 International Conference on Intelligent Computing and Control (I2C2)","20180322","2017","","","1","5","Alzheimer's disease (AD) is a common form of senile dementia. Although our understanding of the key steps underlying neurodegeneration in Alzheimer's disease (AD) is incomplete, it is clear that it begins long before symptoms are noticed by patient. Conventional clinical decision making systems are more manual in nature and ultimate conclusion in terms of exact diagnosis is remote. The solution for this is the employment of advanced Biomedical Engineering Technology for making diagnosis. Any disease modifying treatments which are developed are most possibly to be achieving success if initiated early in the process, and this needs that we tend to develop reliable, validated and economical ways to diagnose Alzheimer's kind pathology. However, despite comprehensive searches, no single test has shown adequate sensitivity and specificity, and it is likely that a combination will be needed. The parameters of the human body related to AD can be profiled using computers that can be utilized for the early diagnosis of Alzheimer's disease. There are several imaging techniques used in clinical practice for the diagnosis of Alzheimer's type pathology. Prominent of them are Magnetic Resonance Imaging Scan (MRI), Positron Emission Tomography (PET), Single Photon Emission Computed Tomography Scanning (SPECT) and Optical Coherence Tomography (OCT). The previous and recent studies made on Alzheimer's disease clearly investigated that there are some parameter changes on the retina of the eye of AD patients. In this research we have classify the OCT retinal images using neural networks for the early diagnosis of AD.","","Electronic:978-1-5386-0374-1; POD:978-1-5386-0375-8","10.1109/I2C2.2017.8321780","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8321780","Alzheimer Disease;Diagnosis;Neural Networks;OCT Image;Wavelet Networks","Computational modeling;Dementia;Feature extraction;Image segmentation;Neurons;Retina","","","","","","","","","","23-24 June 2017","","IEEE","IEEE Conferences"
