Title,Year,DOI,Link
"A novel feature selection in the case of brain PET image classification",2015,10.1109/EUSIPCO.2015.7362463,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963956584&doi=10.1109%2fEUSIPCO.2015.7362463&partnerID=40&md5=0d5954c01459747d30626fcc1bbcd729"
"An LDA and probability-based classifier for the diagnosis of Alzheimer's Disease from structural MRI",2015,10.1109/BIBM.2015.7359883,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962440896&doi=10.1109%2fBIBM.2015.7359883&partnerID=40&md5=3f5ff95c94e01a9602678e50d9b5926d"
"Region-based brain selection and classification on pet images for Alzheimer's disease computer aided diagnosis",2015,10.1109/ICIP.2015.7351045,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956707184&doi=10.1109%2fICIP.2015.7351045&partnerID=40&md5=3254865830f225ce6f1a763e553d6798"
"Imaging-based enrichment criteria using deep learning algorithms for efficient clinical trials in mild cognitive impairment",2015,10.1016/j.jalz.2015.01.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952629374&doi=10.1016%2fj.jalz.2015.01.010&partnerID=40&md5=1ed7bc2e6a10b21d976de678d0a03cc6"
"Classification of magnetic resonance brain images using bi-dimensional empirical mode decomposition and autoregressive model",2015,10.1007/s13534-015-0208-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954199552&doi=10.1007%2fs13534-015-0208-9&partnerID=40&md5=a971b83ffe4843de6ac8859d462efa21"
"Neural substrates of spontaneous narrative production in focal neurodegenerative disease",2015,10.1016/j.neuropsychologia.2015.10.022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947722239&doi=10.1016%2fj.neuropsychologia.2015.10.022&partnerID=40&md5=bc73e59aa96dc550ca3727c70393f084"
"The influence of age and mild cognitive impairment on associative memory performance and underlying brain networks",2015,10.1007/s11682-014-9335-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948582391&doi=10.1007%2fs11682-014-9335-7&partnerID=40&md5=404147303c5d466bb97d2d43a48aaefd"
"FIBT versus florbetaben and PiB: a preclinical comparison study with amyloid-PET in transgenic mice",2015,10.1186/s13550-015-0090-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928388926&doi=10.1186%2fs13550-015-0090-6&partnerID=40&md5=f6f4e71d380bd3cef119a6e4324065a4"
"Hippocampal unified multi-atlas network (HUMAN): Protocol and scale validation of a novel segmentation tool",2015,10.1088/0031-9155/60/22/8851,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947093682&doi=10.1088%2f0031-9155%2f60%2f22%2f8851&partnerID=40&md5=44e20ab9b93ddea8efacb0393f471278"
"Episodic memory in normal aging and Alzheimer disease: Insights from imaging and behavioral studies",2015,10.1016/j.arr.2015.08.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961051485&doi=10.1016%2fj.arr.2015.08.006&partnerID=40&md5=6b91152e830b81dc4664bbaab7b3cb9f"
"Alzheimer's disease risk variant in CLU is associated with neural inefficiency in healthy individuals",2015,10.1016/j.jalz.2014.10.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945478415&doi=10.1016%2fj.jalz.2014.10.012&partnerID=40&md5=ab5eee51cb4e0c4e7c64312bf0f36621"
"A novel method for early diagnosis of Alzheimer's disease based on pseudo Zernike moment from structural MRI",2015,10.1016/j.neuroscience.2015.08.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941284847&doi=10.1016%2fj.neuroscience.2015.08.013&partnerID=40&md5=f1d860639b473d8b0d0ab50b24997228"
"Advanced classification of Alzheimer's disease and healthy subjects based on EEG markers",2015,10.1109/IJCNN.2015.7280463,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951153587&doi=10.1109%2fIJCNN.2015.7280463&partnerID=40&md5=1c35d5b5b5651972abf2b7da1b74f4d0"
"The when and where of working memory dysfunction in early-onset schizophrenia - A functional magnetic resonance imaging study",2015,10.1093/cercor/bhu050,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973424423&doi=10.1093%2fcercor%2fbhu050&partnerID=40&md5=843295b36e8f3d77ad963705ce0171cc"
"A Robust Deep Model for Improved Classification of AD/MCI Patients",2015,10.1109/JBHI.2015.2429556,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940975497&doi=10.1109%2fJBHI.2015.2429556&partnerID=40&md5=6cea89598aaaeef00f4d502bd4032240"
"Neurobiology of alzheimer’s disease: Integrated molecular, physiological, anatomical, biomarker, and cognitive dimensions",2015,10.2174/1567205012666150701103107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942082866&doi=10.2174%2f1567205012666150701103107&partnerID=40&md5=e770573ae198abcb9714005d6a635a38"
"Stroke connectome and its implications for cognitive and behavioral sequela of stroke",2015,10.5853/jos.2015.17.3.256,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942897284&doi=10.5853%2fjos.2015.17.3.256&partnerID=40&md5=047e87181a82fcf3a211f94af389dc9d"
"Rhinal hypometabolism on FDG PET in healthy APO-E4 carriers: impact on memory function and metabolic networks",2015,10.1007/s00259-015-3057-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938414723&doi=10.1007%2fs00259-015-3057-y&partnerID=40&md5=22f83023c74859987f284fc81b251442"
"Advanced neuroimaging methods towards characterization of early stages of Alzheimer's disease",2015,10.1007/978-1-4939-2627-5_31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958646824&doi=10.1007%2f978-1-4939-2627-5_31&partnerID=40&md5=0f55e4ef4e03a25ba9119b880245e79e"
"State-based functional connectivity changes associate with cognitive decline in amnestic mild cognitive impairment subjects",2015,10.1016/j.bbr.2015.04.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928562299&doi=10.1016%2fj.bbr.2015.04.013&partnerID=40&md5=d69a65a49505694422fe4825875f5514"
"Identifying brain functional alterations in postmenopausal women with cognitive impairment",2015,10.1016/j.maturitas.2015.04.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931573493&doi=10.1016%2fj.maturitas.2015.04.006&partnerID=40&md5=b188cf8ac294c5babd0d951d84f607ef"
"Structural and functional connectivity of default mode network in neurodegenerative diseases",2015,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956805782&partnerID=40&md5=5dbd1dc3f486943289c0189f2bac15fe"
"Default Mode Network (DMN): Structural connectivity, impairments and role of daily activities",2015,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956795927&partnerID=40&md5=c7cf26e1ba586e7dff31c1c662da541a"
"Multi-scale features extraction from baseline structure MRI for MCI patient classification and AD early diagnosis",2015,10.1016/j.neucom.2015.10.043,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953214842&doi=10.1016%2fj.neucom.2015.10.043&partnerID=40&md5=c5b1e88dca80e5d4abbb44703d14f0aa"
"Brain structural, functional, and cognitive correlates of recent versus remote autobiographical memories in amnestic Mild Cognitive Impairment",2015,10.1016/j.nicl.2015.05.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930680953&doi=10.1016%2fj.nicl.2015.05.010&partnerID=40&md5=d4675d5ffaf4855b4d89e87d0138e060"
"Is the logopenic-variant of primary progressive aphasia a unitary disorder?",2015,10.1016/j.cortex.2015.03.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928744355&doi=10.1016%2fj.cortex.2015.03.011&partnerID=40&md5=e8fb1e519124836be16b93a214c0215d"
"Ultra-high resolution in-vivo 7.0T structural imaging of the human hippocampus reveals the endfolial pathway",2015,10.1016/j.neuroimage.2015.02.029,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924240535&doi=10.1016%2fj.neuroimage.2015.02.029&partnerID=40&md5=3f0250b30ce0808aa72e826b907fdfb5"
"Specific and disease stage-dependent episodic memory-related brain activation patterns in Alzheimer’s disease: a coordinate-based meta-analysis",2015,10.1007/s00429-014-0744-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895915714&doi=10.1007%2fs00429-014-0744-6&partnerID=40&md5=6c311b405e4e73e2fb5af6ef81377ac1"
"An improved I-FAST system for the diagnosis of Alzheimer's disease from unprocessed electroencephalograms by using robust invariant features",2015,10.1016/j.artmed.2015.03.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930082090&doi=10.1016%2fj.artmed.2015.03.003&partnerID=40&md5=f413515391797eb484801d62b9df917f"
"Alzheimer disease biomarkers, attentional control, and semantic memory retrieval: Synergistic and mediational effects of biomarkers on a sensitive cognitive measure in non-demented older adults",2015,10.1037/neu0000133,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928982200&doi=10.1037%2fneu0000133&partnerID=40&md5=c557c7a7ff19a780cdad70a4f45da397"
"Electrophysiological evidence for the effects of unitization on associative recognition memory in older adults",2015,10.1016/j.nlm.2015.03.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928156288&doi=10.1016%2fj.nlm.2015.03.006&partnerID=40&md5=20c3ad6a255fc4ce2849565910c8200d"
"Multimodal Neuroimaging Feature Learning for Multiclass Diagnosis of Alzheimer's Disease",2015,10.1109/TBME.2014.2372011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925851214&doi=10.1109%2fTBME.2014.2372011&partnerID=40&md5=3244d0eb506215b86e05e4abf17f50b7"
"Influence of controlled encoding and retrieval facilitation on memory performance in patients with different profiles of mild cognitive impairment",2015,10.1007/s00415-015-7662-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939955236&doi=10.1007%2fs00415-015-7662-2&partnerID=40&md5=01e4b40838fc4b091287db8cd559dbf3"
"Three-dimensional brain-on-a-chip with an interstitial level of flow and its application as an in vitro model of Alzheimer's disease",2015,10.1039/c4lc00962b,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915821053&doi=10.1039%2fc4lc00962b&partnerID=40&md5=31ac5bcb295c257b3ff0bd5769a6c7d3"
"Transcranial direct current stimulation in mild cognitive impairment: Behavioral effects and neural mechanisms",2015,10.1016/j.jalz.2014.07.159,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922456280&doi=10.1016%2fj.jalz.2014.07.159&partnerID=40&md5=74d2fef6ee15d05bff80bd53aebc2daf"
"Meta-cognitive learning neural classifier for Alzheimer’s disease detection",2015,10.1007/978-3-319-20294-5_52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946151542&doi=10.1007%2f978-3-319-20294-5_52&partnerID=40&md5=527bbf532d7eca8a5c9962a2e4b3438e"
"Specific and disease stage-dependent episodic memory-related brain activation patterns in Alzheimer's disease: a coordinate-based meta-analysis",2015,10.1007/s00429-014-0744-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001609499&doi=10.1007%2fs00429-014-0744-6&partnerID=40&md5=784403611cec9e8b4b53a7e53b7faffc"
"Predicting Alzheimer's disease a neuroimaging study with 3D convolutional neural networks",2015,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938872693&partnerID=40&md5=82d7ac69461e03a425441848043b9d22"
"Medical image retrieval for alzheimer’s disease using data from multiple time points",2015,10.1007/978-3-319-25733-4_22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945901194&doi=10.1007%2f978-3-319-25733-4_22&partnerID=40&md5=d6c5333d13b80787530d60520ee2efac"
"Language networks associated with computerized semantic indices",2015,10.1016/j.neuroimage.2014.10.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908428651&doi=10.1016%2fj.neuroimage.2014.10.008&partnerID=40&md5=719d78c13b68cea7b3dd268d89312493"
"Classifying dementia using local binary patterns from different regions in magnetic resonance images",2015,10.1155/2015/572567,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926639043&doi=10.1155%2f2015%2f572567&partnerID=40&md5=293594f2df2d22f5af071d41a6cf8d96"
"Brain connectivity and novel network measures for Alzheimer's disease classification",2015,10.1016/j.neurobiolaging.2014.04.037,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916608445&doi=10.1016%2fj.neurobiolaging.2014.04.037&partnerID=40&md5=5ebe0e033f57279a474d69edea460ebf"
"Relevance of parahippocampal-locus coeruleus connectivity to memory in early dementia",2015,10.1016/j.neurobiolaging.2014.10.041,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922773017&doi=10.1016%2fj.neurobiolaging.2014.10.041&partnerID=40&md5=f4e95dc3454d1c289fbda8861bef24f4"
"Different Temporal Patterns of Specific and General Autobiographical Memories across the Lifespan in Alzheimer's Disease",2015,10.1155/2015/963460,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934312328&doi=10.1155%2f2015%2f963460&partnerID=40&md5=01ba5bd1d6b66b2e6323f32423429681"
"Effects of amyloid and small vessel disease on white matter network disruption",2015,10.3233/JAD-141623,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922656144&doi=10.3233%2fJAD-141623&partnerID=40&md5=ea17b86141e2fe3eb0ad6dae7867dfe4"
"Bioinspired and knowledge based techniques and applications",2015,10.1016/j.neucom.2014.09.039,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912100531&doi=10.1016%2fj.neucom.2014.09.039&partnerID=40&md5=d90c0c0b8429c29f1f01f116b36e11db"
"BIOIMAGING 2015 - 2nd International Conference on Bioimaging, Proceedings; Part of 8th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2015",2015,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937136768&partnerID=40&md5=afb2b5d37f5194a71a88807095849d13"
"Why do patients with neurodegenerative frontal syndrome fail to answer: 'In what way are an orange and a banana alike?'",2015,10.1093/brain/awu359,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922369541&doi=10.1093%2fbrain%2fawu359&partnerID=40&md5=dcbaa5ec46d435f59e1b663990167d3d"
"Medical image retrieval using multi-graph learning for MCI diagnostic assistance",2015,10.1007/978-3-319-24571-3_11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951103880&doi=10.1007%2f978-3-319-24571-3_11&partnerID=40&md5=eff65be0cf184727937234dda892a519"
"Latent feature representation with stacked auto-encoder for AD/MCI diagnosis",2015,10.1007/s00429-013-0687-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923814844&doi=10.1007%2fs00429-013-0687-3&partnerID=40&md5=253f868555cc4ac8b618850ccaa52772"
"Alzheimer's disease diagnosis on structural MR images using circular harmonic functions descriptors on hippocampus and posterior cingulate cortex",2015,10.1016/j.compmedimag.2015.04.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939533641&doi=10.1016%2fj.compmedimag.2015.04.007&partnerID=40&md5=ddc1df59d6a9f4bf45a8d4859891b72d"
"Detection of Alzheimer's disease by displacement field and machine learning",2015,10.7717/peerj.1251,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944903522&doi=10.7717%2fpeerj.1251&partnerID=40&md5=6e2b1705f98690fcd8995ed65032b2eb"
"Impaired emotional autobiographical memory associated with right amygdalar-hippocampal atrophy in Alzheimer's disease patients",2015,10.3389/fnagi.2015.00021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924633178&doi=10.3389%2ffnagi.2015.00021&partnerID=40&md5=d2ed8f31baca8eec8eb89efa8813d362"
"Content Based Retrieval of MRI based on brain structure changes in Alzheimer's Disease",2015,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936797903&partnerID=40&md5=93059efcfc4ece4ae4eb1535386f1285"
"Fornix white matter is correlated with resting-state functional connectivity of the thalamus and hippocampus in healthy aging but not in mild cognitive impairment - A preliminary study",2015,10.3389/fnagi.2015.00010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924551242&doi=10.3389%2ffnagi.2015.00010&partnerID=40&md5=9e766b438cd0098b14e54d975a1777cd"
"Medical image retrieval for alzheimer’s disease using structural MRI measures",2015,10.1007/978-3-319-27707-3_9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955272501&doi=10.1007%2f978-3-319-27707-3_9&partnerID=40&md5=5d35b80166e98eea985f2f5f23c8be89"
"Measuring gains in connected speech following treatment for word retrieval: a study with two participants with primary progressive aphasia",2015,10.1080/02687038.2014.975181,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940929211&doi=10.1080%2f02687038.2014.975181&partnerID=40&md5=417bff9992637614f54ed919579d20a4"
"A feasibility study of using the neucube spiking neural network architecture for modelling Alzheimer’s disease EEG data",2015,10.1007/978-3-319-18164-6_16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930933542&doi=10.1007%2f978-3-319-18164-6_16&partnerID=40&md5=4ed6fd7fd93c86c3858e7da231345d51"
"Spiking neural network methodology for modelling, classification and understanding of EEG spatio-temporal data measuring cognitive processes",2015,10.1016/j.ins.2014.06.028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922218794&doi=10.1016%2fj.ins.2014.06.028&partnerID=40&md5=f321eada696cf7bfc861c57237bdf79a"
"3rd International Work-Conference on Bioinformatics and Biomedical Engineering, IWBBIO 2015",2015,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944456975&partnerID=40&md5=3f27ca099d9ddf86bab2a0b32ca1626a"
"The use of kurtosis de-noising for EEG analysis of patients suffering from Alzheimer's disease",2015,10.3233/BME-151410,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978870642&doi=10.3233%2fBME-151410&partnerID=40&md5=125676095209437e51038edf394ad180"
"Brain structure and function related to depression in Alzheimer's disease: Contributions from neuroimaging research",2015,10.3233/978-1-61499-542-5-295,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942889263&doi=10.3233%2f978-1-61499-542-5-295&partnerID=40&md5=e1d87d1c5f4fd2b424b08daf19f260b1"
"Environmental enrichment does not influence hypersynchronous network activity in the Tg2576 mouse model of Alzheimer's disease",2015,10.3389/fnagi.2015.00178,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946557768&doi=10.3389%2ffnagi.2015.00178&partnerID=40&md5=419b994287c6db6b9637d31a743902a7"
"Deep learning in the EEG diagnosis of Alzheimer’s disease",2015,10.1007/978-3-319-16628-5_25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941193331&doi=10.1007%2f978-3-319-16628-5_25&partnerID=40&md5=730ce3342c49d7223d093847254c9d64"
"Brain region of interest selection for 18FDG positrons emission tomography computer-aided image classification",2015,10.1109/IPTA.2014.7001927,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921769940&doi=10.1109%2fIPTA.2014.7001927&partnerID=40&md5=2b9f5671ab6685803e6c31507145b787"
"Progression of Seed-Induced Aβ Deposition within the Limbic Connectome",2015,10.1111/bpa.12252,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946493758&doi=10.1111%2fbpa.12252&partnerID=40&md5=3e86c6bf8a53b2f59c01f38a36940ab9"
"Query by image of brain SPECT database",2015,10.1007/978-3-319-18431-9_15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931263038&doi=10.1007%2f978-3-319-18431-9_15&partnerID=40&md5=f13f787b99d642f0ffdbdd374da89bb3"
"Neural computation for rehabilitation",2014,10.1155/2014/603985,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920972571&doi=10.1155%2f2014%2f603985&partnerID=40&md5=9931c9d848c1ed39c170fedf80378467"
"Grey and white matter correlates of recent and remote autobiographical memory retrieval -insights from the dementias",2014,10.1371/journal.pone.0113081,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911905868&doi=10.1371%2fjournal.pone.0113081&partnerID=40&md5=6eab54d7e0d596fc524b3521401ce9b3"
"Early neuropsychological detection of Alzheimer's disease",2014,10.1038/ejcn.2014.176,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908894185&doi=10.1038%2fejcn.2014.176&partnerID=40&md5=b0fb3e10aba5bad9ba79bd5e059a5e48"
"Hierarchical feature representation and multimodal fusion with deep learning for AD/MCI diagnosis",2014,10.1016/j.neuroimage.2014.06.077,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907019192&doi=10.1016%2fj.neuroimage.2014.06.077&partnerID=40&md5=c5dd9d8ebfca5441c9ee4ed1efcbf982"
"Associative memory and its cerebral correlates in Alzheimer's disease: Evidence for distinct deficits of relational and conjunctive memory",2014,10.1016/j.neuropsychologia.2014.08.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908146710&doi=10.1016%2fj.neuropsychologia.2014.08.023&partnerID=40&md5=693962ad458b080c9b2dc534d627755b"
"A right hemisphere role in cognitive reserve",2014,10.1016/j.neurobiolaging.2013.11.028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903368574&doi=10.1016%2fj.neurobiolaging.2013.11.028&partnerID=40&md5=b009c7995db42a4134f091fa3e179264"
"Functional MRI studies of the hippocampus",2014,10.1159/000356427,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925868433&doi=10.1159%2f000356427&partnerID=40&md5=fc64129d53ba67e7530cfcc4881eba37"
"High-throughput neuroimaging-genetics computational infrastructure",2014,10.3389/fninf.2014.00041,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899133740&doi=10.3389%2ffninf.2014.00041&partnerID=40&md5=838a6dc71d544a019404cb301cf1a2d6"
"Differential effects of the ApoE4 genotype on brain structure and function",2014,10.1016/j.neuroimage.2013.11.042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892855003&doi=10.1016%2fj.neuroimage.2013.11.042&partnerID=40&md5=0462625a80f46d6613eb2e2ed1b87104"
"EEG complexity modifications and altered compressibility in mild cognitive impairment and Alzheimer's Disease",2014,10.1007/978-3-319-04129-2_17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897831474&doi=10.1007%2f978-3-319-04129-2_17&partnerID=40&md5=ebfc7a0e8bba42682b143d8fa1638cd2"
"Improving MR brain image segmentation using self-organising maps and entropy-gradient clustering",2014,10.1016/j.ins.2013.10.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892496947&doi=10.1016%2fj.ins.2013.10.002&partnerID=40&md5=7fad70dac5fd7aac27a07955118195c4"
"Human neuroimaging studies on the hippocampal CA3 region - Integrating evidence for pattern separation and completion",2014,10.3389/fncel.2014.00064,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896969507&doi=10.3389%2ffncel.2014.00064&partnerID=40&md5=32e56dd8750cd2953a30acbf00448dab"
"Ontology driven decision support for the diagnosis of mild cognitive impairment",2014,10.1016/j.cmpb.2013.12.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894252987&doi=10.1016%2fj.cmpb.2013.12.023&partnerID=40&md5=a68b77c0205d6e3fc61b7215b23a093e"
"Classification of magnetic resonance (MR) brain images using energy coefficient and neural network",2014,10.12988/ams.2014.310606,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893414902&doi=10.12988%2fams.2014.310606&partnerID=40&md5=27764a01862983a434f4b7acbfafe79e"
"Cognitive and neuroimaging evidence of impaired interaction between self and memory in Alzheimer's disease",2014,10.1016/j.cortex.2013.06.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895060273&doi=10.1016%2fj.cortex.2013.06.009&partnerID=40&md5=8f6772d208c9e7e20fd347d60598655e"
"The relationship between glycine transporter 1 occupancy and the effects of the glycine transporter 1 inhibitor RG1678 or ORG25935 on object retrieval performance in scopolamine impaired rhesus monkey",2014,10.1007/s00213-013-3260-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892748327&doi=10.1007%2fs00213-013-3260-0&partnerID=40&md5=459708df5ca9380c776ce426a503f4b0"
"Resting state functional connectivity: Its physiological basis and application in neuropharmacology",2014,10.1016/j.neuropharm.2013.08.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902533312&doi=10.1016%2fj.neuropharm.2013.08.023&partnerID=40&md5=80c05a4e73e0f370418c2dfd262a9e62"
"Deep learning based imaging data completion for improved brain disease diagnosis.",2014,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909595477&partnerID=40&md5=7145a829bbe7ed5399a02f28af866762"
"Randomized denoising autoencoders for smaller and efficient imaging based AD clinical trials",2014,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922333222&partnerID=40&md5=15f41efae0a78cc6cf400aae9a4b76f9"
"Functional connectivity changes differ in early and late-onset alzheimer's disease",2014,10.1002/hbm.22379,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902123948&doi=10.1002%2fhbm.22379&partnerID=40&md5=1b127cd9ba293c66284f7b2df2dd228c"
"Frontoparietal cognitive control of verbal memory recall in Alzheimer's disease",2014,10.1002/ana.24199,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907598637&doi=10.1002%2fana.24199&partnerID=40&md5=b8ffa8e8ddde9f0348abe0ee9db23641"
"Deficits in episodic memory retrieval reveal impaired default mode network connectivity in amnestic mild cognitive impairment",2014,10.1016/j.nicl.2014.02.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896525478&doi=10.1016%2fj.nicl.2014.02.010&partnerID=40&md5=e3acea16e58113eaca8ff32018776f19"
"Content and context based similarity for disease diagnosis [Içerik ve baglam temelli benzerlik yolu ile hastalik teşhisi]",2014,10.1109/SIU.2014.6830512,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903771891&doi=10.1109%2fSIU.2014.6830512&partnerID=40&md5=a4a54c69617930d74df9557859a7173b"
"A cognitive chameleon: Lessons from a novel MAPT mutation case",2014,10.1080/13554794.2013.826697,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905102518&doi=10.1080%2f13554794.2013.826697&partnerID=40&md5=49b33538ea0e44c7a8c342c7d8b5e40c"
"Functional MRI studies of the hippocampus",2014,10.1159/000356427,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922013313&doi=10.1159%2f000356427&partnerID=40&md5=b97b41b90d817dbdb5b2cf5ac61d54e3"
"Diffusion tensor imaging retrieval for Alzheimer's disease diagnosis",2014,10.1109/CBMI.2014.6849831,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904962571&doi=10.1109%2fCBMI.2014.6849831&partnerID=40&md5=67eb47afa7050411e7271b0a72451671"
"Classification of Alzheimer’s disease subjects from MRI using hippocampal visual features",2014,10.1007/s11042-014-2123-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923215386&doi=10.1007%2fs11042-014-2123-y&partnerID=40&md5=7821fd99355f4e02d73add9a6efe98a1"
"Frontotemporal neural systems supporting semantic processing in Alzheimer's disease",2014,10.3758/s13415-013-0239-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897523223&doi=10.3758%2fs13415-013-0239-6&partnerID=40&md5=0d9aed3da89f7a5abcc3df4934b644b5"
"A quantitative neural network approach to understanding aging phenotypes",2014,10.1016/j.arr.2014.02.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897073772&doi=10.1016%2fj.arr.2014.02.001&partnerID=40&md5=02ccd9c8701f7d221869e917d3148f16"
"An intelligent technique for detecting Alzheimer's disease based on brain structural changes and hippocampal shape",2014,10.1080/21681163.2013.879838,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981365697&doi=10.1080%2f21681163.2013.879838&partnerID=40&md5=4f7629fbb94010d8dc063ddeced96a82"
"Discrimination between Alzheimer's Disease, Mild Cognitive Impairment and Normal Aging Using ANN Based MR Brain Image Segmentation",2014,10.1007/978-3-319-02931-3_16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886256253&doi=10.1007%2f978-3-319-02931-3_16&partnerID=40&md5=4fe3dae5ee30aaa82f21f296be27f2b3"
